Unnamed: 0,tweet,tweet_processed,label
738,115    ???????????????????????????????.....   ?????????????????????????????   ??????????????????????????????    ??????   ??????????????????????????????????????   ?????????????????????????????????    ?????????.......   ???????????????????????????????????????????????????? ?????????????????????????????????????????  pic.twitter.com/5UJzYacFtj,,0
739,114  ??????????????????????????????????????????????????????????.......?????????????????????????   ?????????w??????????????????w??????????w   ??????????????????????????????????????????????????????????????????????2?????????????????????????   ?????????????????????????????????     ??????????????????????????????????????????????????????  pic.twitter.com/8JfdnOID7w,www 2,0
740,113   ??????????????????????????????????????????????????????????????????????????????????????   ???????????????????????????????.......   ????????????????????????????????????????????????????????????????????????????????????????????   ????????????????????????????????????????????.......  ???????????????????????????????,,0
741,112    ?????????????????????    ??????????????????   ??????????????????????????????????  ????????????????????????????????????????????????????????????????????   ????????????????????????????????????????????????????????????????????????????????????????   ??????????????????????????   ???????????????????????????,,0
742,111  ????????????????????????????????????????????ww   ???????????????????w  ????????????????????????  ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????   ??????????????????????????????????????w   ???????????????ww,ww w w ww,0
743,110    ?????????????????????????   ???????????   ??????????????????????????????????????????   ????????    ????????????????????????w   ?????????????????????.......  ??????????????????????????????  ???????????????????????.......   ?????????????????????????????????????????,w,0
744,109   ??????????????????????????????????   ??????????????????????????????????????????????????w   ?????????????????????????????   ???????????????????????????????????????????????   ?????????????????????????????????????????????????  ????????????????????????????????  pic.twitter.com/oQKuNeY8Sy,w,0
745,108  ??????????????????????????????????????????????????????   ???????????? ????????????.......????????????   ??????????????????? ????????????????????   ?????????????????????????????????????????????????????????????????????????????????????????????????????????????????   ???????????  pic.twitter.com/v7HSPlUyft,,0
746,107   ???????????????????????????  ?????????????.......   ??????????????????????????   ??????????????????????????????????   ???????????????????????????????   ???????????????????????????????????????????????????????????????????????????????????????????????????????????????????   ?????????.......?????????????????,,0
747,106   ??????????????????????????????????????????????????????????????????????????????????????????????????????????????    ????????????   ???????????????????????????????????????????????????   ??????????????   ??????????????????????????????????????????   ??????.......     ????????????????????,,0
748,105    ????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????  ?????????????????????w?????????????????????w   ?????????????????????????????????????   ????????????w  ???????????  pic.twitter.com/hk5DWfjQ6P,ww w,0
749,104  ???????????????????????????  ???????????????????????????????????????????????   ???????????????????  ?????????????????????????????????????????????????????????????   ?????????????????????ww  ???????????????????????????????????????????w   ?????????????   ??????????????????????????????????????????????????????????????????????????????,ww w,0
750,103   ???????????????????????????????????  ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????? ?????????????????????? ????????????????????????????????????????.......    ?????????????  ??????????????????????????????????????????????????????????????????????????????????????????  pic.twitter.com/boKg7TqAj7,,0
751,102  ???????????????????   ????????????   ???????????????w?????????w   ?????????????????????????????????????????????????????2???????????????  ????????????????????????????????????????????? ???????????????????????????????????????????????????????????????????????????   ???????????????????????????????w???????????????w  pic.twitter.com/3tH2gx1UMc,ww 2 ww,0
752,101  ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????   ??????????????????????????????   ????????????????????????????????????????????   ??????????????????????????????????????????????,,0
753,The person who tries to keep everyone happy often end up feeling the loneliest????????    pic.twitter.com/bycoisYJ9A,the person who try to keep everyone happy often end up feel the lonely,0
754,"    ??, ??? ?????? ?????????????.  --- ???????????? ??????? ??????? ???????:) ????????? ????????? ??????? ???????????? ??????? ???????????? pic.twitter.com/GSIrFcABIp",,0
755,"As social creatures we need to make social connections... nowadays we dont band together to hunt for food. We need adequately maintained friendships to ward off , which can lead to depression, immune system disorders, disease-causing inflammation.  pic.twitter.com/XPnlrQCyHH",a social creature we need to make social connection nowadays we dont band together to hunt for food we need adequately maintain friendship to ward off which can lead to depression immune system disorder diseasecausing inflammation,0
758,Now playing  -  on Forever Hits,now play on forever hit,0
759,????? ?? ???? ?? ?? ??? ????? ??? ??..!,,0
760,Staying alone .. Meditation time ... Sufian Session ...  :),stay alone meditation time sufian session,0
761,What are you doing if you feel lonely?,what be you do if you feel lonely,0
762,Premier League starts today???? it will definitely keep my mind off things.,premier league start today it will definitely keep my mind off thing,0
763,Relation and connection are not somewhere and sometimes but everywhere and always' Emerson,relation and connection be not somewhere and sometimes but everywhere and always emerson,0
766,How far a lonely person can go.   pic.twitter.com/GbdKxgZodH,how far a lonely person can go,0
767,"I can't get the images of  out of my mind. Everywhere was busy. It's not like there's no money around,  more like there's no will to change the status quo. ",i cant get the image of out of my mind everywhere be busy it not like there no money around more like theres no will to change the status quo,0
768,"Where are you right now? At a cross-road of  with despair & ? Calm down! Jesus Christ knows where you are, how to get you out & how to get you back to life....Not just an empty life but a purposeful, meaningful, abundant & an eternal life! ",where be you right now at a crossroad of with despair calm down jesus christ know where you be how to get you out how to get you back to lifenot just an empty life but a purposeful meaningful abundant an eternal life,0
769,"If you have NEVER experienced , you cant pass& shouldnt be passing on decisions people make out of hopelessness & utter desperation.  Trust me, I know!   to the hopeless, theyll buy it!",if you have never experience you cant pass shouldnt be pass on decision people make out of hopelessness utter desperation trust me i know to the hopeless theyll buy it,0
770,Im 4 anything thatll help but gun laws/background checks arent enough. We have a  problem n this country. Until we alleviate the unnecessary suffering n this country we will continue 2 experience the consequences. Hurt ppl hurt ppl. Love & support prevents & HEALS,im anything thatll help but gun lawsbackground check arent enough we have a problem n this country until we alleviate the unnecessary suffering n this country we will continue experience the consequence hurt ppl hurt ppl love support prevents heals,0
771,How can i impress my crush if i always start acting weird when she talks to me or near me,how can i impress my crush if i always start act weird when she talk to me or near me,0
772,One of the common misunderstandings about depression is that it's similar to feeling sad or down. Sometimes a people with hopelessness feels depression or vice versa.     pic.twitter.com/iS5JSTQKPP,one of the common misunderstanding about depression be that it similar to feel sad or down sometimes a people with hopelessness feel depression or vice versa,0
773,"Wont be watching Veronica Mars anymore. Wasnt it enough that she lost Lilly, Duncan and her own mother? Ya gotta strip her of everything? Theres got to be something uplifting in a show that makes you wanna keep watching. Makers of Veronice Mars you screwed up. BAD. ",wont be watch veronica mar anymore wasnt it enough that she lose lilly duncan and her own mother ya gotta strip her of everything there get to be something uplift in a show that make you wanna keep watch maker of veronice mar you screw up bad,0
774,"Join us for a chat over tea on the 26th of July, Friday at 05:00 PM to share your thoughts and inspire others on  from ! Venue: Costa Rica, Bahria Phase 7 CUPSHUP - Where communities meet, opinions are valued and stories are heard  pic.twitter.com/gdxq3FKZbK",join u for a chat over tea on the th of july friday at 00 pm to share your thought and inspire others on from venue costa rica bahria phase cupshup where community meet opinion be value and story be hear,0
778,"That moment when the President of a country declares thats its God that will punish suicide bombers in the country, you know the country is in a state of emergency. ",that moment when the president of a country declare thats it god that will punish suicide bomber in the country you know the country be in a state of emergency,0
779,"I didn't think it was your job to fix ""Poverty"". I think that if you and  were to  there would be a lot less  in the neighborhoods.",i didnt think it be your job to fix poverty i think that if you and be to there would be a lot less in the neighborhood,0
780,May God restore your hope today.    pic.twitter.com/jpwLKNRLMO,may god restore your hope today,0
783,"THE BASICS! Long ladders, nets, air mattresses which could have saved more lives were missing from the fire brigades. This is what we talk abt whn we say that WE NEED basic amenities rather than splurging money on building statues!  ",the basic long ladder net air mattress which could have save more life be miss from the fire brigade this be what we talk abt whn we say that we need basic amenity rather than splurge money on building statue,0
784,It's never too late to give up on your dreams ??,it never too late to give up on your dream,0
785,Hopelessness is thought to result from a negative appraisal system and interact with suicide schema and lead to suicidal behavior.    pic.twitter.com/MwaMxzy59G,hopelessness be think to result from a negative appraisal system and interact with suicide schema and lead to suicidal behavior,0
786," is an erosion of the soul - caused by . People in positions of power who live a life of abundance and priviledge can use a hopeless population to reinforce their own agendas. DON'T let them use you by offering 'false hope'. ""Hope deferred makes the heart sick""  pic.twitter.com/17Aa4ABsx5",be an erosion of the soul cause by people in position of power who live a life of abundance and priviledge can use a hopeless population to reinforce their own agenda dont let them use you by offer false hope hope defer make the heart sick,0
787,"Re: problems that continue to perplex us all:  Say notThere is no silver bullet!  (This is being only human, which is draining, and leads to )  But sayThere is no silver bullet,YET!  (Acknowledges our divinity as well, is fulfilling, and gives us )",re problem that continue to perplex u all say notthere be no silver bullet this be be only human which be drain and lead to but saythere be no silver bulletyet acknowledge our divinity as well be fulfil and give u,0
788,"Its a painfully hopeless life to live, with the mistake of keep trying not to hope of hoping not making more mistakes.  pic.twitter.com/fUuOChsdyf",it a painfully hopeless life to live with the mistake of keep try not to hope of hop not make more mistake,0
789,The Hate U Give shows hopelessness when Maverick is thrown onto the road by police without reason and is searched multiple times while his kids have to watch the police abuse their power because they can,the hate You give show hopelessness when maverick be throw onto the road by police without reason and be search multiple time while his kid have to watch the police abuse their power because they can,0
790,If you want to witness how fucked this society is pass by a school on a rainy day like today,if you want to witness how fucked this society be pass by a school on a rainy day like today,0
791,"""At the root of every  is a kind of  - a hopelessness  which springs from the fear that we are nothing and nobody, that nobody  loves us and wants us, that nothing good will ever again happen to us.",at the root of every be a kind of a hopelessness which spring from the fear that we be nothing and nobody that nobody love u and want u that nothing good will ever again happen to u,0
792,"Where there is the need for , there is ! For the strong, it is a false hope. And for the weak, it is no hope.",where there be the need for there be for the strong it be a false hope and for the weak it be no hope,0
793,?????????? ?????? ?????????? ???????? ?? ??????  ???? ?????????? ???????? ???????? ??????   ???????? ?????? ???????? ?????? ???????? ????  ?????? ?????? ???? ???? ???????? ??????,,0
794,|  | Youngsters need to speak against their family when they are wrong     ???????? ???? ?? ??? ?? ???? ?????? ??? ?????? ???? ?? ??? ?????: ?????????? ??? pic.twitter.com/9NusC7RpLi,youngster need to speak against their family when they be wrong,0
795,The lies we believe ensnare us.      pic.twitter.com/d1TlxzGsAg,the lie we believe ensnare u,0
796,Never thrive on the hopelessness of another regardless how adverse the relationship may be. Hopelessness is hells nuclear bomb.,never thrive on the hopelessness of another regardless how adverse the relationship may be hopelessness be hells nuclear bomb,0
797,"This morning, Im resetting my world view. I cant imagine not being able to save my child, my friend, my parent, or the stranger standing next to me from gun violence. Survivor guilt is brutal. Let us agree that modern mass shootings must stop. ",this morning im reset my world view i cant imagine not be able to save my child my friend my parent or the stranger stand next to me from gun violence survivor guilt be brutal let u agree that modern mass shooting must stop,0
798,What do we expect from a system where health care and education are among the most profitable commercial businesses?!,what do we expect from a system where health care and education be among the most profitable commercial business,0
799,is dangerous and deadly; hopeless people has nothing to loose.   sure children and young people are nurtured to be hopeful and see the beighter side of life.  RRM.,be dangerous and deadly hopeless people have nothing to loose sure child and young people be nurture to be hopeful and see the beighter side of life rrm,0
800,Why we loose hope in ourself When people demotivate us...,why we loose hope in ourself when people demotivate u,0
801,OMG! The commanding staff soon sensing the  of the situation of the country estimated at 70 billion,omg the commanding staff soon sense the of the situation of the country estimate at billion,0
802,Funny GIFs needed please!! Having a DARK BLUE day-wondering what I got my 4 kids into after Im dead.,funny gifs need please have a dark blue daywondering what i get my kid into after im dead,0
803,Theres an old saying about a place called hell where bad people go to after they die. The worst part about hell is not the flame ! Its the hopelessness! And I think thiss part of hell that a person with depression really taste... the hopelessness.,there an old say about a place call hell where bad people go to after they die the bad part about hell be not the flame it the hopelessness and i think thiss part of hell that a person with depression really taste the hopelessness,0
805,#NAME?,,0
806,"""Hopelessness. The children of blame are..."" from ""The 7 Habits of Highly...""   pic.twitter.com/m58kQNa0L1",hopelessness the child of blame be from the habit of highly,0
807,Sometimes you just know.      pic.twitter.com/GuyYIRBjJr,sometimes you just know,0
810,"Some days the  settles in the soul. The eyes don't twinkle, the lips forget to  and the  sinks.",some day the settle in the soul the eye dont twinkle the lip forget to and the sink,0
811,A person with a broken spirit gives up............ nothing but  keeps them up....... and suicide tells them their time is up (Proverbs 15:13),a person with a broken spirit give up nothing but keep them up and suicide tell them their time be up proverbs 13,0
812,"I once heard that insecurities come in three types: A feeling of helplessness, a feeling of hopelessness, and a feeling of worthlessness.    ",i once hear that insecurity come in three type a feeling of helplessness a feeling of hopelessness and a feeling of worthlessness,0
813,", , and  all serve very important roles in our lives. A much more important role that a positive tag line, designed in most part, to silence them, or you (e.g. it could be worse)!  We arent one size fits all.",and all serve very important role in our life a much more important role that a positive tag line design in most part to silence them or you eg it could be bad we arent one size fit all,0
814,No.  Poverty is without any hope of money or things that require money.  pic.twitter.com/rldrBbhpv0,no poverty be without any hope of money or thing that require money,0
819,"Hopelessness and  want to take you down. Dont let them! Let this change your life! CRITICAL SHORT READ:  and Discouragement are a Curse! Give Them No Place in Your Life!  wp.mebpavSn,eic  pic.twitter.com/p9d4WYb3JS",hopelessness and want to take you down dont let them let this change your life critical short read and discouragement be a curse give them no place in your life wpmebpavsneic,0
821,"Wajir county is becoming more of fucked  up crib since August 2017.   and nightmare   Economical shutdown,blackout,tribalism, inter-clan clashes, Impunity,staged managed Africa cinema,influx of non locals and many problems.  #",wajir county be become more of fuck up crib since august and nightmare economical shutdownblackouttribalism interclan clash impunitystaged manage africa cinemainflux of non local and many problem,0
822,It is the first purpose of  to make  bearable. Robert Brault,it be the first purpose of to make bearable robert brault,0
823,"Suicide, at 50-year peak    pic.twitter.com/ORXFwCDC6G",suicide at year peak,0
824,Bui Bui Ah Boi dressed and acting like an uncle his eyes glued to the phone screen Sitting down at the first free seat,bui bui ah boi dress and act like an uncle his eye glue to the phone screen sit down at the first free seat,0
826,Seriously!? Abigail finds Chad in bed with Belle.. Well Chabby just sunk & I don't think they'll come back from that..,seriously abigail find chad in bed with belle well chabby just sunk i dont think theyll come back from that,0
829,One of the most saddening disappointing moments of my life was when trix cereal stopped making their cereal into different shapes,one of the most saddening disappointing moment of my life be when trix cereal stop make their cereal into different shape,0
837,2015 grand finale: Kalusha messes Phone and Laptop. .,grand finale kalusha mess phone and laptop,0
840,I want some dick.  ????,i want some dick,0
841,My  binge concluded with episode 3 last night. Anakin Skywalker's life is just heart breaking. ????,my binge conclude with episode last night anakin skywalkers life be just heart break,0
843,When you make it far in a difficult Mario maker level and die.,when you make it far in a difficult mario maker level and die,0
847,came home to my parents taking down the christmas decorations.,come home to my parent take down the christmas decoration,0
851,"Damn, ""Dear John"" is really fucking me up right now... ????????????????  lbs",damn dear john be really fuck me up right now lbs,0
853,Just realized that when I wake tomorrow  episode 3 will not be under my dying xmas tree.,just realize that when i wake tomorrow episode will not be under my die xmas tree,0
854,"  may the sadness not pull you in the void, may you speak your mind and let your feelings show, but sometimes you are numb to joy",may the sadness not pull you in the void may you speak your mind and let your feeling show but sometimes you be numb to joy,0
855,the tears will cry   the pain will tear the world may hope   life may live,the tear will cry the pain will tear the world may hope life may live,0
856,That moment when you remember the Blue Bell ice cream in your freezer... After you've left Texas... ????????????????,that moment when you remember the blue bell ice cream in your freezer after youve leave texas,0
857,Him:it was a mistake dating u Me:I'm sorry I'm not good enough Him:throws rocks at me Me:takes the pain,himit be a mistake date You meim sorry im not good enough himthrows rock at me metakes the pain,0
858,Curry really can't play tonight  but the rest of the Warriors got it ??????????????????????????????????,curry really cant play tonight but the rest of the warrior get it,0
861,Literally going to make 2016 the best of it cause this year was true hell  ????,literally go to make the best of it cause this year be true hell,0
862,I find  to be very useful. They give me lots of things to be  about in the coming year.,i find to be very useful they give me lot of thing to be about in the coming year,0
872,Dan is  ????because he never  ????????because his parents are  ???????1RT= 1 minute ???? of sleep ???? for DanIsNotOnFire????????,dan be because he never because his parent be 1rt minute of sleep for danisnotonfire,0
873,I just asked this customer about her cable box and she went left field and was telling me all the issues in her life ????,i just ask this customer about her cable box and she go left field and be tell me all the issue in her life,0
874,Officially done with greys anatomy ????????,officially do with grey anatomy,0
875,You don't matter anymore- feeling down ????  ????,you dont matter anymore feel down,0
878," or ? Non-Profit Organization offers help, 24/7. 1-800-273-TALK (8255)",or nonprofit organization offer help 7 800273talk 8255,0
879,6 Day Cooldown on CSGO competitive only cause i kicked an AFK! Thats dumb ...,day cooldown on csgo competitive only cause i kick an Away From Keyboard thats dumb,0
882,I can't sleep knowing Brittany is leaving in a couple days.. ????????,i cant sleep knowing brittany be leave in a couple day,0
886,I don't think I wanna see  for awhile  Disney you went to far with the feels.. and I thought Brother Bear was bad,i dont think i wanna see for awhile disney you go to far with the feel and i think brother bear be bad,0
887,My family has been using my blue oil like its water and I gave Ahmed my last blue oil,my family have be use my blue oil like it water and i give ahmed my last blue oil,0
892,The  people are often also the most .,the people be often also the most,0
894,Art hasn't tweeted lately because he lacks  access (and also access to ropes and sharp objects). He's .,art hasnt tweet lately because he lack access and also access to rope and sharp object he,0
895,just so depressed anymore ????????    pic.twitter.com/rcv1I6pAk7,just so depressed anymore,0
900,"Always thought helping others would come back when you need it most, unfortunately beginning to think otherwise...  ",always think help others would come back when you need it most unfortunately begin to think otherwise,0
901,Accept that you are  and its not your fault. Telling yourself to ??Pull yourself together or ??Snap out of it wont help.,accept that you be and it not your fault tell yourself to pull yourself together or snap out of it wont help,0
902,"I was at my aunt's, all happy with my cousins and no music. My dad picks me up and he starts arguing with me now I need my music ",i be at my aunt all happy with my cousin and no music my dad pick me up and he start argue with me now i need my music,0
903,Apparently you get a free pass just by mentioning    Where was I on the free badge day??!!,apparently you get a free pas just by mention where be i on the free badge day,0
906,idk what to do with this acc - #  pic.twitter.com/uOmcxfhKxk,idk what to do with this acc,0
907,On the way to Harris teeter I see white ducks on the way back I see dead ducks and white feathers everywhere,on the way to harris teeter i see white duck on the way back i see dead duck and white feather everywhere,0
910,Bloody bath.     pic.twitter.com/FTAiXlH8zD,bloody bath,0
916,I'm definitely not bringing them out in this weather to get a coffee.,im definitely not bring them out in this weather to get a coffee,0
917,"There's a moment na I'm not happy anymore. Even if I have a bit of freedom, cars, money, gadgets, I can't help it.  ",there a moment na im not happy anymore even if i have a bit of freedom car money gadget i cant help it,0
918,I guess my vacation is over... Back to work I go.  ????,i guess my vacation be over back to work i go,0
919,You get  because you know that you're not what you should be...,you get because you know that youre not what you should be,0
920,Chris Lynn just beat my ATAR,chris lynn just beat my atar,0
921,Look at me now how  a then a mufuckha,look at me now how a then a mufuckha,0
924,"Gene Simmons, Ph.D. offers mental wellbeing to  souls. ",gene simmons phd offer mental wellbeing to souls,0
925," or ? Non-Profit Organization offers help, 24/7. 1-800-273-TALK (8255)",or nonprofit organization offer help 7 800273talk 8255,0
926,Music is just my best friendfix everything I guess,music be just my best friendfix everything i guess,0
928,Thankxxx God Mids of B.Ed Over But.....  Finals of LL.B ahead....  Starting of New Year with Examsss.....,thankxxx god mids of bed over but final of llb ahead start of new year with exam,0
929,May have to cut down on the Mexican foods.,may have to cut down on the mexican food,0
930,Last time hanging with silken and dorian before they move to Florida,last time hang with silken and dorian before they move to florida,0
931,staying up late because mommies not home   ????,stay up late because mommy not home,0
932,Looks like I'm getting super greenied and watching Portlandia,look like im get super greenied and watch portlandia,0
933,Hammered af. And just watched the bengals lose.,hammer af and just watch the bengal lose,0
936,I strongly believe in there if  for everyone. I haven't met it yet.,i strongly believe in there if for everyone i havent meet it yet,0
937,"Was it the molly that made you ""like"" me?  ",be it the molly that make you like me,0
938,"All my pals shopping together, getting food, getting steaming and going to clubs while I'm slaving away on the night shift ",all my pal shop together get food get steaming and go to club while im slave away on the night shift,0
939,"We planned for this wedding 362 days, all for Mother Nature to go and fuck everything up...thanks a bunch ",we plan for this wedding day all for mother nature to go and fuck everything upthanks a bunch,0
940,Had to return this whip today   ???? pic.twitter.com/uzndmFgfXp,have to return this whip today,0
941,". Thinking, Am I where I am supposed to be?  If yes why do I feel so  and ?",think be i where i be suppose to be if yes why do i feel so and,0
942,After marathoning Chuck on Netflix I've finally finished it and now I'm depressed. Damn you  !!!  ?,after marathoning chuck on netflix ive finally finish it and now im depress damn you,0
943,If Only he loved Enuff to make me feel happy,if only he love enuff to make me feel happy,0
944,Damn I don't wanna go to work. :(  lmao,damn i dont wanna go to work Laughing,0
945,Operation hang out at the Cleveland airport today.,operation hang out at the cleveland airport today,0
946,Is it possible that universal justice & equality are simply un-realizable under the current regime? Is there no hope??,be it possible that universal justice equality be simply unrealizable under the current regime be there no hope,0
947,I finished Game of Thrones last night.....what am I gonna do with my life until April ?,i finish game of throne last nightwhat be i gonna do with my life until april,0
949,"Watching the Victoria secret fashion show was an error, never want to eat again  ",watch the victoria secret fashion show be an error never want to eat again,0
952,Honestly I wish I could be chilling with my bro right now.. ????????,honestly i wish i could be chill with my bro right now,0
954,Here he is again  can't bear him and he's stolen my sofa   pic.twitter.com/d7Goi5D2pZ,here he be again cant bear him and he steal my sofa,0
955,My friendknows how to make me feel happyhe's so kind,my friendknows how to make me feel happyhes so kind,0
956,I've been impressed by Karanka at Middlesbrough. Of course we'll stick with Martinez until he decides to leave. Becoming,ive be impress by karanka at middlesbrough of course well stick with martinez until he decide to leave become,0
957,"Well, the good thing is that I don't cut myself anymore tho. ",well the good thing be that i dont cut myself anymore tho,0
958,"Squad of donkeys, managed by an idiot, owned by a C***. Down + Out before we get to 2016  ",squad of donkey manage by an idiot own by a c down out before we get to,0
959,Wait. Dont you think that the scarves are actually teaser?,wait dont you think that the scarf be actually teaser,0
960,No matter how much you tell yourself that you've accepted relegation it takes a day like today to prove that you haven't,no matter how much you tell yourself that youve accept relegation it take a day like today to prove that you havent,0
961,brains have some of the most tiring dreams. Maybe because they're some of the most vivid?,brain have some of the most tiring dream maybe because theyre some of the most vivid,0
966,What does murmuring and complaining do to our psyche?    Start thinking of what you have and say thanks you alive,what do murmur and complain do to our psyche start thinking of what you have and say thanks you alive,0
969,"fuck no, rita died. I don't even wanna finish dexter ",fuck no rita die i dont even wanna finish dexter,0
972,If I don't say goodbye that means you'll see me again maybe not right away but we'll meet again,if i dont say goodbye that mean youll see me again maybe not right away but well meet again,0
973,Laying in bed listening to Christmas music...,lay in bed listening to christmas music,0
974,2016 was the best year so far   ,be the best year so far,0
975,So over new years think I'm just going to sleep into the new year.  ,so over new year think im just go to sleep into the new year,0
976,I miss her so much ???© ,i miss her so much,0
979,World is crumbling around me but hey...2017 is nearly here...that should fix everything!! Haha yeah right :/  ,world be crumble around me but hey2017 be nearly herethat should fix everything haha yeah right,0
980,"don't know why i was   yesterday (yes i do) but today im usual happy, but fatigued. :)",dont know why i be yesterday yes i do but today im usual happy but fatigue,0
981,Happy New Year Got so much to do over next few months it's overpowering. Guess I'll start 2017  and try to work towards happy...,happy new year get so much to do over next few month it overpower guess ill start and try to work towards happy,0
983,no new years looks tonight girlies i am ,no new year look tonight girlies i be,0
985,??it will be ok ??    pic.twitter.com/di7n1sDxAS,it will be ok,0
986,properly n also i am super  i jus wanna deactivate again,properly n also i be super i jus wanna deactivate again,0
991,Sometimes  starts from being  or . For support and advice call 0808 808 2234. rb  pic.twitter.com/ie8cGAUNMv,sometimes start from be or for support and advice call rb,0
994,We were going to bdubs today but not anymore  cacacaca,we be go to bdubs today but not anymore cacacaca,0
997,Having holiday for the first time in 4/5 years â¦ and i hate it.   ,have holiday for the first time in 5 year and i hate it,0
1000,The only bad thing about reading:  finishing a great book/series and getting sad that the story is over. ,the only bad thing about read finish a great bookseries and get sad that the story be over,0
1001,Made my day. Thankyou very much!! ... ,make my day thankyou very much,0
1002,Mystery solved. No wonder I'm a   ??????­ pic.twitter.com/axTpaQ3h0t,mystery solve no wonder im a,0
1005,??you are significant ??    pic.twitter.com/28QHqxYkc9,you be significant,0
1006,Let's window-shop for pretty NYE dresses even though we know we'll be bedridden that night. Doesn't that sound fun??  ,let windowshop for pretty nye dress even though we know well be bedridden that night doesnt that sound fun,0
1007,When you repress your emotions so much it takes days to figure out you're not just being tired and lazy ,when you repress your emotion so much it take day to figure out youre not just be tire and lazy,0
1008,How is it that a  and  person can plan better for life than the people who wanna live?!,how be it that a and person can plan good for life than the people who wanna live,0
1010,?????????????????????  Until the Game is officially over. I assume a Loss... Why?? Bylsma and Lehner. ????????????????????? ,until the game be officially over i assume a loss why bylsma and lehner,0
1011,"With two nurses in the family, dinner conversations consists of sad stories, bodily fluids and everything in between  ",with two nurse in the family dinner conversation consist of sad story bodily fluid and everything in between,0
1013,Just got back home to Orlando ...or should I say just got back to my place of living Bc this doesn't feel like home.  ???©,just get back home to orlando or should i say just get back to my place of living bc this doesnt feel like home,0
1015,Saving up to buy a house so I guess I should stop going to the movies more than once to see my new favorite Disney movies ,save up to buy a house so i guess i should stop go to the movie more than once to see my new favorite disney movie,0
1016,I saw a wiener dog last night and I didn't pet it :( ,i saw a wiener dog last night and i didnt pet it,0
1017,Damn braids snatched out my edges ???©???©?? ,damn braid snatch out my edge,0
1018,There's only 2 things people can do for me. 1 help me become happy 2 explain to CID why my death wasn't prevented.  ,there only thing people can do for me help me become happy explain to cid why my death wasnt prevent,0
1019,What a pain in the ass day. ,what a pain in the as day,0
1021,Halloweentown was my fave Halloween movie.   :'),halloweentown be my fave halloween movie,0
1022,"life is too hard, and you don't have a clue to it. guess what, doing nothing can also kill yourself. ",life be too hard and you dont have a clue to it guess what do nothing can also kill yourself,0
1024,Deeply saddened about Carrie Fisher and Debbie Reynolds passing. My heart goes to their family and friends.  ,deeply sadden about carrie fisher and debbie reynolds pass my heart go to their family and friend,0
1025,If youre  youre living in the past. If youre  youre living in the future.  If youre at  youre living in the present,if youre youre living in the past if youre youre living in the future if youre at youre living in the present,0
1026,When monty and I read a list of all the great people we lost this year   ,when monty and i read a list of all the great people we lose this year,0
1027,??your feelings are important ??    pic.twitter.com/POSQSHqCna,your feeling be important,0
1029,lexis so beautiful it makes me ,lexis so beautiful it make me,0
1031,why am i so ?â¦.oh thatâs right Iâm writing .,why be i so oh thats right im write,0
1035,The team looked so uninspired after 20-30 mins day. You'd think the HT team talk would have helped. Guess again.  ,the team look so uninspired after 30 min day youd think the ht team talk would have help guess again,0
1036,my vibe is being  and  in my local Texas Roadhouse,my vibe be be and in my local texas roadhouse,0
1037,"A year ago we was 38,000ft up in the air, en route to Australia via Dubai.....  pic.twitter.com/FAFcKWtNJ3",a year ago we be ft up in the air en route to australia via dubai,0
1039,wen u post '' one time  pic.twitter.com/L8up5r4D7v,wen You post one time,0
1040,"I hate it when my brother thinks, it would be funny to make jokes about me ???¤????  af ",i hate it when my brother think it would be funny to make joke about me af,0
1041,"tl;dr looks a lot of (foreign) family overseas as well, since it might be more like ",tlr look a lot of foreign family overseas as well since it might be more like,0
1042,West side story was literally the worst movie I have ever seen... Why do people like it??? ,west side story be literally the bad movie i have ever see why do people like it,0
1043,"I thought this was supposed to be a happy time of year, but honestly this is always the most depressing time of the year. ",i think this be suppose to be a happy time of year but honestly this be always the most depressing time of the year,0
1044,You let me drown in my own tears which held everything I hated and regretted. I once loved you. How could you? ,you let me drown in my own tear which hold everything i hat and regret i once love you how could you,0
1045,i missed lunch bc i was doing an evaluation and it's wing wednesday ,i miss lunch bc i be do an evaluation and it wing wednesday,0
1046,This time last year me and Ronan were in Prague ???«???« ,this time last year me and ronan be in prague,0
1048,â listening to Ae Dil Hai Mushkil Title Track,listen to ae dil hai mushkil title track,0
1049,Please can all the famous people take NOTE we have 3 days left of 2016. I'm done don't wanna c another they'll be missed message ,please can all the famous people take note we have day leave of im do dont wanna c another theyll be miss message,0
1050,"People come and go, but life is simply about seeing who cares enough to stay. ",people come and go but life be simply about see who care enough to stay,0
1051,??it will be alright ??    pic.twitter.com/9yAw9Ze9BT,it will be alright,0
1052,these gachas on both deresute and enstars. ,these gachas on both deresute and enstars,0
1053,They say it's not my fault but I feel like it is. ???¥???¢???° ,they say it not my fault but i feel like it be,0
1054,Being sun deprived in an office for 9 hours a day is keeping me from my old blonde days ,be sun deprive in an office for hour a day be keep me from my old blonde day,0
1055,i want to flashback and skip 2016,i want to flashback and skip,0
1057,"Oh dear, we are a bad lot, we specialise in making bang average teams look like superstars ",oh dear we be a bad lot we specialise in make bang average team look like superstar,0
1058,Carrie Fischer also known as Princess Leia passed away. ?? ,carrie fischer also know a princess leia pass away,0
