Unnamed: 0,tweet,tweet_processed
699,"Sometimes I want to apology just to make things better.  I have nothing to apologize, very opposite of that, I deserve an apology.  But my heart smells of loneliness and desperation...  ",sometimes i want to apology just to make thing good i have nothing to apologize very opposite of that i deserve an apology but my heart smell of loneliness and desperation
756,"Being single is not that bad, you got time stay focus on your plans and goals, you dont even have to deal with drama. Until 11pm hits and loneliness comes along ????   ",be single be not that bad you get time stay focus on your plan and goal you dont even have to deal with drama until pm hit and loneliness come along
757,A boo would be nice but nobody loves me ????,a boo would be nice but nobody love me
764,WHO THE FUCK WANTS TO be my friend and talk about some random shit? I has the lonelies ????    pic.twitter.com/5fVLFsmCbT,who the fuck want to be my friend and talk about some random shit i have the lonelies
765," again,  my oldest,  only friend.",again my old only friend
775,"When I meditated and was healthy, i was much happier and contented...when I had my stroke in the 90's, less so. With my maladies and  burnout last decade, even more less so. The  was pervasive. Discovering this technique gave me some emotional control back...  pic.twitter.com/YS6sWOvlr3",when i meditate and be healthy i be much happy and contentedwhen i have my stroke in the s le so with my malady and burnout last decade even more less so the be pervasive discovering this technique give me some emotional control back
776,??????????   i can't wait for the bridge to eventually collapse so i don't need to jump off myself. ????   pic.twitter.com/lMO6Tds2He,i cant wait for the bridge to eventually collapse so i dont need to jump off myself
777,Days are really hard. Some of them are excruciating. Sometimes I cant see the end.,day be really hard some of them be excruciate sometimes i cant see the end
781,I don't know what leads more to  and  Getting invalidated or getting ignored with crying for help with .,i dont know what lead more to and get invalidate or get ignore with cry for help with
782,Today has not turned out to be a good day.     pic.twitter.com/jCG6EZ14Ea,today have not turn out to be a good day
804,Lost my job 3 1/2 months ago. Broke my back 2 weeks later.. bank account laughs when I need to pay bills or buy food..    Ill keep fighting this up hill battle till I cant but I need a vacation to reboot or find life!,lose my job 2 month ago break my back week later bank account laugh when i need to pay bill or buy food ill keep fight this up hill battle till i cant but i need a vacation to reboot or find life
808,"10:48   Would it be considered getting dressed if I put on a bra and jeans? I could remove the robe too... brush my hair?  Mood low, so it was a temporary elevation. I wish I could have enjoyed it.   ",48 would it be consider get dress if i put on a bra and jean i could remove the robe too brush my hair mood low so it be a temporary elevation i wish i could have enjoy it
809,"Hope is beginning to leave my body, one step at a time.  ",hope be begin to leave my body one step at a time
815,gelo.. abis baca ini.. sedih jg yaahh..   it's a very familiar sad feeling and i don't want to be this kind of mother but sometimes i can't help but feel like i'm falling into an inescapable toxic cycle..  i just.. want to cry.. ????    pic.twitter.com/ViQTrHoVRb,gelo abis baca ini sedih jg yaahh it a very familiar sad feeling and i dont want to be this kind of mother but sometimes i cant help but feel like im fall into an inescapable toxic cycle i just want to cry
816,"Ever reach a point in your life when you realize you'll be broke in a couple years, and you just feel like IF MY BIG BREAK IS COMING, PLEASE LET IT BE NOW?   ",ever reach a point in your life when you realize youll be break in a couple year and you just feel like if my big break be come please let it be now
817,Nobody cares in real life and nobody cares here. I'm gonna stop sharing my nightmares to people who are more worried about likes than actually helping a person out.,nobody care in real life and nobody care here im gonna stop share my nightmare to people who be more worried about like than actually help a person out
818,"You look tired, and a bit too quiet.... is it the silence of hopelessness ?   ",you look tired and a bit too quiet be it the silence of hopelessness
820,"?????????? 10 ???????? ??????????, ???????? ??????, ??????! how can I understand that shit??? why is that so fast? ????  ",how can i understand that shit why be that so fast
825,Headed home from Dallas to bury my dog that we've had for 15 years...    ????????????????,head home from dallas to bury my dog that weve have for year
827,Getting ready for night shift tnite!!,get ready for night shift tnite
828,So the guy I likepretend to liked me*sigh*hating life a lot I feel like I'll never be happy again,so the guy i likepretend to like mesighhating life a lot i feel like ill never be happy again
830,365/365? Another step closer towards death.,365 another step closer towards death
831,No I'm not  for my life.,no im not for my life
832,"Being back in my hometown, such little time I get for myself to be  as I truely am. Feel so choked by pretending I'm okay.",be back in my hometown such little time i get for myself to be a i truely be feel so choke by pretend im okay
833,Maybe the reason I get so  in February is the rebound from the,maybe the reason i get so in february be the rebound from the
834,Going through  are like going through .,go through be like go through
835,People are so thankful for their life around . I get  because I don't feel anything.,people be so thankful for their life around i get because i dont feel anything
836,"Hope 2016 is a better year for me, 2015 wasn't good. Hope things can go right in my life. ",hope be a good year for me wasnt good hope thing can go right in my life
838,"Thought about  more than once over the holidays, all I seem 2 be doin is drink  & stay in bed ",think about more than once over the holiday all i seem be doin be drink stay in bed
839,Working New Years Eve ????????,work new year eve
842,"I am going to try and get some sleep. Not sure if i will be on tomorrow, ",i be go to try and get some sleep not sure if i will be on tomorrow
844,Looks like it's one of those cry yourself to sleep nights...,look like it one of those cry yourself to sleep night
845,When you're up $80-$90 and lose it all because you just can't stop<<<<<<<<,when youre up 8090 and lose it all because you just cant stop
846,It's funny at night I hate sleeping but sleeping helps I just feel so dead now is there an explanation to this feeling?,it funny at night i hate sleep but sleep help i just feel so dead now be there an explanation to this feeling
848,I thought when your in relationships with someone they are suppose to help build you up not tear you down,i think when your in relationship with someone they be suppose to help build you up not tear you down
849,really wanting to end my life right about now.,really want to end my life right about now
850,"It's really so sad, these stories about shootings. Makes me feel so  trying to keep my head up and not crash down again. Z",it really so sad these story about shooting make me feel so try to keep my head up and not crash down again z
852,I've just ate 5 bags of sweets. WHAT IS LIFE,ive just ate bag of sweet what be life
859,I guess it's because I'm not feeling well that I feel so low.  Throat is starting to flare and I can't cope with it right now.,i guess it because im not feel well that i feel so low throat be start to flare and i cant cope with it right now
860,", , ,.. Stfu You're only 15 You just started your life",stfu youre only you just start your life
863,Omg doorbell ring and I thought it was himI hate anxiety attacks,omg doorbell ring and i think it be himi hate anxiety attack
864,I don't remember the last time I've cried this much from being sick.    ????????,i dont remember the last time ive cry this much from be sick
865,It really needs to start snowing,it really need to start snow
866,No more scioly for the rest of the year,no more scioly for the rest of the year
867,when u want bae to be bae but he caps ur relationship at fam,when You want bae to be bae but he cap ur relationship at fam
868,I'll just stay in bed today,ill just stay in bed today
869,Feeling very very lazy to pack :( I don't want to go home just yet !!   ????,feel very very lazy to pack i dont want to go home just yet
870,"I don't want to be here anymore, and nobody would care if i did go, so why am I still here?   ",i dont want to be here anymore and nobody would care if i do go so why be i still here
871,So far he stop texting meafter I said somethingso hopefully he doesn't show up at my house,so far he stop texting meafter i say somethingso hopefully he doesnt show up at my house
876,Working on the day before new eve's day... Oh how I miss my childhood and those long christmas/new years breaks...,work on the day before new eve day oh how i miss my childhood and those long christmasnew year break
877,Crying once againI have something repeating in my head over and overI'm crying,cry once againi have something repeating in my head over and overim cry
880,My night was amazing and awesome than it turned to shit really quickly,my night be amaze and awesome than it turn to shit really quickly
881,"Sleeping for 12+ hours at a time, and fantasizing about ways to kill myself. ",sleep for hour at a time and fantasize about way to kill myself
883,When you feel like you have no friends at work anymore    out,when you feel like you have no friend at work anymore out
884,Headaches suck after crying so muchbut he finally texted me????,headache suck after cry so muchbut he finally texted me
885,I feel like he lost interest in me he doesn't text me backcrying suckswhen he saw your story on snapchat,i feel like he lose interest in me he doesnt text me backcrying suckswhen he saw your story on snapchat
888,Why do you cut your ankle? It's easier to hide and I can't handle people finding out they'll pretend to care and hurt me again,why do you cut your ankle it easy to hide and i cant handle people find out theyll pretend to care and hurt me again
889,"they don't see me when I'm crying running a blade down my ankle, maybe then they'd think twice before they said what they said ",they dont see me when im cry run a blade down my ankle maybe then theyd think twice before they say what they say
890,Balling my eyes out because I only have 3 days left with Zachary and I work....????,ball my eye out because i only have day leave with zachary and i work
891,*sigh* ???? I haven't cried so muchI'm in so much pain,sigh i havent cry so muchim in so much pain
893,That moment when you get blindsided by something you wasn't expecting & now in a state of total disappointment & heartache....,that moment when you get blindside by something you wasnt expect now in a state of total disappointment heartache
896,"If I could, I would stay in bed until next Monday. ",if i could i would stay in bed until next monday
897,Cant wear makeup for a while ????,cant wear makeup for a while
898,Why did I just read through my old DMs. Fml,why do i just read through my old dm My Life Sucks
899,Victoria secret has a sale but my wallet is dry af'????,victoria secret have a sale but my wallet be dry af
904,I'm in desperate need of a good hug and a hot cup of coffee. I have no one here to hug me right now and no coffee maker at all.,im in desperate need of a good hug and a hot cup of coffee i have no one here to hug me right now and no coffee maker at all
905,I am so damned sick of the near-zero degree temperatures we've had since Xmas eve. I just want to be warm again...,i be so damned sick of the nearzero degree temperature weve have since xmas eve i just want to be warm again
908,Been kicked to the kerb by a big company yet again in my quest 4 a decent job,be kick to the kerb by a big company yet again in my quest a decent job
909,I decided to get fat over the holidays from thanksgiving to New Years. This is my last week of pigging out,i decide to get fat over the holiday from thanksgiving to new year this be my last week of pig out
911,Not having a good week,not have a good week
912,"You promised you wouldn't leave, lie or hurt me. . .  But now I'm stuck being all alone, waiting for you to need me again. . .   ",you promise you wouldnt leave lie or hurt me but now im stuck be all alone wait for you to need me again
913,"Guys, I have nothing to live for. I am tired of living here. Even my friends couldn't cheer me up.   ",guy i have nothing to live for i be tire of living here even my friend couldnt cheer me up
914,What should i do with my life...so many things that i should do but so many things i dont wanna be doing,what should i do with my lifeso many thing that i should do but so many thing i dont wanna be do
915,I'm the most  person whn i am at home i guess..cuz thn u huv enough time to think abt all the nonsense!!,im the most person whn i be at home i guesscuz thn You huv enough time to think abt all the nonsense
922,Why do people have a constant desire to talk to me? Can't y'all just leave me alone to be miserable and wallow in self loathing?,why do people have a constant desire to talk to me cant yall just leave me alone to be miserable and wallow in self loathing
923,It's my 21st today. And about 3% people actually give a damn.,it my st today and about people actually give a damn
927,Crying so muchI fuck up he's just reading my messages,cry so muchi fuck up he just read my message
934,Don't know why I feel so  today. :/,dont know why i feel so today
935,This night went to hellcan't I ever shut up,this night go to hellcant i ever shut up
948,I guess I hurt everyoneI guess I'm just fucking liari can't take it anymore,i guess i hurt everyonei guess im just fuck liari cant take it anymore
950,I hate my lifeit never going get betterdepression is hellI feel no one understand meI only understand myself,i hate my lifeit never go get betterdepression be helli feel no one understand mei only understand myself
951,Why don't people listen?,why dont people listen
953,These overwhelming emotions are too much,these overwhelming emotion be too much
962,Achieved none of things I'd planned to do over holiday period. Can't get motivated & to be honest don't see the point.,achieve none of thing id plan to do over holiday period cant get motivate to be honest dont see the point
963,Weighing myself after the holidays was a terrible idea,weigh myself after the holiday be a terrible idea
964,????When your days are grey and he gets the best of you.....even when you don't want to. ????,when your day be grey and he get the best of youeven when you dont want to
965,2AM where do i begin? crying off my face again.,be where do i begin cry off my face again
967,I wish the best to those dealing w/ an internal struggle like mine. I know how hard it can hit at times.Depression hurts.,i wish the best to those deal w an internal struggle like mine i know how hard it can hit at timesdepression hurt
968,I'm not doing so good????I keep overthinking    pic.twitter.com/EHOToC0XWD,im not do so goodi keep overthinking
970,I feel so fucking alone tonight I just don't even care about living right now.,i feel so fuck alone tonight i just dont even care about live right now
971,How many times I went through Hell? I can't remember ???????? cause I've been there to many times,how many time i go through hell i cant remember cause ive be there to many time
977,If my life is goin to continue bein this boring then am definitely not ready for 2017 ,if my life be goin to continue bein this boring then be definitely not ready for
978,I get to spend New Year's home again alone and lonely. ??? ,i get to spend new year home again alone and lonely
982,I really feel lk crying right now   ,i really feel lk cry right now
984,"Sigh ??? another year coming to a close. For the first time in a while, I want to be alone.  (1/2)",sigh another year come to a close for the first time in a while i want to be alone 12
987,Honestly I could use someone to talk to....,honestly i could use someone to talk to
988,Anyone got kik? I need someone to talk too   ,anyone get kik i need someone to talk too
989,Can't sleep..got so much on my mind ,cant sleepgot so much on my mind
990,I spent hundreds of dollars on makeup online to cover my ugly face ;-;   ,i spend hundred of dollar on makeup online to cover my ugly face
992,Not only have I posted a blog post daily for 2 months I've also filmed and uploaded a daily vlog whilst being severely  ,not only have i post a blog post daily for month ive also film and upload a daily vlog whilst be severely
993,"Wish I was one of those girls that has a dad that would do anything for them, not a jerk of a sperm donor ",wish i be one of those girl that have a dad that would do anything for them not a jerk of a sperm donor
995,stage of my  when everything loosing meaning but i dont think i am ,stage of my when everything loose mean but i dont think i be
996,I've literally been in the bed all day. ,ive literally be in the bed all day
998,Forgot my cheese cake at work ,forget my cheese cake at work
999,I have to pick up all the pieces of my heart & dignity! All over again .. by myself .. that's so pathetic & humiliating .. ????¤§ ,i have to pick up all the piece of my heart dignity all over again by myself thats so pathetic humiliating
1003,One thing that always makes me sad is when I think about my life too much. The key is to keep myself distracted!  ,one thing that always make me sad be when i think about my life too much the key be to keep myself distracted
1004,I can be so emotional... Way too emotional! ,i can be so emotional way too emotional
1009,Visited with my ex tonight. Not good.  ,visit with my ex tonight not good
1012,Can't for one moment think why I've never had a girlfriend. ???    pic.twitter.com/GkMrIhR6LI,cant for one moment think why ive never have a girlfriend
1014,if I could I would feel nothing that's the truth and I don't care. the world is cold and life's not fair.   ,if i could i would feel nothing thats the truth and i dont care the world be cold and lifes not fair
1020,"Omfgoodness! I have gained soooooooooo much weight, it is on like donkey Kong! ",omfgoodness i have gain soooooooooo much weight it be on like donkey kong
1023,Just want to stay in bed all day... ,just want to stay in bed all day
1028,I shouldnt let it bother me but it does. I hate nights like this when my thoughts wont leave me in peace.  ,i shouldnt let it bother me but it do i hate night like this when my thought wont leave me in peace
1030,I don't know why these whole things are happening to me. I feel so  and . I don't know what to say to my parents too. ,i dont know why these whole thing be happen to me i feel so and i dont know what to say to my parent too
1032,Maybe I won't see 2017. I don't know.   ,maybe i wont see i dont know
1033,Having a day where I hate myself for not perusing art stuff harder & being too sad to do anything about that.  ,have a day where i hate myself for not peruse art stuff harder be too sad to do anything about that
1034,I am the blue ball.     pic.twitter.com/Cy0nFtBk1I,i be the blue ball
1038,"If Russia, Saudia or Iran wants to use an extra man to die for them in any battlefield anywhere in the world would happily join, ",if russia saudia or iran want to use an extra man to die for them in any battlefield anywhere in the world would happily join
1047,"Reading tweets about someone's death makes me think I'll die someday, maybe soon, who knows... ",read tweet about someone death make me think ill die someday maybe soon who know
1056,I'm falling apart and no one cares   pic.twitter.com/2APJu6tKV0,im fall apart and no one care
1061,I can tell by the end of the night I'm gonna cut my arm  ,i can tell by the end of the night im gonna cut my arm
1063,It's only 7:20pm and I'm off my tits on alcohol   ,it only 20pm and im off my tit on alcohol
1069,Is it bad I'm thinking bout saying fucc work and Gettin Drunk aGain ,be it bad im think bout say fucc work and gettin drunk again
1070,Found out something today apparently im a bad person???? ,find out something today apparently im a bad person
1071,"I would never kill myself, but I don't think I would do anything to stop death from coming ",i would never kill myself but i dont think i would do anything to stop death from come
1075,"How do you put your heart and souls into something for 5+ years, and get treated like you don't exist there? ",how do you put your heart and souls into something for year and get treat like you dont exist there
1077,Wounds and scars look beautiful on my body ...   ,wound and scar look beautiful on my body
1080,Really feel like shouting and throw things. I'm just so vexed.  ,really feel like shout and throw thing im just so vexed
1081,Only the insecure withhold praise of another's achievements     ,only the insecure withhold praise of anothers achievement
1082,"I'm always uncomfortable, especially now that I've picked up so much weight.  I'm the heaviest I've ever been in my life.  .",im always uncomfortable especially now that ive pick up so much weight im the heavy ive ever be in my life
1093,Talking about my sexuality like its a wildfire. ,talk about my sexuality like it a wildfire
1095,.  I really don't want to interact with anyone in person  today.,i really dont want to interact with anyone in person today
1096,Biggest regret till now -  Ageing beyond teens!  ,big regret till now age beyond teen
1104,Need to get out of this godforsaken place  ,need to get out of this godforsaken place
1105,I feel like I'm waiting for something that isn't going happen.    pic.twitter.com/duO3xqIPNE,i feel like im wait for something that isnt go happen
1106,one sec ur  and the other ur ,one sec ur and the other ur
1110,When your scares get re opened an its like pooring salt in them. I hate this feeling. All the pain im in again ,when your scare get re open an it like pooring salt in them i hate this feeling all the pain im in again
1111,everything is coming back to me all of a sudden. This ... is not a good feeling at all   ,everything be come back to me all of a sudden this be not a good feeling at all
1112,"Had to listen to someone tell me how wonderful his Christmas was, dinner, games, etc. Then he asked about mine. ",have to listen to someone tell me how wonderful his christmas be dinner game etc then he ask about mine
1114,"Over the past 2 days I've drank 27 bottles of beer, 2 pints of cider and half a bottle of prosecco.  ",over the past day ive drank bottle of beer pint of cider and half a bottle of prosecco
1117,Ive no one to talk to at this hour.  ,ive no one to talk to at this hour
1123,I don't know why but I'm suddenly very  ????,i dont know why but im suddenly very
1124,"Gutted ,my slipped disk decided to come back last night,led in bed on Christmas Day while my family having fun downstairs  ",gutted my slipped disk decide to come back last nightled in bed on christmas day while my family have fun downstairs
1125,I dont usually feel much...but when i do...it sucks so much   ,i dont usually feel muchbut when i doit suck so much
1126,Back to the same stage where I was once in the month of May-June!   I wish I could delete year 2016 forever!,back to the same stage where i be once in the month of mayjune i wish i could delete year forever
1131,I wish I wasn't so emotionally all over the place. I feel bad 4 people who have 2 deal with me. I'm such a fuck up... ???£  ,i wish i wasnt so emotionally all over the place i feel bad people who have deal with me im such a fuck up
1136,I've had 18 beers today and I'm going to have more. It's gonna be a long day  ,ive have beer today and im go to have more it gonna be a long day
1141,I'm on my 14th or 15th beer now. God I'm so alone please let me die. â?¹??«  ,im on my th or th beer now god im so alone please let me die
1144,Really thinking about killing myself now   ,really think about kill myself now
1145,Realized that not ever having children has made me .,realize that not ever have child have make me
1147,"I know I sound like ,  hot mess. But I just don't know I am related to such mean .",i know i sound like hot mess but i just dont know i be relate to such mean
1155,I dont know how many beers I've had and I dont know how many more im going to have all I know is im getting drunk  ,i dont know how many beer ive have and i dont know how many more im go to have all i know be im get drunk
1157,"How can someone be happy at xmas, when you can't be with the ones you love?   ",how can someone be happy at xmas when you cant be with the one you love
1167,"When I was a little boy, I never dreamed I'd end up like this.  .",when i be a little boy i never dream id end up like this
1169,I think my habit of reading  with morning  is the root cause of the  feeling throughout the day! specially in 2016,i think my habit of read with morning be the root cause of the feeling throughout the day specially in
1171,very depressed rn... just got done crying my eyes out again:/ but feeling very masculine rn...    pic.twitter.com/nLb1sEozuU,very depressed rn just get do cry my eye out againbut feel very masculine rn
1174,It's time like this that the lord is testing me and I just want give up. Just kill me now!   ,it time like this that the lord be test me and i just want give up just kill me now
1176,I cant wait to disappear and get forgotten.??? ,i cant wait to disappear and get forgotten
1177,I'm  the same way the Jews were depressed right before they LEFT  !!!,im the same way the jew be depress right before they leave
1179,Woke up feeling  AF. Okay. Guess that's how today is gonna be.,wake up feel af okay guess thats how today be gonna be
1180,How come I see no value in my own life...?  It feels like I was born this way; seeing no self values.,how come i see no value in my own life it feel like i be bear this way see no self value
1181,My sister is having an emotional breakdown about aging and death. Something she didn't take me seriously about a few months ago ,my sister be have an emotional breakdown about age and death something she didnt take me seriously about a few month ago
1183,How would you feel if your parents were to argue each and every single day?  ,how would you feel if your parent be to argue each and every single day
1185,One step forward multiple steps back. Still no idea what I can do about it. ,one step forward multiple step back still no idea what i can do about it
1186,Applied to 5 universities already. Now I need my Fasfa and scholarship letters ,apply to university already now i need my fasfa and scholarship letter
1193,My best friend died 10 years ago on this day in a car crash. Y after 10 years is it still killing me. Literally torn up Need HELP ,my best friend die year ago on this day in a car crash y after year be it still kill me literally tear up need help
1195,Being extremely  over my other half agreeing to divorce instead of coming to peace then someone asks if I'm okay....  pic.twitter.com/fgpQKQwhYw,be extremely over my other half agree to divorce instead of come to peace then someone ask if im okay
1200,ok im running out of steam because god im feeling so  this morning,ok im run out of steam because god im feel so this morning
1201,Thank god the last presentation is over! â tomorrow is our last day at uni this year. We really need a few days off.  ,thank god the last presentation be over tomorrow be our last day at uni this year we really need a few day off
1206,Have u ever felt so  u feel like u have to throw up 24/7 ????,have You ever felt so You feel like You have to throw up 7
1209,I feel so   and a tad  but I'm afraid to call a friend :(,i feel so and a tad but im afraid to call a friend
1214,Everyday I can't wait to sleep ,everyday i cant wait to sleep
1218,"Why am i so  today,  everywhere!",why be i so today everywhere
1219,"This day ended poorly. i ended up calling Sally a ""royal pain in the ass"" which I don't seem to think is very bad. Whatever tho ",this day end poorly i end up call sally a royal pain in the as which i dont seem to think be very bad whatever tho
1221,Why must my mother marry this man  ,why must my mother marry this man
1223,It's lke everyone around me is feeling all festive and there me like all  and with me  lkke sky high not feeling festive,it lke everyone around me be feel all festive and there me like all and with me lkke sky high not feel festive
1225,"I'm , , Crying, and just feeling fucking Lousy today. I need a friend today to Perk me up. Hopefully. or least lend a ear.",im cry and just feel fuck lousy today i need a friend today to perk me up hopefully or least lend a ear
1228,Goodnight everyone hope you had a good day!   and everything between,goodnight everyone hope you have a good day and everything between
1229,Today is probably one of the worst days of my life and idk what to do  ,today be probably one of the bad day of my life and idk what to do
1230,I don't have any gifs to suit my mood for once  ,i dont have any gifs to suit my mood for once
1232,"Ppl think it's just so easy to change your whole life, but it's not. Ugh, money ",ppl think it just so easy to change your whole life but it not ugh money
1233,"Using one of my favorite movies of all time to express my feelings is sometimes...more just validation than healing, I suppose.   pic.twitter.com/HzUFRLMgKC",use one of my favorite movie of all time to express my feeling be sometimesmore just validation than heal i suppose
1234,My kids really spending Christmas without me lmao I'm liable to hop on a flight ,my kid really spend christmas without me Laughing im liable to hop on a flight
1235,"Why the fuck am I hanging on this long, why don't I just kill myself? Oh yeah because I still have false hope.  ",why the fuck be i hang on this long why dont i just kill myself oh yeah because i still have false hope
1250,"I would do one of the friends of 2016 lists, only problem is I need friends to make that  ",i would do one of the friend of list only problem be i need friend to make that
1252,Youve lost weight howd you do it?  Depression fueled apathy toward food and life in general.  I havent tried that yet! ??? ,youve lose weight howd you do it depression fuel apathy toward food and life in general i havent try that yet
1253,Fighting with exboyfriend-  Me: I need space.  Him: Maybe if you didn't take so many meds... Me: hahahahahaha   ,fight with exboyfriend me i need space him maybe if you didnt take so many med me hahahahahaha
1254,"Current mood: Jealous of bears... or Snow White... or Rumplestiltsken. I just want to sleep for a few months, ok?  ",current mood jealous of bear or snow white or rumplestiltsken i just want to sleep for a few month ok
1255,"Makeup on, comfy yet nice looking jeans and top on. Ok, we can do this.   ",makeup on comfy yet nice look jean and top on ok we can do this
1256,My 10 days off work is almost over and Iâve spent probably about 70% of it in bed.  Thank you ,my day off work be almost over and ive spent probably about of it in bed thank you
1257,*waves white flag* I completely got up on the bottom side of the bed. I'm trying to do everything to feel better.  ,wave white flag i completely get up on the bottom side of the bed im try to do everything to feel well
1260,As a child I was scared of monsters beneath the bed. Now that I'm older I realize the monster Is me.   ,a a child i be scar of monster beneath the bed now that im old i realize the monster be me
1263,"I'm okay.  , Thank you for staying when everyone else left.",im okay thank you for stay when everyone else leave
1268,"âI couldnât be with people and I didnât want to be alone."" ",i couldnt be with people and i didnt want to be alone
1269,"On this day of resolutions and celebration, thinking kind thoughts for everyone fighting ",on this day of resolution and celebration thinking kind thought for everyone fighting
1270,Determined to cut the string but have no scissors or knife and I'm  too weak to break it.    pic.twitter.com/bPkMtyrl3t,determine to cut the string but have no scissors or knife and im too weak to break it
1271,Yes I have  but I refuse to give up I'm going to keep fighting,yes i have but i refuse to give up im go to keep fighting
1272,"Live a normal life and have friends and go out and have fun, believe me. But my    etc all stop that. Not by choice???¢",live a normal life and have friend and go out and have fun believe me but my etc all stop that not by choice
1274,A few hours till 2017... If you told me i would still be here 4 years ago i would have never believed you. ,a few hour till if you tell me i would still be here year ago i would have never believe you
1275,Starting to feel really anxious and sad and empty. ,start to feel really anxious and sad and empty
1276,Fuck fuck fuck fuck    pic.twitter.com/1euSw97Anz,fuck fuck fuck fuck
1278,An hour and 35 minutes till 2017 come. I'm still depressed and hopeless. Feel really shitty.  ,an hour and minute till come im still depress and hopeless feel really shitty
1279,I know  can't just go and my  will always rear it's ugly head. But I need to get better.,i know cant just go and my will always rear it ugly head but i need to get good
1286,30 mins apart. In the second pic I have managed to get my mask on before I left to celebrate new years.   pic.twitter.com/vwwWtD7vMk,min apart in the second pic i have manage to get my mask on before i leave to celebrate new year
1288,"Only difference being that now I hurt more than so, because  led me to vertebral, sacral, radial fractures. GG N1 2016.",only difference be that now i hurt more than so because lead me to vertebral sacral radial fracture Good Game n1
1289,Any suggestions for helping recurring ?  pic.twitter.com/wmHXU2rJCs,any suggestion for help recur
1291,"Yes brain. This gloomy, sad, turbulent, low energy feeling is a sign of my certain death. Now is the time to get worried. ",yes brain this gloomy sad turbulent low energy feeling be a sign of my certain death now be the time to get worried
1292,"âI didnât want to wake up. I was having a much better time asleep. And thatâs really sad."" ",i didnt want to wake up i be have a much good time asleep and thats really sad
1293,Forgot to take my SSRI yesterday. Didn't notice it that I didn't take the meds. Let's see what side-effects the day brings ,forgot to take my ssri yesterday didnt notice it that i didnt take the med let see what sideeffects the day bring
1296,Trying my best to function as a normal human being. Feeling like a zombie.  ,try my best to function a a normal human be feel like a zombie
1297,I need to get to a place where I can separate my disconnects from reality. So far the drugs aren't helping much.  ,i need to get to a place where i can separate my disconnect from reality so far the drug arent help much
1298,I'm feeling a little down.. Time for bed.   ,im feel a little down time for bed
1299,Sadness overcomes. Darkness beats light. Numbness is relief.  ,sadness overcomes darkness beat light numbness be relief
1303,This loneliness is a black hole in which I cannot seem to escape... ,this loneliness be a black hole in which i cannot seem to escape
1304,When the thing you cut with goes dull so you only get 3 good cuts in and the rest are just fails. Just fabulous! :/  ,when the thing you cut with go dull so you only get good cut in and the rest be just fails just fabulous
1308,38. I've realised you shouldn't be ashamed to admit you suffer from  and it's best out in the open ,ive realise you shouldnt be ashamed to admit you suffer from and it best out in the open
1309,Those days when you wish a hole would open beneath you and swallow you whole so your brain will shut the hell up ,those day when you wish a hole would open beneath you and swallow you whole so your brain will shut the hell up
1310,And the big black dog sat beside me and reminded me about ALL the pain and how chronic pain works4 whole year ahead    pic.twitter.com/6rUeGHan9B,and the big black dog sit beside me and remind me about all the pain and how chronic pain works4 whole year ahead
1311,Always forget about  especially lately after suffering with  and trying to get better. Also I prefer ,always forget about especially lately after suffer with and try to get good also i prefer
1312,Wanting to be skin   ???­ pic.twitter.com/gzeDkX0Z71,want to be skin
1316,Always that shit! I'm going to be single like 4 ever   pic.twitter.com/PWlkFOYPrK,always that shit im go to be single like ever
1317,I'm screaming in the inside and I don't know how to make it stop   pic.twitter.com/q1rzFILkWE,im scream in the inside and i dont know how to make it stop
1320,I just want someone to look at me and be proud...I want to feel loved again...,i just want someone to look at me and be proudi want to feel loved again
1322,Have realized much of this  is grief over things not being the way want them to be. Social media tears at wounds so hard to heal.,have realize much of this be grief over thing not be the way want them to be social medium tear at wound so hard to heal
1324,The incredible Dr. David Feifel and I. Wouldn't be alive if it wasn't for this man! Such an amazing person!    pic.twitter.com/UW3p1yD9EZ,the incredible dr david feifel and i wouldnt be alive if it wasnt for this man such an amazing person
1325,"Hate having , feels like I'm on an out of control roller coaster! ???­ Keep being told 'snap out of it' - If only it was that easy!",hate have feel like im on an out of control roller coaster keep be tell snap out of it if only it be that easy
1330,"With all of this unnessary  family drama, I feel like moving far away and starting over again. From one thing to another I just feel . Hope I get through this",with all of this unnessary family drama i feel like move far away and start over again from one thing to another i just feel hope i get through this
1335,"I feel so sad because i can't be happy, and that makes me more unhappy  ",i feel so sad because i cant be happy and that make me more unhappy
1336,I went to church with my mom and a huge chunk of the sermon was basically if youre  its because your faith is weak and ... this is why I dont go to church or tell my mom Im on antidepressants ???????,i go to church with my mom and a huge chunk of the sermon be basically if youre it because your faith be weak and this be why i dont go to church or tell my mom im on antidepressant
1337,No love here....    pic.twitter.com/FuvBXIPRnu,no love here
1338,I see so many people moving forward with their life and doing great things and here I am doing absolutely nothing????????    pic.twitter.com/yiiq7LQqk7,i see so many people move forward with their life and do great thing and here i be do absolutely nothing
1341,So Im trying to help myself. To understand my depression. Im reading a book named The Chimp Paradox. Amazing book but Ive a lot of therapy to do ?? Brain training. Ill get happy.,so im try to help myself to understand my depression im read a book name the chimp paradox amazing book but ive a lot of therapy to do brain training ill get happy
1342,i just need for someone to rub my head tonight ...,i just need for someone to rub my head tonight
