tweet,automated_readability_index,coleman_liau_index,flesch_kincaid_grade_level,flesch_reading_ease,gulpease_index,gunning_fog_index,lix,smog_index,wiener_sachtextformel,n_chars,n_long_words,n_monosyllable_words,n_polysyllable_words,n_sents,n_syllables,n_unique_words,n_words,sent_neg,sent_neu,sent_pos,sent_compound,economic_stress_total,isolation_total,substance_use_total,guns_total,domestic_stress_total,suicidality_total,punctuation
enjoy cuti cuti,0.4800000000000004,-0.1838763333333322,1.3133333333333361,90.99000000000002,145.66666666666666,1.2000000000000002,3.0,3.1291,-2.5534000000000003,13,0,2,0,1,4,2,3,0.0,0.385,0.615,0.4939,0,0,0,0,0,0,0.0
lakers player test positive try figure,7.475000000000001,11.607163166666673,6.416666666666668,59.745000000000005,84.0,9.066666666666668,22.666666666666668,8.841846274778883,3.8798666666666675,33,1,3,1,1,10,6,6,0.0,0.581,0.419,0.5574,0,0,0,0,0,0,0.0
need cover cost uninsured amp underinsured people right nownot bill either get sic,10.431538461538462,13.583987538461542,5.818461538461538,76.50153846153847,58.230769230769226,11.353846153846156,28.384615384615387,11.20814326018867,3.755523076923078,70,2,10,2,1,18,13,13,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
yall dirty mf bring home miami amp increase hr,1.468,3.583901800000003,1.2900000000000027,103.62500000000001,81.0,4.0,20.0,3.1291,-0.8489999999999998,38,1,9,0,1,11,10,10,0.238,0.574,0.189,-0.1531,0,0,0,0,0,0,0.0
nasty flu go round december early jan tell bare ppl sick includ,4.98,7.212943666666668,2.8566666666666656,95.95500000000001,70.66666666666666,4.800000000000001,20.333333333333336,3.1291,-0.5127666666666664,52,1,10,0,1,14,12,12,0.514,0.486,0.0,-0.8591,0,0,0,0,0,0,0.0
put post fb wall ask happen rain increase reduce severi,5.236000000000001,8.287782600000003,3.650000000000002,86.70500000000001,73.0,4.0,20.0,3.1291,-0.19499999999999984,46,1,7,0,1,13,10,10,0.0,0.796,0.204,0.3182,0,0,0,0,0,0,0.0
turned capitalist talk uk government pay wage employee unable work due pandemic month chancellor announce,14.643999999999998,17.89780673333334,12.286666666666669,33.690000000000026,48.333333333333336,19.333333333333336,55.0,15.903189008614273,11.527000000000003,91,6,8,5,1,28,15,15,0.091,0.909,0.0,-0.1027,2,0,0,0,0,0,0.0
heard kd yall well get bottom shit As Soon As Possible,1.8399999999999999,3.2930430000000044,2.8566666666666656,95.95500000000001,77.33333333333334,4.800000000000001,20.333333333333336,3.1291,-0.5127666666666664,44,1,10,0,1,14,11,12,0.245,0.612,0.143,-0.3612,0,0,0,0,0,0,0.0
risk get bro,-4.229999999999997,-6.063727333333331,-2.6199999999999974,119.19000000000003,155.66666666666666,1.2000000000000002,3.0,3.1291,-3.6434,10,0,3,0,1,3,3,3,0.512,0.488,0.0,-0.2732,0,0,0,0,0,0,0.0
everyone come barista,9.899999999999999,11.575825666666674,1.3133333333333361,90.99000000000002,125.66666666666666,1.2000000000000002,69.66666666666667,3.1291,6.093266666666668,19,2,2,0,1,4,3,3,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
day rediscover farming,11.470000000000006,13.535776000000006,13.113333333333333,6.390000000000043,122.33333333333333,14.533333333333335,69.66666666666667,8.841846274778883,13.63326666666667,20,2,1,1,1,7,3,3,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
3dr illyas baloch consultant psychiatrist balochistan institute psychiatry amp behavioral science quetta counse,20.93846153846154,26.70057823076924,18.52615384615385,-14.60615384615383,35.92307692307692,23.661538461538463,66.84615384615384,17.122413403193683,16.4586,99,7,3,6,1,32,13,13,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
nearly dead sick million scar w,1.9800000000000004,4.747337000000002,0.5166666666666693,102.04500000000002,95.66666666666666,2.4000000000000004,22.666666666666668,3.1291,-0.43513333333333293,26,1,5,0,1,7,6,6,0.717,0.283,0.0,-0.8225,0,0,0,0,0,0,0.0
pure idiocy,3.120000000000001,-1.1951889999999956,-3.01,120.20500000000001,189.0,0.8,2.0,3.1291,-3.8106,10,0,2,0,1,2,2,2,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
big fat white nasty smelling fat bitch take motherfuckin schedule tri,9.332727272727272,13.046825909090916,2.6454545454545446,95.68818181818183,62.63636363636364,4.4,38.27272727272727,3.1291,1.8260181818181818,59,3,9,0,1,13,10,11,0.451,0.549,0.0,-0.8126,0,0,0,0,0,0,0.0
dear pm request sir staff nurse every day work,2.956666666666667,5.737758000000003,1.0311111111111124,103.70000000000002,80.11111111111111,3.6,20.11111111111111,3.1291,-0.8357555555555556,38,1,8,0,1,10,9,9,0.0,0.755,0.245,0.3818,0,0,0,0,0,0,0.0
glow outside glowing inside,8.829999999999998,12.081482000000001,6.620000000000001,54.72500000000002,104.0,1.6,54.0,3.1291,5.4613000000000005,24,2,1,0,1,7,4,4,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
sincerely hope sir rt help youanyone look farm hand east yorkshire bestampkeep well,10.793846153846154,14.03628376923077,5.818461538461538,76.50153846153847,57.46153846153847,8.276923076923078,43.769230769230774,8.841846274778883,4.513984615384616,71,4,9,1,1,18,13,13,0.0,0.364,0.636,0.9186,0,0,0,0,0,0,0.0
anyone farm need help,1.7650000000000006,3.261705500000005,0.7199999999999989,97.025,119.0,1.6,4.0,3.1291,-2.6587,18,0,3,0,1,5,4,4,0.0,0.526,0.474,0.4019,0,0,0,0,0,0,0.0
nutshell affectees freely travel pakistan,15.924,21.792637400000004,5.240000000000002,66.40000000000003,75.0,10.0,65.0,8.841846274778883,9.651000000000002,37,3,3,1,1,8,5,5,0.0,0.58,0.42,0.4404,0,0,0,0,0,0,0.0
lady test positive coronathese confirm case cooperate health c,11.330000000000005,16.190826444444443,7.58666666666667,56.70000000000002,62.333333333333336,12.488888888888889,53.44444444444444,11.20814326018867,8.877577777777779,54,4,5,2,1,15,9,9,0.0,0.66,0.34,0.5574,0,0,0,0,0,0,0.0
golden word woman shaheen bagh ploy amit shah amp kejriwal remove u emerge q,6.765000000000001,8.54514835714286,5.041428571428572,83.85357142857143,65.42857142857143,8.457142857142857,28.285714285714285,8.841846274778883,2.1315142857142857,63,2,11,1,1,18,14,14,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
generation z want name folk love call everybody millennialsmillennials,15.516666666666666,21.417360666666674,14.142222222222223,9.700000000000017,53.44444444444445,12.488888888888889,42.333333333333336,11.20814326018867,7.073133333333335,62,3,6,2,1,20,9,9,0.0,0.522,0.478,0.6705,0,0,0,0,0,0,0.0
everyone seem due let lighten mood bit,3.6014285714285705,6.851760571428574,2.3114285714285714,90.95857142857145,86.14285714285714,2.8000000000000003,35.57142857142857,3.1291,1.6654000000000004,32,2,5,0,1,9,7,7,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
pollen go kill Before even get near as,0.8212499999999991,3.2852086250000028,2.280000000000001,92.965,87.75,3.2,8.0,3.1291,-1.9899000000000002,31,0,6,0,1,10,8,8,0.402,0.598,0.0,-0.6908,0,0,0,0,0,0,0.0
see good tiktoks best one first come across minute ago replay least time,6.80846153846154,9.061025230769232,3.0953846153846136,96.0246153846154,65.92307692307692,5.2,20.692307692307693,3.1291,-0.4706307692307692,60,1,11,0,1,15,13,13,0.0,0.608,0.392,0.7964,0,0,0,0,0,0,0.0
real tragedy hang everything overcome horrible pandemic country wo,13.42333333333334,18.80409355555556,6.2755555555555596,66.10000000000002,57.88888888888889,8.044444444444444,75.66666666666667,8.841846274778883,9.609800000000002,58,6,5,1,1,14,9,9,0.53,0.47,0.0,-0.836,0,0,0,0,0,0,0.0
government gonna contribute towards salary nah ting joke absolute madness,11.473636363636366,15.719485454545456,9.081818181818182,49.54272727272729,58.09090909090909,15.30909090909091,56.45454545454545,13.023866798666859,10.35329090909091,64,5,6,3,1,19,11,11,0.319,0.519,0.163,-0.2732,1,0,0,0,0,0,0.0
fear bangladesh prevails may allah protect people face deadly amin shafiqul islam molla,12.24307692307692,15.84546869230769,4.910769230769233,83.0092307692308,54.38461538461539,5.2,43.769230769230774,3.1291,3.0255230769230774,75,4,9,0,1,17,13,13,0.19,0.655,0.155,-0.1531,0,0,0,0,0,0,0.0
super excite hour least f right,1.9800000000000004,4.747337000000002,2.4833333333333343,87.94500000000001,95.66666666666666,2.4000000000000004,6.0,3.1291,-2.0518,26,0,4,0,1,8,6,6,0.0,0.3,0.7,0.7906,0,0,0,0,0,0,0.0
day rediscover farming,11.470000000000006,13.535776000000006,13.113333333333333,6.390000000000043,122.33333333333333,14.533333333333335,69.66666666666667,8.841846274778883,13.63326666666667,20,2,1,1,1,7,3,3,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
lose job due outbreaklooking work agriculture sector ideally farm hand similar dm fo,11.156153846153849,14.488579999999999,9.44923076923077,50.470769230769264,56.69230769230769,14.430769230769233,43.769230769230774,13.023866798666859,7.490907692307694,72,4,9,3,1,22,13,13,0.144,0.535,0.321,0.5106,1,0,0,0,0,0,0.0
need cover cost uninsured amp underinsured people right nownot bill either get sic,10.431538461538462,13.583987538461542,5.818461538461538,76.50153846153847,58.230769230769226,11.353846153846156,28.384615384615387,11.20814326018867,3.755523076923078,70,2,10,2,1,18,13,13,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
prove everything around u temporary thing live revolve around work gym mall movie,10.06923076923077,13.131691307692307,4.003076923076925,89.51692307692309,59.0,8.276923076923078,36.07692307692308,8.841846274778883,3.0132153846153846,69,3,11,1,1,16,12,13,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
much deadly,3.120000000000001,-1.1951889999999956,-3.01,120.20500000000001,189.0,0.8,2.0,3.1291,-3.8106,10,0,2,0,1,2,2,2,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
si leave may right,-1.7674999999999983,-1.1481827499999984,-2.2299999999999986,118.17500000000001,126.5,1.6,4.0,3.1291,-3.4762,15,0,4,0,1,4,4,4,0.286,0.714,0.0,-0.0516,0,0,0,0,0,0,0.0
big fat white nasty smelling fat bitch take motherfuckin schedule tri,9.332727272727272,13.046825909090916,2.6454545454545446,95.68818181818183,62.63636363636364,4.4,38.27272727272727,3.1291,1.8260181818181818,59,3,9,0,1,13,10,11,0.451,0.549,0.0,-0.8126,0,0,0,0,0,0,0.0
wish good health even outside please remember always safe clean dont forget monthly event check picture recent one,12.11578947368421,12.66015742105263,7.967368421052633,71.78157894736843,53.73684210526316,9.705263157894738,40.05263157894737,8.841846274778883,3.813378947368422,97,4,13,1,1,26,19,19,0.0,0.442,0.558,0.9211,0,0,0,0,0,0,0.0
dumb piece shit say happy quarantine ewwwww cant stand way rich people behave,7.4378571428571405,9.38512707142857,4.19857142857143,89.89642857142859,64.0,8.457142857142857,21.142857142857142,8.841846274778883,0.971514285714286,65,1,12,1,1,17,14,14,0.436,0.4,0.164,-0.7289,0,1,0,0,0,0,0.0
nasty flu go round december early jan tell bare ppl sick includ,4.98,7.212943666666668,2.8566666666666656,95.95500000000001,70.66666666666666,4.800000000000001,20.333333333333336,3.1291,-0.5127666666666664,52,1,10,0,1,14,12,12,0.514,0.486,0.0,-0.8591,0,0,0,0,0,0,0.0
get everyone lockdown aint,2.7360000000000007,5.329054600000006,2.8800000000000026,83.32000000000004,103.0,2.0,45.0,3.1291,3.187000000000001,23,2,3,0,1,7,5,5,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0.0
celebrity make sing videos top k case worldwide,6.120000000000001,9.900041000000005,0.8049999999999997,103.54,76.5,3.2,33.0,3.1291,0.8438499999999998,40,2,7,0,1,9,8,8,0.0,0.769,0.231,0.2023,0,0,0,0,0,0,0.0
story happen put career scam artist charge indispensable nation find h,9.760909090909092,13.581357818181822,6.936363636363637,64.9245454545455,61.72727272727273,8.036363636363637,20.090909090909093,8.841846274778883,1.8214727272727278,60,1,7,1,1,17,11,11,0.291,0.709,0.0,-0.5719,0,0,0,0,0,0,0.0
military personnel get sick keep confidential national security purposeswe sho,16.069000000000003,21.811439900000003,14.27,10.565000000000026,50.0,24.0,70.0,15.903189008614273,16.946,69,6,4,5,1,22,10,10,0.241,0.584,0.175,-0.2263,0,0,0,0,0,0,0.0
well nice phat one little mozart do surprise sleep one eye openis,5.765000000000001,8.192918833333334,2.8566666666666656,95.95500000000001,69.0,4.800000000000001,20.333333333333336,3.1291,-0.5127666666666664,54,1,10,0,1,14,11,12,0.0,0.572,0.428,0.6943,0,0,0,0,0,0,0.0
wait,-2.09,-21.868679999999998,-3.3999999999999986,121.22000000000003,349.0,0.4,1.0,3.1291,-3.9778000000000002,4,0,1,0,1,1,1,1,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
texas ny amp cali large state cuomo amp newsom aggressive knowing whats comein texas greg abbo,8.957647058823529,9.78278123529412,6.310588235294119,80.09764705882355,60.1764705882353,11.505882352941178,28.764705882352942,11.20814326018867,3.076811764705883,79,2,14,2,1,22,15,17,0.096,0.904,0.0,-0.1531,0,0,0,0,0,0,0.0
yall dirty mf bring home miami amp increase hr,1.468,3.583901800000003,1.2900000000000027,103.62500000000001,81.0,4.0,20.0,3.1291,-0.8489999999999998,38,1,9,0,1,11,10,10,0.238,0.574,0.189,-0.1531,0,0,0,0,0,0,0.0
pick one nitwits heshe cancel vote november democracy cruel,9.760000000000002,14.230876111111112,4.964444444444446,75.50000000000003,65.66666666666667,3.6,42.333333333333336,3.1291,3.136466666666667,51,3,5,0,1,13,9,9,0.453,0.547,0.0,-0.7003,0,0,0,0,0,0,0.0
crisis destroy englands myths form orderly queue look chaoitic supermarket stiff upper lip li,12.484285714285711,15.684967428571436,8.412857142857145,59.68214285714288,53.28571428571428,8.457142857142857,49.714285714285715,8.841846274778883,5.611514285714286,80,5,8,1,1,22,14,14,0.388,0.612,0.0,-0.8225,0,0,0,0,0,0,0.0
one million uninsured american get 35000 medical bill treatment,11.853333333333332,16.84414322222223,10.208888888888893,37.900000000000034,61.22222222222222,16.933333333333334,64.55555555555556,13.023866798666859,12.832022222222225,55,5,4,3,1,17,9,9,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
si leave may right,-1.7674999999999983,-1.1481827499999984,-2.2299999999999986,118.17500000000001,126.5,1.6,4.0,3.1291,-3.4762,15,0,4,0,1,4,4,4,0.286,0.714,0.0,-0.0516,0,0,0,0,0,0,0.0
mandatory screen airport thermal scan many come back china france london italy You,10.431538461538462,13.583987538461542,4.910769230769233,83.0092307692308,58.230769230769226,8.276923076923078,36.07692307692308,8.841846274778883,3.2647538461538463,70,3,10,1,1,17,13,13,0.0,0.902,0.098,0.0772,0,0,0,0,0,0,0.0
si leave may right,-1.7674999999999983,-1.1481827499999984,-2.2299999999999986,118.17500000000001,126.5,1.6,4.0,3.1291,-3.4762,15,0,4,0,1,4,4,4,0.286,0.714,0.0,-0.0516,0,0,0,0,0,0,0.0
si leave may right,-1.7674999999999983,-1.1481827499999984,-2.2299999999999986,118.17500000000001,126.5,1.6,4.0,3.1291,-3.4762,15,0,4,0,1,4,4,4,0.286,0.714,0.0,-0.0516,0,0,0,0,0,0,0.0
single news channel go dare broadcast news saudi arabia suspend friday prayer mecca,10.793846153846154,14.03628376923077,7.633846153846154,63.486153846153854,57.46153846153847,8.276923076923078,36.07692307692308,8.841846274778883,4.019369230769231,71,3,7,1,1,20,12,13,0.161,0.839,0.0,-0.3182,0,0,0,0,0,0,0.0
u outbreak expand crazy fast data beautiful case scary,7.143333333333334,10.964292222222227,4.964444444444446,75.50000000000003,71.22222222222223,8.044444444444444,31.22222222222222,8.841846274778883,3.4820222222222217,46,2,6,1,1,13,9,9,0.354,0.253,0.392,0.1531,0,0,0,0,0,0,0.0
kanika kapoor sings special song pm modi uks wembley stadium kapoor escape mandat,10.06923076923077,13.131691307692307,8.541538461538462,56.97846153846157,59.0,8.276923076923078,36.07692307692308,8.841846274778883,4.270907692307692,69,3,6,1,1,21,12,13,0.0,0.714,0.286,0.5267,0,0,0,0,0,0,0.0
correctly smoke bong everywhere coat bong,9.830000000000002,14.547088666666674,2.4833333333333343,87.94500000000001,79.0,2.4000000000000004,39.333333333333336,3.1291,2.2715333333333336,36,2,4,0,1,8,5,6,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0.0
give money buy bradn1196,5.297499999999999,7.6715937499999995,0.7199999999999989,97.025,111.5,1.6,29.0,3.1291,0.5838000000000001,21,1,3,0,1,5,4,4,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
proven indias big problem illiteracy stupidity literate people,14.951250000000002,20.924761625000002,14.080000000000002,8.365000000000009,57.75,23.200000000000003,58.0,14.554592549557764,15.396350000000002,55,4,3,4,1,18,8,8,0.63,0.37,0.0,-0.8176,0,0,0,0,0,0,0.0
literally like girllllll,14.61,17.455676666666676,5.246666666666666,62.79000000000002,115.66666666666667,14.533333333333335,69.66666666666667,8.841846274778883,12.54326666666667,22,2,2,1,1,5,3,3,0.0,0.444,0.556,0.3612,0,0,0,0,0,0,0.0
hmy mom phd graduate whatsapp thread,5.904999999999998,9.647212833333338,4.449999999999999,73.84500000000001,87.33333333333334,9.066666666666668,39.333333333333336,8.841846274778883,5.4965333333333355,31,2,4,1,1,9,6,6,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
stay away people always good idea,3.5500000000000007,6.707287333333337,0.5166666666666693,102.04500000000002,92.33333333333334,2.4000000000000004,6.0,3.1291,-2.5968,28,0,5,0,1,7,6,6,0.0,0.633,0.367,0.4404,0,0,0,0,0,0,0.0
generation z want name folk love call everybody millennialsmillennials,15.516666666666666,21.417360666666674,14.142222222222223,9.700000000000017,53.44444444444445,12.488888888888889,42.333333333333336,11.20814326018867,7.073133333333335,62,3,6,2,1,20,9,9,0.0,0.522,0.478,0.6705,0,0,0,0,0,0,0.0
ugandan movie outlet bring back movie matt damon contagion movie rename,10.189090909090911,14.11588972727273,5.863636363636363,72.61545454545457,60.81818181818182,8.036363636363637,29.181818181818183,8.841846274778883,3.0005636363636365,61,2,7,1,1,16,9,11,0.231,0.769,0.0,-0.4588,0,0,0,0,0,0,0.0
lose job due outbreaklooking work agriculture sector ideally farm hand similar dm fo,11.156153846153849,14.488579999999999,9.44923076923077,50.470769230769264,56.69230769230769,14.430769230769233,43.769230769230774,13.023866798666859,7.490907692307694,72,4,9,3,1,22,13,13,0.144,0.535,0.321,0.5106,1,0,0,0,0,0,0.0
uk music venue close tonight informed pandemic music venue include public house club theatre tell close end friday night,13.355263157894733,14.207486631578949,10.451578947368422,53.97105263157897,51.10526315789474,9.705263157894738,45.315789473684205,8.841846274778883,5.184431578947368,102,5,9,1,1,30,16,19,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
boredom mother invention time,11.184999999999995,15.021407500000002,9.57,33.57500000000002,99.0,11.600000000000001,54.0,8.841846274778883,10.2988,26,2,1,1,1,8,4,4,0.434,0.566,0.0,-0.3182,0,0,0,0,0,0,0.0
super rich use private jet fly safe rural hideaway modern capitalism concentrate ever wealth ever small minority population rich good escape rest u capitalisms injustice lethal,18.924230769230768,17.209589115384617,14.973076923076924,34.021923076923116,42.46153846153846,16.553846153846155,56.769230769230774,14.554592549557764,8.679123076923076,151,8,14,4,1,45,24,26,0.087,0.4,0.513,0.9524,0,0,0,0,0,0,0.0
proven indias big problem illiteracy stupidity literate people,14.951250000000002,20.924761625000002,14.080000000000002,8.365000000000009,57.75,23.200000000000003,58.0,14.554592549557764,15.396350000000002,55,4,3,4,1,18,8,8,0.63,0.37,0.0,-0.8176,0,0,0,0,0,0,0.0
prepare dont panic government launch mygov helpdesk whatsapp alert citizen amp disseminate informat,14.839285714285715,18.624892928571427,12.62714285714286,29.467857142857156,48.28571428571428,14.171428571428573,64.0,13.023866798666859,10.929371428571429,87,7,5,3,1,27,14,14,0.0,0.692,0.308,0.5996,0,0,0,0,0,0,0.0
celebrity make sing videos top k case worldwide,6.120000000000001,9.900041000000005,0.8049999999999997,103.54,76.5,3.2,33.0,3.1291,0.8438499999999998,40,2,7,0,1,9,8,8,0.0,0.769,0.231,0.2023,0,0,0,0,0,0,0.0
one dumb college student ever history college document fucking wow,10.416999999999998,14.755618700000007,8.370000000000001,52.86500000000001,62.0,8.0,70.0,8.841846274778883,9.206000000000001,57,6,4,1,1,17,9,10,0.214,0.52,0.266,0.2006,0,0,0,0,0,0,0.0
nigerian doctor say chloroquine use treat say he talk rubbish tal,7.620000000000001,10.908698272727278,4.790909090909089,80.30636363636366,66.27272727272728,8.036363636363637,38.27272727272727,8.841846274778883,3.882381818181818,55,3,8,1,1,15,10,11,0.0,0.787,0.213,0.4019,0,0,0,0,0,0,0.0
yo shit say do watch many party definitely throw end party,4.622727272727271,7.166974909090911,2.6454545454545446,95.68818181818183,72.63636363636364,8.036363636363637,20.090909090909093,8.841846274778883,0.9296545454545457,48,1,10,1,1,13,10,11,0.193,0.374,0.433,0.5423,0,0,0,0,0,0,0.0
mercy poor mother handmade mask protect child,8.311428571428571,12.731611571428573,3.997142857142858,78.87285714285716,76.14285714285714,2.8000000000000003,35.57142857142857,3.1291,2.1325428571428575,39,2,4,0,1,10,7,7,0.254,0.328,0.418,0.25,0,0,0,0,0,0,0.0
captain log day know many day weve strand one point today clue whatsoever,6.092142857142857,7.705169642857147,4.19857142857143,89.89642857142859,66.85714285714286,8.457142857142857,28.285714285714285,8.841846274778883,1.8979428571428576,61,2,12,1,1,17,13,14,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
calm literally one day,2.942499999999999,4.731668250000006,3.6700000000000017,75.87500000000001,116.5,11.600000000000001,29.0,8.841846274778883,5.4213000000000005,19,1,3,1,1,6,4,4,0.0,0.566,0.434,0.3182,0,0,0,0,0,0,0.0
bedridden like week thats shit,1.9800000000000004,4.747337000000002,0.5166666666666693,102.04500000000002,95.66666666666666,2.4000000000000004,22.666666666666668,3.1291,-0.43513333333333293,26,1,5,0,1,7,6,6,0.396,0.33,0.275,-0.2732,0,0,0,0,0,0,0.0
shit since christmas wasnt gon quarantine yall christmas though ht,6.942499999999999,9.662881583333338,4.823333333333334,81.855,66.5,8.133333333333335,37.0,8.841846274778883,3.533899999999999,57,3,9,1,1,16,11,12,0.286,0.714,0.0,-0.5574,0,1,0,0,0,0,0.0
rt,-11.51,-33.628382,-3.3999999999999986,121.22000000000003,369.0,0.4,1.0,3.1291,-3.9778000000000002,2,0,1,0,1,1,1,1,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
liked comment insta ampamp life complete take,8.311428571428571,12.731611571428573,5.682857142857145,66.7871428571429,76.14285714285714,2.8000000000000003,35.57142857142857,3.1291,2.599685714285715,39,2,3,0,1,11,7,7,0.0,0.682,0.318,0.4215,0,0,0,0,0,0,0.0
doesnt fuck,-4.229999999999997,-6.063727333333331,-2.6199999999999974,119.19000000000003,155.66666666666666,1.2000000000000002,3.0,3.1291,-3.6434,10,0,3,0,1,3,3,3,0.0,0.26,0.74,0.431,0,0,0,0,0,0,0.0
get new friend twitter rt follow guyssiapa unfollow aku suruh cari dia sampai dapat,9.120000000000001,11.485073857142861,7.57,65.72500000000001,60.42857142857143,8.457142857142857,35.42857142857143,8.841846274778883,3.7586571428571425,70,3,8,1,1,21,14,14,0.0,0.802,0.198,0.4939,0,0,0,0,0,0,0.0
get old job shamble,-0.5899999999999999,0.32178000000000395,-2.2299999999999986,118.17500000000001,124.0,1.6,29.0,3.1291,-0.2336999999999998,16,1,4,0,1,4,4,4,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0.0
blood get,-1.5899999999999999,-7.075039999999998,-3.01,120.20500000000001,199.0,0.8,2.0,3.1291,-3.8106,8,0,2,0,1,2,2,2,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
legend drop alice deejay lockdown every balcony phone light love,9.475000000000001,13.579648500000005,4.830000000000002,78.24500000000002,64.0,4.0,30.0,3.1291,1.4290000000000003,55,2,6,0,1,14,10,10,0.147,0.559,0.294,0.4767,0,1,0,0,0,0,0.0
update world speed meter,5.297499999999999,7.6715937499999995,0.7199999999999989,97.025,111.5,1.6,4.0,3.1291,-2.6587,21,0,3,0,1,5,4,4,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
set jojos psa song new ringtone,1.9800000000000004,4.747337000000002,2.4833333333333343,87.94500000000001,95.66666666666666,2.4000000000000004,22.666666666666668,3.1291,0.10986666666666656,26,1,4,0,1,8,6,6,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
celebrity make sing videos top k case worldwide,6.120000000000001,9.900041000000005,0.8049999999999997,103.54,76.5,3.2,33.0,3.1291,0.8438499999999998,40,2,7,0,1,9,8,8,0.0,0.769,0.231,0.2023,0,0,0,0,0,0,0.0
work cuz please help niggazlovesasha,11.213999999999999,15.912786400000002,0.5200000000000031,100.24000000000002,85.0,2.0,25.0,3.1291,-0.06099999999999994,32,1,4,0,1,6,5,5,0.0,0.375,0.625,0.6124,0,0,0,0,0,0,0.0
china effectively commit war crime people rest world attack anyo,9.475000000000001,13.579648500000005,4.830000000000002,78.24500000000002,64.0,8.0,20.0,8.841846274778883,1.7399999999999998,55,1,7,1,1,14,10,10,0.51,0.243,0.248,-0.7506,0,0,0,0,0,0,0.0
please give minute safety know spread safe secure stay selfisolated suggest honourable prime minister,15.175714285714285,19.044882285714294,7.57,65.72500000000001,47.57142857142857,11.314285714285715,42.57142857142857,11.20814326018867,5.8336571428571435,88,4,9,2,1,21,14,14,0.0,0.4,0.6,0.91,0,0,0,0,0,0,0.0
proven indias big problem illiteracy stupidity literate people,14.951250000000002,20.924761625000002,14.080000000000002,8.365000000000009,57.75,23.200000000000003,58.0,14.554592549557764,15.396350000000002,55,4,3,4,1,18,8,8,0.63,0.37,0.0,-0.8176,0,0,0,0,0,0,0.0
sir kindly shut mailexpress train railway account mass curfew people run towards native thereby overcrowd train thereby tension spread see situation todays train,18.53478260869565,18.447544217391304,9.79739130434783,65.78565217391306,41.608695652173914,10.93913043478261,62.130434782608695,8.841846274778883,6.754513043478262,139,9,15,1,1,32,20,23,0.087,0.792,0.121,0.2263,0,0,0,0,0,0,0.0
indebted help four female student constituency help unite,12.0075,17.249854749999997,6.705000000000002,61.24000000000001,64.0,8.200000000000001,45.5,8.841846274778883,6.110100000000001,50,3,4,1,1,13,7,8,0.0,0.526,0.474,0.6597,1,0,0,0,0,0,0.0
doesnt mind really rich poor doesnt check bank balance,3.7663636363636357,6.097911090909097,1.572727272727274,103.37909090909093,74.45454545454545,4.4,20.090909090909093,3.1291,-0.8294363636363635,46,1,10,0,1,12,9,11,0.482,0.518,0.0,-0.7593,0,0,0,0,0,0,0.0
gothe longer go gap hole ability care support americ,6.096666666666668,9.65765866666667,3.653333333333336,84.90000000000002,73.44444444444446,3.6,31.22222222222222,3.1291,1.3320222222222227,44,2,6,0,1,12,9,9,0.0,0.423,0.577,0.802,0,0,0,0,0,0,0.0
si leave may right,-1.7674999999999983,-1.1481827499999984,-2.2299999999999986,118.17500000000001,126.5,1.6,4.0,3.1291,-3.4762,15,0,4,0,1,4,4,4,0.286,0.714,0.0,-0.0516,0,0,0,0,0,0,0.0
come love,-1.5899999999999999,-7.075039999999998,-3.01,120.20500000000001,199.0,0.8,2.0,3.1291,-3.8106,8,0,2,0,1,2,2,2,0.0,0.192,0.808,0.6369,0,0,0,0,0,0,0.0
si leave may right,-1.7674999999999983,-1.1481827499999984,-2.2299999999999986,118.17500000000001,126.5,1.6,4.0,3.1291,-3.4762,15,0,4,0,1,4,4,4,0.286,0.714,0.0,-0.0516,0,0,0,0,0,0,0.0
