tweet,automated_readability_index,coleman_liau_index,flesch_kincaid_grade_level,flesch_reading_ease,gulpease_index,gunning_fog_index,lix,smog_index,wiener_sachtextformel,n_chars,n_long_words,n_monosyllable_words,n_polysyllable_words,n_sents,n_syllables,n_unique_words,n_words,sent_neg,sent_neu,sent_pos,sent_compound,economic_stress_total,isolation_total,substance_use_total,guns_total,domestic_stress_total,suicidality_total,punctuation
ceo find nearby test treatment amp isolation ce,6.120000000000001,9.900041000000005,3.7550000000000026,82.39000000000001,76.5,8.200000000000001,33.0,8.841846274778883,3.6713500000000003,40,2,6,1,1,11,8,8,0.278,0.722,0.0,-0.4019,0,1,0,0,0,0,0.0
covid19 teach u medicare floor demand ceiling epidemiologist argues,13.946666666666665,19.457410333333343,10.208888888888893,37.900000000000034,56.77777777777778,8.044444444444444,53.44444444444444,8.841846274778883,7.454244444444445,59,4,3,1,1,17,9,9,0.406,0.594,0.0,-0.4767,0,0,0,0,0,0,0.0
republican plan screw people go give money corporate donators,10.806666666666665,15.537509666666669,7.58666666666667,56.70000000000002,63.44444444444445,12.488888888888889,42.333333333333336,11.20814326018867,7.073133333333335,53,3,6,2,1,15,9,9,0.149,0.851,0.0,-0.1027,0,0,0,0,0,0,0.0
please help get article people inform money kushner family stand make,9.332727272727272,13.046825909090916,4.790909090909089,80.30636363636366,62.63636363636364,4.4,29.181818181818183,3.1291,1.2414727272727277,59,2,7,0,1,15,11,11,0.0,0.643,0.357,0.6124,0,0,0,0,0,0,0.0
share,2.620000000000001,-15.988828999999996,-3.3999999999999986,121.22000000000003,339.0,0.4,1.0,3.1291,-3.9778000000000002,5,0,1,0,1,1,1,1,0.0,0.0,1.0,0.296,0,0,0,0,0,0,0.0
prayer request please lift linda family terrible time peace understand know mom,11.259999999999998,15.052745000000002,6.789999999999999,67.75500000000001,57.333333333333336,8.133333333333335,37.0,8.841846274778883,4.0789,68,3,7,1,1,18,12,12,0.173,0.503,0.324,0.4019,0,0,0,0,0,0,0.0
take friendly handshake spread respiratory disease like coronaavoid handshake go namaste,17.46818181818182,23.20293218181819,10.154545454545453,41.8518181818182,45.36363636363637,11.672727272727274,74.63636363636363,11.20814326018867,11.249654545454545,78,7,5,2,1,20,10,11,0.0,0.612,0.388,0.6908,0,1,0,0,0,0,0.0
god big virusgod big virusgod big virusgod big vir,5.050000000000001,8.351025111111113,7.58666666666667,56.70000000000002,75.66666666666667,16.933333333333334,42.333333333333336,13.023866798666859,9.223133333333335,42,3,6,3,1,15,4,9,0.0,0.792,0.208,0.2732,0,0,0,0,0,0,0.0
everyone stay home please fuck quickly carry enjoy summer fest,8.533000000000001,12.403678300000003,3.650000000000002,86.70500000000001,66.0,4.0,30.0,3.1291,1.1019999999999999,53,2,7,0,1,13,10,10,0.219,0.438,0.344,0.25,0,0,0,0,0,0,0.0
least one kill,-1.0899999999999999,-2.1438266666666674,-2.6199999999999974,119.19000000000003,149.0,1.2000000000000002,3.0,3.1291,-3.6434,12,0,3,0,1,3,3,3,0.701,0.299,0.0,-0.6908,0,0,0,0,0,0,0.0
ima need vanish tired cooking clean day tire see bf,1.0549999999999997,2.313067833333335,2.8566666666666656,95.95500000000001,79.0,4.800000000000001,20.333333333333336,3.1291,-0.5127666666666664,42,1,10,0,1,14,12,12,0.213,0.588,0.199,-0.0516,0,0,0,0,0,0,0.0
influencer key get pandemic,8.829999999999998,12.081482000000001,12.52,12.425000000000011,104.0,21.6,54.0,11.20814326018867,14.318800000000001,24,2,2,2,1,9,4,4,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
delivers maternity hospital,19.32,23.33552766666667,20.98,-50.00999999999996,105.66666666666667,41.2,103.0,13.023866798666859,31.946600000000004,25,3,0,3,1,9,3,3,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
racist deliberate believe say whatever come mind well proof,9.760000000000002,14.230876111111112,6.2755555555555596,66.10000000000002,65.66666666666667,8.044444444444444,42.333333333333336,8.841846274778883,4.923133333333334,51,3,6,1,1,14,9,9,0.305,0.534,0.16,-0.4404,0,0,0,0,0,0,0.0
day rediscover farming,11.470000000000006,13.535776000000006,13.113333333333333,6.390000000000043,122.33333333333333,14.533333333333335,69.66666666666667,8.841846274778883,13.63326666666667,20,2,1,1,1,7,3,3,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
pray god every day paranoid people pray sake pr,3.4800000000000004,6.391074777777781,1.0311111111111124,103.70000000000002,79.0,3.6,20.11111111111111,3.1291,-0.8357555555555556,39,1,8,0,1,10,8,9,0.146,0.365,0.489,0.5719,0,0,0,0,0,0,0.0
everyone come barista,9.899999999999999,11.575825666666674,1.3133333333333361,90.99000000000002,125.66666666666666,1.2000000000000002,69.66666666666667,3.1291,6.093266666666668,19,2,2,0,1,4,3,3,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
bloody insane,7.829999999999998,4.684661999999999,2.890000000000004,77.90500000000002,179.0,0.8,2.0,3.1291,-2.1756,12,0,1,0,1,3,2,2,1.0,0.0,0.0,-0.6808,0,0,0,0,0,0,0.0
generation z want name folk love call everybody millennialsmillennials,15.516666666666666,21.417360666666674,14.142222222222223,9.700000000000017,53.44444444444445,12.488888888888889,42.333333333333336,11.20814326018867,7.073133333333335,62,3,6,2,1,20,9,9,0.0,0.522,0.478,0.6705,0,0,0,0,0,0,0.0
housemate go walk cough since get back house mate co time every man,4.996923076923078,6.799544076923077,2.187692307692309,102.53230769230771,69.76923076923077,5.2,20.692307692307693,3.1291,-0.7221692307692305,55,1,12,0,1,14,13,13,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
dawg yall funny man get yall creative,-0.706666666666667,1.1645405555555577,2.342222222222226,94.30000000000003,87.88888888888889,8.044444444444444,20.11111111111111,8.841846274778883,1.3142444444444439,31,1,8,1,1,11,7,9,0.0,0.463,0.537,0.7003,0,0,0,0,0,0,0.0
boycott go air response multiple tweet call,6.965714285714288,11.051654142857146,3.997142857142858,78.87285714285716,79.0,2.8000000000000003,49.857142857142854,3.1291,3.9854000000000003,37,3,4,0,1,10,7,7,0.277,0.723,0.0,-0.3182,0,0,0,0,0,0,0.0
hand shake allow wont stop u present live fo,0.5259999999999998,2.4079316000000013,1.2900000000000027,103.62500000000001,83.0,4.0,20.0,3.1291,-0.8489999999999998,36,1,9,0,1,11,10,10,0.134,0.315,0.551,0.6472,0,0,0,0,0,0,0.0
god lord,-3.9450000000000003,-10.014965499999999,-3.01,120.20500000000001,204.0,0.8,2.0,3.1291,-3.8106,7,0,2,0,1,2,2,2,0.0,0.323,0.677,0.2732,0,0,0,0,0,0,0.0
never ever blame saudi arabia bad human right country prove crisis,8.048181818181817,11.443230181818183,5.863636363636363,72.61545454545457,65.36363636363637,8.036363636363637,20.090909090909093,8.841846274778883,1.8214727272727278,56,1,7,1,1,16,11,11,0.431,0.454,0.115,-0.7625,0,0,0,0,0,0,0.0
sayin,2.620000000000001,-15.988828999999996,8.400000000000002,36.62000000000003,339.0,0.4,1.0,3.1291,-0.7078,5,0,0,0,1,2,1,1,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
others test mp test floor,0.8520000000000003,2.9771142000000026,0.5200000000000031,100.24000000000002,107.0,2.0,5.0,3.1291,-2.6550000000000002,21,0,4,0,1,6,4,5,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
everyone moment hero nation help save life patient,7.88625,12.104985125000002,5.230000000000004,71.81500000000001,72.75,3.2,33.0,3.1291,2.0701,43,2,4,0,1,12,8,8,0.0,0.345,0.655,0.8591,0,0,0,0,0,0,0.0
please sexual intercourse infront child normal god know w,8.713333333333331,12.924242555555555,6.2755555555555596,66.10000000000002,67.88888888888889,8.044444444444444,31.22222222222222,8.841846274778883,3.845355555555556,49,2,5,1,1,14,9,9,0.0,0.577,0.423,0.5267,0,0,0,0,0,0,0.0
wheres loadshedding thing iphi,6.504000000000001,10.0329354,2.8800000000000026,83.32000000000004,95.0,10.0,25.0,8.841846274778883,3.809000000000001,27,1,4,1,1,7,5,5,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
reminds ex tryna fuck everyone,5.561999999999998,8.856965199999998,2.8800000000000026,83.32000000000004,97.0,2.0,45.0,3.1291,3.187000000000001,26,2,3,0,1,7,5,5,0.467,0.533,0.0,-0.5423,0,0,0,0,0,0,0.0
person,7.329999999999998,-10.108978,8.400000000000002,36.62000000000003,329.0,0.4,1.0,3.1291,-0.7078,6,0,0,0,1,2,1,1,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
finally india get carona dashboardno spread rumor official website updatesupdating every hrskeep link get official govt india update abt situation indiano rely rumour,19.558695652173917,19.725772695652175,16.46695652173913,17.968260869565256,39.43478260869565,17.895652173913046,62.130434782608695,15.903189008614273,11.114947826086958,144,9,8,5,1,45,20,23,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
doctor self wife doctor work patient let assure dont w,3.338181818181816,5.563379181818185,4.790909090909089,80.30636363636366,75.36363636363637,4.4,20.090909090909093,3.1291,0.06238181818181854,45,1,7,0,1,15,10,11,0.0,0.769,0.231,0.34,0,0,0,0,0,0,0.0
si leave may right,-1.7674999999999983,-1.1481827499999984,-2.2299999999999986,118.17500000000001,126.5,1.6,4.0,3.1291,-3.4762,15,0,4,0,1,4,4,4,0.286,0.714,0.0,-0.0516,0,0,0,0,0,0,0.0
lockdown maharashtra clear indication administration fear community spread people,21.273333333333333,28.603845222222226,14.142222222222223,9.700000000000017,41.22222222222222,16.933333333333334,64.55555555555556,13.023866798666859,12.832022222222225,73,5,4,3,1,20,9,9,0.25,0.547,0.203,-0.1531,0,1,0,0,0,0,0.0
everyone look sick,5.190000000000001,5.695974666666672,1.3133333333333361,90.99000000000002,135.66666666666666,1.2000000000000002,36.333333333333336,3.1291,1.7699333333333338,16,1,2,0,1,4,3,3,0.623,0.377,0.0,-0.5106,0,0,0,0,0,0,0.0
share fire nude,0.4800000000000004,-0.1838763333333322,-2.6199999999999974,119.19000000000003,145.66666666666666,1.2000000000000002,3.0,3.1291,-3.6434,13,0,3,0,1,3,3,3,0.429,0.179,0.393,-0.0516,0,0,0,0,0,0,0.0
protective measure viruscovid19wash ur hand wid soapampwater frequently use alcohol base hand rubavo,16.953076923076928,21.7253196923077,10.356923076923081,43.963076923076954,44.38461538461539,17.50769230769231,59.15384615384615,14.554592549557764,11.47783076923077,88,6,7,4,1,23,12,13,0.0,0.632,0.368,0.7506,0,0,1,0,0,0,0.0
yah surebut,3.120000000000001,-1.1951889999999956,2.890000000000004,77.90500000000002,189.0,0.8,52.0,3.1291,4.3094,10,1,1,0,1,3,2,2,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
get do,-8.655,-15.894816499999997,-3.01,120.20500000000001,214.0,0.8,2.0,3.1291,-3.8106,5,0,2,0,1,2,2,2,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
nasty flu go round december early jan tell bare ppl sick includ,4.98,7.212943666666668,2.8566666666666656,95.95500000000001,70.66666666666666,4.800000000000001,20.333333333333336,3.1291,-0.5127666666666664,52,1,10,0,1,14,12,12,0.514,0.486,0.0,-0.8591,0,0,0,0,0,0,0.0
nasty flu go round december early jan tell bare ppl sick includ,4.98,7.212943666666668,2.8566666666666656,95.95500000000001,70.66666666666666,4.800000000000001,20.333333333333336,3.1291,-0.5127666666666664,52,1,10,0,1,14,12,12,0.514,0.486,0.0,-0.8591,0,0,0,0,0,0,0.0
kerala government didnt crores flood last year give crore among public fight,8.619999999999997,11.322506384615387,4.910769230769233,83.0092307692308,62.07692307692308,8.276923076923078,20.692307692307693,8.841846274778883,1.2693692307692306,65,1,10,1,1,17,13,13,0.191,0.809,0.0,-0.3818,0,0,0,0,1,0,0.0
mum nwokeoma hope youre go club tonight youve hear theyre say coroname hope,5.115625000000001,5.5019043125000024,3.9250000000000007,95.42,68.375,6.4,34.75,3.1291,1.370825,63,3,14,0,1,18,13,16,0.0,0.655,0.345,0.7003,0,0,0,0,0,0,0.0
share,2.620000000000001,-15.988828999999996,-3.3999999999999986,121.22000000000003,339.0,0.4,1.0,3.1291,-3.9778000000000002,5,0,1,0,1,1,1,1,0.0,0.0,1.0,0.296,0,0,0,0,0,0,0.0
heard kd yall well get bottom shit As Soon As Possible,1.8399999999999999,3.2930430000000044,2.8566666666666656,95.95500000000001,77.33333333333334,4.800000000000001,20.333333333333336,3.1291,-0.5127666666666664,44,1,10,0,1,14,11,12,0.245,0.612,0.143,-0.3612,0,0,0,0,0,0,0.0
day rediscover farming,11.470000000000006,13.535776000000006,13.113333333333333,6.390000000000043,122.33333333333333,14.533333333333335,69.66666666666667,8.841846274778883,13.63326666666667,20,2,1,1,1,7,3,3,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
trump turn test kit kushners oscar health company give,7.143333333333334,10.964292222222227,2.342222222222226,94.30000000000003,71.22222222222223,3.6,31.22222222222222,3.1291,0.9686888888888898,46,2,7,0,1,11,9,9,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
wear mask might die breath,1.7940000000000005,4.1530844000000045,-1.8399999999999999,117.16000000000003,105.0,2.0,5.0,3.1291,-3.309,22,0,5,0,1,5,5,5,0.494,0.506,0.0,-0.5994,0,0,0,0,0,0,0.0
pollwith almost everyone work home platform use video conferencing,13.42333333333334,18.80409355555556,8.89777777777778,47.30000000000004,57.88888888888889,8.044444444444444,53.44444444444444,8.841846274778883,7.090911111111112,58,4,4,1,1,16,9,9,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
friend owe ritika owe indian keep isolation carrier,8.475000000000001,12.839966500000006,8.180000000000003,50.66500000000002,71.5,18.2,33.0,13.023866798666859,8.9176,44,2,5,3,1,14,7,8,0.227,0.504,0.269,0.128,2,1,0,0,0,0,0.0
nigerian doctor say chloroquine use treat say he talk rubbish tal,7.620000000000001,10.908698272727278,4.790909090909089,80.30636363636366,66.27272727272728,8.036363636363637,38.27272727272727,8.841846274778883,3.882381818181818,55,3,8,1,1,15,10,11,0.0,0.787,0.213,0.4019,0,0,0,0,0,0,0.0
everyone come barista,9.899999999999999,11.575825666666674,1.3133333333333361,90.99000000000002,125.66666666666666,1.2000000000000002,69.66666666666667,3.1291,6.093266666666668,19,2,2,0,1,4,3,3,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
facts1 send gangaram isolation ward refuse go inside admn tried hours2 send pkli r,8.783571428571431,11.065084500000001,5.041428571428572,83.85357142857143,61.14285714285714,8.457142857142857,28.285714285714285,8.841846274778883,2.1315142857142857,69,2,11,1,1,18,13,14,0.308,0.692,0.0,-0.5994,0,1,0,0,0,0,0.0
well kissing,5.475000000000001,1.7447365000000055,2.890000000000004,77.90500000000002,184.0,0.8,52.0,3.1291,4.3094,11,1,1,0,1,3,2,2,0.0,0.0,1.0,0.7003,0,0,0,0,0,0,0.0
great news cricketer team owner coach staff clear stay safe stay healthy st,7.895384615384618,10.41791392307693,3.0953846153846136,96.0246153846154,63.61538461538461,5.2,28.384615384615387,3.1291,0.5270615384615382,63,2,11,0,1,15,12,13,0.0,0.423,0.577,0.9062,0,0,0,0,0,0,0.0
lie funny,-1.5899999999999999,-7.075039999999998,-3.01,120.20500000000001,199.0,0.8,2.0,3.1291,-3.8106,8,0,2,0,1,2,2,2,0.0,0.256,0.744,0.4404,0,0,0,0,0,0,0.0
day rediscover farming,11.470000000000006,13.535776000000006,13.113333333333333,6.390000000000043,122.33333333333333,14.533333333333335,69.66666666666667,8.841846274778883,13.63326666666667,20,2,1,1,1,7,3,3,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
Laughing Out Loud sm ikeja electric say enter ghost mode bid reduce spread funny,8.110714285714284,10.225105785714288,4.19857142857143,89.89642857142859,62.57142857142857,5.6000000000000005,28.285714285714285,3.1291,0.7493714285714286,67,2,11,0,1,17,14,14,0.119,0.567,0.314,0.5859,0,0,0,0,0,0,0.0
prayer request vetwill yall send prayer lose job two week ago bc job offer,5.224,6.138104733333336,5.206666666666667,84.45000000000002,68.33333333333334,6.0,28.333333333333336,3.1291,0.9643333333333342,61,2,11,0,1,19,13,15,0.172,0.828,0.0,-0.4019,2,0,0,0,0,0,0.0
saga wake yesterday fever dry cough chest hurt severe lung damage pneum,8.120000000000001,11.132844333333335,3.84,88.905,64.0,8.133333333333335,20.333333333333336,8.841846274778883,1.099733333333334,60,1,10,1,1,15,12,12,0.505,0.495,0.0,-0.8481,0,0,0,0,0,0,0.0
proven indias big problem illiteracy stupidity literate people,14.951250000000002,20.924761625000002,14.080000000000002,8.365000000000009,57.75,23.200000000000003,58.0,14.554592549557764,15.396350000000002,55,4,3,4,1,18,8,8,0.63,0.37,0.0,-0.8176,0,0,0,0,0,0,0.0
cute twitter confuse dawg like stop door bring food inside room probably go get airport hug shit dont gerrit man,9.928571428571427,8.829618047619046,7.771428571428572,76.74857142857145,59.0,8.4,40.04761904761905,3.1291,2.770961904761904,93,4,15,0,1,27,21,21,0.254,0.462,0.284,0.2263,0,0,0,0,0,0,0.0
airport authority receive bribe continue meet many people patient urdu news,11.901818181818179,16.254017363636365,8.009090909090908,57.23363636363638,57.18181818181818,11.672727272727274,56.45454545454545,11.20814326018867,8.5942,65,5,6,2,1,18,11,11,0.149,0.744,0.107,-0.128,0,0,0,0,0,0,0.0
realize rapunzel quarantined year mom keep away kingdom cor,9.760000000000002,14.230876111111112,7.58666666666667,56.70000000000002,65.66666666666667,12.488888888888889,53.44444444444444,11.20814326018867,8.877577777777779,51,4,5,2,1,15,9,9,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0.0
pakistan madness today become country lockdown imposed people die,12.899999999999999,18.150776777777786,6.2755555555555596,66.10000000000002,59.0,3.6,64.55555555555556,3.1291,6.382022222222224,57,5,4,0,1,14,9,9,0.574,0.426,0.0,-0.7964,0,1,0,0,0,0,0.0
first church service die gtgtgtgtgtgtgtgt,15.924,21.792637400000004,17.040000000000003,-18.19999999999996,75.0,10.0,45.0,8.841846274778883,7.057000000000002,37,2,3,1,1,13,5,5,0.494,0.506,0.0,-0.5994,0,0,0,0,0,0,0.0
everyone stay home please fuck quickly carry enjoy summer fest,8.533000000000001,12.403678300000003,3.650000000000002,86.70500000000001,66.0,4.0,30.0,3.1291,1.1019999999999999,53,2,7,0,1,13,10,10,0.219,0.438,0.344,0.25,0,0,0,0,0,0,0.0
day rediscover farming,11.470000000000006,13.535776000000006,13.113333333333333,6.390000000000043,122.33333333333333,14.533333333333335,69.66666666666667,8.841846274778883,13.63326666666667,20,2,1,1,1,7,3,3,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
effect,7.329999999999998,-10.108978,8.400000000000002,36.62000000000003,329.0,0.4,1.0,3.1291,-0.7078,6,0,0,0,1,2,1,1,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
pray god take yall ur friend ion even believe god,1.197272727272729,2.8907196363636416,1.572727272727274,103.37909090909093,79.9090909090909,4.4,20.090909090909093,3.1291,-0.8294363636363635,40,1,10,0,1,12,10,11,0.0,0.382,0.618,0.8271,0,0,0,0,0,0,0.0
govenment say prove direct link business provife funding business,12.899999999999999,18.150776777777786,7.58666666666667,56.70000000000002,59.0,8.044444444444444,64.55555555555556,8.841846274778883,8.532022222222224,57,5,4,1,1,15,8,9,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
imagine virus last hour copper surface oppose day metal surface copper still cheap california mandate door handle elevator button copper,16.1235,17.116960350000006,13.450000000000003,34.255000000000024,45.5,12.0,50.0,11.20814326018867,7.150499999999999,117,6,7,2,1,36,17,20,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
may take long vaccine co initially target africa africa mention negatively way man,10.431538461538462,13.583987538461542,6.726153846153849,69.99384615384618,58.230769230769226,8.276923076923078,43.769230769230774,8.841846274778883,4.765523076923078,70,4,8,1,1,19,12,13,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
outrofenty fat sham nctzen make fun wendys injury use make fun exohow sh,6.80846153846154,9.061025230769232,5.818461538461538,76.50153846153847,65.92307692307692,11.353846153846156,20.692307692307693,11.20814326018867,2.75783076923077,60,1,10,2,1,18,11,13,0.144,0.515,0.34,0.5859,0,0,0,0,0,0,0.0
symptom thick luscious juicy as cheek co scar guy,4.526666666666664,7.697708333333335,2.342222222222226,94.30000000000003,76.77777777777777,3.6,31.22222222222222,3.1291,0.9686888888888898,41,2,7,0,1,11,9,9,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
force obstetric provider reinvent maternal care real time mean mom amp b,8.5125,11.622831916666673,7.773333333333333,60.70500000000001,63.166666666666664,14.8,45.333333333333336,13.023866798666859,8.112233333333334,61,4,8,3,1,19,12,12,0.0,0.758,0.242,0.4939,0,0,0,0,0,0,0.0
president pakistan message regard awareness prevention 200320 htt,16.7175,23.12970575,9.655000000000001,40.09,54.0,13.200000000000001,70.5,11.20814326018867,12.180100000000001,58,5,3,2,1,15,8,8,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
italy death hour dont take lightly every one please take care n precaution request,7.736000000000001,9.274025266666666,4.420000000000002,90.09000000000002,63.0,8.666666666666668,35.0,8.841846274778883,2.6830000000000003,69,3,13,1,1,18,14,15,0.201,0.515,0.284,0.1531,0,0,0,0,0,0,0.0
like dengue also come every year climate change minister zartaj gul give information,11.156153846153849,14.488579999999999,7.633846153846154,63.486153846153854,56.69230769230769,11.353846153846156,36.07692307692308,11.20814326018867,5.004753846153847,72,3,9,2,1,20,13,13,0.0,0.828,0.172,0.3612,0,0,0,0,0,0,0.0
final year student last card asuu pick two everybody general market tongue ou,8.619999999999997,11.322506384615387,7.633846153846154,63.486153846153854,62.07692307692308,8.276923076923078,36.07692307692308,8.841846274778883,4.019369230769231,65,3,7,1,1,20,13,13,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
much appreciate dhanyawad ji,10.0075,13.551444750000002,9.57,33.57500000000002,101.5,11.600000000000001,54.0,8.841846274778883,9.481300000000001,25,2,2,1,1,8,4,4,0.0,0.526,0.474,0.4019,0,0,0,0,0,0,0.0
teach unhygienic hoomans hygienic,15.895000000000003,20.901258500000004,9.57,33.57500000000002,89.0,21.6,79.0,11.20814326018867,17.5613,30,3,2,2,1,8,4,4,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
civilization listen know yall dont watch news say plan pande,4.587500000000002,6.722956083333337,3.84,88.905,71.5,8.133333333333335,20.333333333333336,8.841846274778883,0.8272333333333335,51,1,11,1,1,15,12,12,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
man piss could stop,-0.5899999999999999,0.32178000000000395,-2.2299999999999986,118.17500000000001,124.0,1.6,4.0,3.1291,-3.4762,16,0,4,0,1,4,4,4,0.71,0.29,0.0,-0.5994,0,0,0,0,0,0,0.0
wonder oomfs survive purge u,3.6779999999999973,6.505024800000001,2.8800000000000026,83.32000000000004,101.0,2.0,25.0,3.1291,0.5930000000000002,24,1,3,0,1,7,5,5,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
inspiration time people across world ask isolate art refuge create way bring u toge,9.120000000000001,11.485073857142861,5.884285714285717,77.8107142857143,60.42857142857143,8.457142857142857,28.285714285714285,8.841846274778883,2.1315142857142857,70,2,11,1,1,19,14,14,0.104,0.578,0.318,0.5719,0,0,0,0,0,0,0.0
bollywood singer come back uk hide travel history throw party start hotel find positive,10.465714285714288,13.165031285714289,6.727142857142859,71.76785714285714,57.57142857142857,11.314285714285715,35.42857142857143,11.20814326018867,4.673657142857143,74,3,10,2,1,20,14,14,0.089,0.579,0.332,0.6808,0,0,0,0,0,0,0.0
germany able conduct test every week eu country carry since c,5.90727272727273,8.77057063636364,3.7181818181818187,87.99727272727276,69.9090909090909,4.4,38.27272727272727,3.1291,2.1232909090909087,51,3,8,0,1,14,11,11,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
salunkhe saheb please save u,3.6779999999999973,6.505024800000001,0.5200000000000031,100.24000000000002,101.0,2.0,25.0,3.1291,-0.06099999999999994,24,1,4,0,1,6,5,5,0.0,0.267,0.733,0.6705,0,0,0,0,0,0,0.0
kpop boy say instead chronosaurus,8.388000000000002,12.384875800000003,7.600000000000001,49.48000000000002,91.0,10.0,45.0,8.841846274778883,7.057000000000002,29,2,3,1,1,9,5,5,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
thing stop,0.7650000000000006,-4.135114499999997,-3.01,120.20500000000001,194.0,0.8,2.0,3.1291,-3.8106,9,0,2,0,1,2,2,2,0.688,0.312,0.0,-0.296,0,0,0,0,0,0,0.0
banker compound get wife quarantine since yesterday non stop sex h,8.048181818181817,11.443230181818183,5.863636363636363,72.61545454545457,65.36363636363637,11.672727272727274,38.27272727272727,11.20814326018867,5.641472727272728,56,3,8,2,1,16,11,11,0.196,0.804,0.0,-0.296,0,1,0,0,0,0,0.0
trump note today show cross read chinese photo jabin botsfordthe washington post via getty image,11.817999999999998,14.36989613333333,5.206666666666667,84.45000000000002,54.333333333333336,8.666666666666668,35.0,8.841846274778883,2.9010000000000002,82,3,12,1,1,19,15,15,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
honestly dont get sale havent skyrocket due ironic purchase student frat boys publicity good publicity ask peloton,12.363684210526316,12.969623263157896,9.830526315789477,58.423684210526346,53.21052631578947,11.810526315789474,55.8421052631579,11.20814326018867,7.223905263157896,98,7,11,2,1,29,17,19,0.0,0.658,0.342,0.7407,0,0,0,0,0,0,0.0
day rediscover farming,11.470000000000006,13.535776000000006,13.113333333333333,6.390000000000043,122.33333333333333,14.533333333333335,69.66666666666667,8.841846274778883,13.63326666666667,20,2,1,1,1,7,3,3,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
everyone come barista,9.899999999999999,11.575825666666674,1.3133333333333361,90.99000000000002,125.66666666666666,1.2000000000000002,69.66666666666667,3.1291,6.093266666666668,19,2,2,0,1,4,3,3,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
share,2.620000000000001,-15.988828999999996,-3.3999999999999986,121.22000000000003,339.0,0.4,1.0,3.1291,-3.9778000000000002,5,0,1,0,1,1,1,1,0.0,0.0,1.0,0.296,0,0,0,0,0,0,0.0
everyone get trigger image attack u nd march pm,3.4800000000000004,6.391074777777781,4.964444444444446,75.50000000000003,79.0,3.6,31.22222222222222,3.1291,1.6953555555555564,39,2,5,0,1,13,9,9,0.307,0.693,0.0,-0.4767,0,0,0,0,0,0,0.0
na fr g herbo get point yall nba player get stripper starlet healthy asf,4.596,5.354124600000002,4.420000000000002,90.09000000000002,69.66666666666666,6.0,35.0,3.1291,1.6110000000000002,59,3,12,0,1,18,14,15,0.0,0.816,0.184,0.4019,0,0,0,0,0,0,0.0
word sister want say tame crystal eye also live creature heart feeling,7.727499999999999,10.642856750000004,3.84,88.905,64.83333333333334,4.800000000000001,37.0,3.1291,1.9213999999999998,59,3,9,0,1,15,12,12,0.0,0.781,0.219,0.2023,0,0,0,0,0,0,0.0
stun insight coronapanic dr wolfgang wodarg via,9.657142857142855,14.411569,2.3114285714285714,90.95857142857145,73.28571428571428,2.8000000000000003,49.857142857142854,3.1291,3.518257142857143,41,3,5,0,1,9,7,7,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
final year student last cardasuu pick everybody general market,11.330000000000005,16.190826444444443,8.89777777777778,47.30000000000004,62.333333333333336,8.044444444444444,53.44444444444444,8.841846274778883,7.454244444444445,54,4,3,1,1,16,9,9,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0
