,tweet
532,One of my best friends got engaged ????  
533,Doing absolutely fuck all tonight :(  
534,As if my boss just text about work ?? I'm on holiday 
535,"It has only dawned on me, browsing Instagram, how the rich people do winter... That's right, they migrate abroad...I'm not rich  ????"
536,Can't believe I'm gonna end this year feeling like ??©.   
537,"Today is just not a good day, looks like 2014 couldn't end without giving me a final kick in the ass "
538,"Its been 14 years of journey, I never expect you'll go from this earth today pet's! â feeling depressed"
539,???¢ need to book a holiday asap   pic.twitter.com/gRBEuV5aIX
540,3 hours of sleep in the 3 days? I'm dieing  
541,"If I did not have to work, I would lay in bed all and talk to no one. "
542,"It was all good  I was enjoying Tv Until out of nowhere ""I used that R200 to arrange the funeral"" appeared "
543,i finished parks & rec twice now  :( 
544,This has simply been the hardest week n a half of my life. Gotta keep pushing thru. Only 5 more days til I get some answers. 
545,I appreciate the 8 day paid vacation from my job but...i still don't want to return. I feel like quitting but I can't. 
546,I'm actually crying because I don't want to return to work on Friday. 
547,Alright Charlie St. Cloud you've done it again... Next the fault in your stars or garden state... Maybe the notebook? 
548,why doesn't ally have a twitter  
549,Why did I have to run into the one person in thos world I don't wanna see today? I just want my peace! 
550,"Almost killed myself, God... -.-   "
551,"I made this account so that I wouldn't be judged by the people I know. Cause if I don't like me, why would anyone else? "
552,"It hurts to know I'm practically invisible to you now, that I'm more of a bother to you then anything else.  "
553,When you already have everything.. and you still feel lonely.. feeling  ..
554,I was unaware this is how this was gonna be  
555,Just finished Weeds. My life no longer has purpose. 
556,Never tell a blonde that her hair is slowly fading to brown 
557,The day when I don't fuck up anymore is the day I will be successful.... 
558,"I don't have any new years resolutions, just a prayer that something will take my life this year   "
559,"Heard Willy Nelson singing The Scientist and thought, ""So THIS is the original!"" Then discovered he was just covering Coldplay. "
560,If I stay got me feeling some type of way  ???­???­???­??
561,How many suicides does it take for people to realize that what you say fucking mattersâï¸ ?  ... pic.twitter.com/6JC0QDAYGW
562,My last day of cheating on my diet and exercise routine is tomorrow   
563,Nooooo  will crack the 10 point mark in the 4th quarter 
564,This weekend is the end of bow hunting season. 
565,Im not really sad... I just feel empty... 
566,Just gunna sit here and chew til my gums bleed.. 
567,One day everything will end. It is inevitable but for the love of god why did it have to be my quesarito from taco bell 
568,"give up on wow , carnt play my mage and carnt even pay to change its class so im stuck with a lvl 100 mage :( "
569,"do you feel  ?  ?  ? direct message me, i would love to interact with you guys ??????"
570,So upset about not being able to pay for tickets myself :( really want to see the lion king again!!!!! 
571,Ugh my arm still hurts!! I just want this to be over and to get back to my life.   
572,Wait... I can't believe I've  manga in hiatus  since +/- 2010.... 
573,@D_Oliver10 oh I'm regretting it now 
574,'s . Someone destroyed her . Who could have done such an awful thing? pic.twitter.com/L5ubpQp3QK
575,Well after inviting everyone... No one is coming.... 
576,Sucks when your alone in a big world :( 
577,my whole day was spent in my p-jays  its now 6 o'clock and only now do i have to get dressed 
578,I really did not give Notre Dame a chance in this game.  
579,"Im so glad you can look at me and say Im ignorant, stuiped, and worthless. Its not like I wanted love and support from my mother "
580,And I'm starting to break down;    pic.twitter.com/0Nk3TChkQq
581,Do you ever wanna cry in a corner hoping the day goes by faster?... no? Just me? ??????¢???³???­ OK   
582,"I went all my way out from the Vaal to Jozi to submit application forms for a post that closed 11 months ago, I feel stupid, "
583,When you feel like shit and have no one to vent too   
584,How could Riv close ???© what am I going to do now 
585,I just want my space and my life ????   
586,Just the thought of going back to school  brings tears to me eyes 
587,Today just isn't a good day for me. :( 
588,Will start this new year as I did last one... Jobless and skint!   
589,Losing my uncle after the wedding its just....I dunno 
590,".2/2 No chance, they all contain . Why not use a  flour? It would be so easy then most people can eat them. !"
591,All of the outside Christmas decorations are put away! 
592,Just hoping that 2015 will be better. That would be great.   
593,Wish I was in Las Vegas for New Years Eve! Alesso and Ingrosso are bringing the New Year in! Would love to see that!! 
594,"Given the answers after it doesn't matter =   at the bottom, not a single Christian friend.  what now?"
595,ive comed to realize that im never gonna get 1/5  
596,I just want soccer season baaaack???­???­???­ 
597,Laying in bed at 1 pm. Yesterday's therapy session hit me harder than I thought it would. 
598,No one ever looks happy on a bus  
599,Omg why does everything have to take so long?? If it's my call it should be quick. Just want my baby girl back. 
600,Can I just stay in bed and do nothing? I'm not feeling life today...
601,i waz astounded by you my idol ms dhoni...when i came to know i m not going to see you in white jersey ..miss u....  you
602,Really disappointed that I haven't been able to take my sled out yet this break 
603,Well that's the car handed back. 
604,This month has had to be the worst month out of this year 
605,after watching a movie  ???¥???
606,"Looking for some beautiful images. Having a really crappy week, and need some support. . Post some great beauty.  Thank you."
607,"When teens feel down, there are ways they can cope with these feelings to avoid serious , such as make new friends or social connections and participate in sports or school activities. Call Focus & Balance at 210-858-9980 to learn more and see how we can help.  pic.twitter.com/ydrYcTBD2r"
608,"All up in my  feels, today... fuckkkk  pic.twitter.com/gNza4Pzn0p"
609,A word that not many people understand. A word that many people fear.  A word that should be spoken about more freely. A word that shouldn't hold any shame.  A word with no jokey come backs.  DEPRESSION it's not a swear word.  It's ok not to be ok
610,Why is my life so cruel?????
611,only exists in a brain that ACCEPTS IT????  pic.twitter.com/bfLLvZRwmn
612,"when you care about someone and trying to help them, just hope they listen and keep positive thoughts. When theyre in depressed  wish I can help her. Talk with her make her smile"
613,Some thoughts on  about a month into my latest episode ????  pic.twitter.com/P6I7bMMBFc
614,"If someone has the courage & trust to share their struggles of  or  ideation with you, PLEASE, please be there to listen & support  them! You may be the only person with whom they've been able to open up to. It's not easy to reach out!"
615,"Always here, right? I'd like to see five of my friends post this message (Not share) to show u are always there if someone needs to talk. I think I know who will. ????  kills ????"
616,"???????????? ???? ???????????????????????????? ???? ???????? ?? ???????????????? ???? ?????? ?????? ??????????????, ?? ???? ?????? ?????? ?????? ??????. "
617,Heal me????     pic.twitter.com/L8QPWAbvZO
618," & : Depression affects many older adults receiving home care, but often is not properly treated.  pic.twitter.com/pusuXIK4gp"
619,"Depression may carry a feeling of worthlessness in which you feel like you can't do anything. This only makes you feel worse about yourself and drags you into an even deeper state of . To push back, set small daily  for yourself that you can accomplish for sure! pic.twitter.com/VhC03lIbpW"
620,"If youre feeling depressed know that your not alone. Know I see u, I hear u and I support you. Know that I am masters level trained therapist. Know that while its ok to pray its ok to seek Professional help too. Know that Black people men and women are not immune.   pic.twitter.com/91hb9sz8se"
621,My mom said she was going to take me to the hospital so I started freaking out. Threw up on the living room floor.  Not much the hospital can do for me so whats the point of going?
622,"With my  I find there is often a unattached feeling of despair that attaches itself to moments, the more fitting a moment the more it expands. People then think it's the sad moment that's the issue, but even without that, the depression is still there."
623,"Suffering from serious depression ????  Sucks my plans, times everything ????   "
624,I don't know but today is such a bad day. So much is floating around in my head and I don't wanna do anything. Just wanna lay in bed and cry over how useless and worthless I am. I hate my
625,"Waiting for my ins. to kick in so I can get treated for depression. Until then, for a mere 50 cents I can feed these turtles. They make shit therapists though. They keep telling me to drown myself in their pond so I can become one of them. Its not bad they say ???????????.   pic.twitter.com/0QJRWUgAPH  at McGough Nature Park"
626,Exercise is a powerful tool for dealing with
627,Adulting day  (1) - (thread)  Major depressive episode hit last night...   pic.twitter.com/v5XIiYG8aS
628,"""AUTISM AND DEPRESSION""  ... I hate it when I get the feels... If you suffer from autism, you'll probably get this image...     pic.twitter.com/rz3zmMaK9a"
629,"I have never experienced more of an emotional rollercoaster like I did with my  and  than I did yesterday. Not since I was at least 19. The guilt I feel today for how I treated my child is immense. These disorders are no joke. I'm sorry and I love you, Bug."
630,"We would like to have a conversation on Twitter with an athletic trainer, about the effects seen on  and  when a person with these issues has begun training. We know you're out there! Share your experience and let us amplify it for others!"
631,"Quote:  ,  and  are caused when we are living to please others. Paulo Coelho  pic.twitter.com/Cy8zun5IFm"
632,And I cant do anything about it ????   pic.twitter.com/xviBD0HpaE
633,"""I used to think that the worst thing in life was to end up alone. It's not. The worst thing in life is to end up with people who make you feel alone"".   "
634,You try hard to forget the person whom you loved more than yourself.    pic.twitter.com/SzLSq8MsNQ
635,"sometimes loneliness is more than just being alone in life. it's the idea of doubt, loss and emptiness. it can be having a family but yet noone to talk to about your problems.     "
636,"What I don't know is how to fight the . Lonely at work, lonely at home. Me, my thoughts and silence. You can build a very awful depression on it, doubt it that one can build a positive and happy person from a shit like that. But one can always try, I'll. Advise welcome"
637,"THIS IS  TRYING TO  ME DOWN...DEPRIVING ME OF MY PEACE AND MY SLEEP. THE MISCHIEVOUS ELF REPRESENTS THE REMINDER OF MY , THE DISCOMFORT THE BOY IS EXPERIENCING REPRESENTS HOW MY PAIN IS CONSTANT AND SHARP...I DON'T EXIST TO ANYONE ON TWITTER OR ANYWHERE.????  pic.twitter.com/IrVVVMNkMO"
638,If medical doctors could be trained to assess loneliness and have more places to refer their lonely patients to (other than the pharmacy for their anti-depressant) we may be able to calm the tsunami of loneliness in our country.   pic.twitter.com/sIePoRLeRV
639,"Nowadays, people are feeling lonelier because the quality of friendships and relationships are perceived to be of lower quality than in the past. "
640,//My TL dies in the afternoons.  I've followed about six gazillion people and still get about three tweets an hour.
641,"Sucks that the only place I can go to if I cant handle , is the one I dont feel safe in.   And the only person I can _try_ to ask help if I need it, is the one I dont trust."
642,"Both addictive romantic relationships and toxic friendships leave us lonely. When we are always engaged in power struggles, there is no chance for real connection.   "
643,I don't want to be alone right now. Please the one man who can help me deal with this. Don't make me go through this alone. I'm already so broken.
644,hate being alone man. alone in life alone in my head it just sucks
645,Using  Key Influencer with prediction of  dataset explained by NOMIS lone parent dataset   pic.twitter.com/bkxdfCUsib
646,"don't tell me to cheer up; w/no friends (i want to see), no gf, no pets, i'm prob more  than u are  "
647,"i'm just a lil boat in the middle of the ocean: lost, alone, & always getting battered by forces beyond my control  "
648," 17% of older people are in contact with family, friends and neighbours less than once a week and 11% are in contact less than once a month.   pic.twitter.com/RoNJVWr7m4"
649,When youre so unbearably lonely that you want to die.
650,"Human beings are designed for many things, but loneliness isn't one of them.??    ???????????????? pic.twitter.com/dcEHDhFTOx"
651,"Loneliness can feed depression, and depression can trigger loneliness. The important thing to remember about this cycle is that small steps can help us change. Therapy can help you identify those steps.    pic.twitter.com/T98xRnnlCQ"
652,I feel I shud not b here   pic.twitter.com/U4K4guKRus
653,2 days to our meetup..
654,"Despite the weather we are having, we shall be at the stall with hot food and drinks on Saturday. Come and say hello to the team   "
655,In times like this is when I wonder how it will be like to just be by myself????
656,"Loneliness frazzles the body, mind and soul.  Sounds muted outside of, the sound of silence...deafening.  "
657,My biggest wish is to one day have a true friend. To be accepted the way I am.
658,"My dark side is also part of me. Trying to tolerate my irritation. Guess I need some , but how without feeling guilty in children holiday season   "
659,3 days left until our first meetup..
660,"My phone is now strictly for music, memes, twitter, and YouTube bcx nobody calls or texts me???? "
661,Now playing  -  on Total Dance
662,"In Quebec City, family went to a chocolate store, and spent way to long in there. I wanted to leave because the girl behind the cash register was so damn beautiful. The longer I spent in there the more painful it was.  "
663,Feeling kind of blue today. A good acquaintance from long back has not answered messages on any of their media platforms in a while...What happened to them? ????    pic.twitter.com/lWtx4Ucqy8
664,I Barely Tweet???? I Have No Followers????
665,Loneliness is probably one of the worst feelings there is. Thats why community is such a high priority for us here at Christians Against Poverty. We want our clients to know that theyre not alone - we are on their side.
666,"Not being lonely involves so much more than just being in the company of others: a sense of community, a tribe, common values, goals, shared rituals, shared risks, the warm feeling that you are surrounded 24/7 by people who will risk their lives for you.   "
667,We are drowning in company but dying for companionship.
668,living the moment  losing focus
669,"Next to death, being alone in life is the most feared experience for any human being, regardless of their generational label.  "
670,Can we stop complaining about  until we recognize that we have institutionalized self-sufficiency and pathologized human interaction?  pic.twitter.com/sCFjoC5yOw
671,Breakdown of  systems due to economic opportunities has increased  among  pic.twitter.com/MyLVE432ow
672,"With ageing populations at risk of  and  (and depression's myriad health effects so higher healthcare costs), as well as rising childcare costs, approaches like intergenerational care seem beautifully cost efficient and solve 1 problem with another problem. pic.twitter.com/QouBTSRhR6"
673,Fellow  : How do you deal with  ?
674,Supporting the most vulnerable members of our community who are at risk of  and   pic.twitter.com/4vNqE9Ss0P
675,Not everyone wants to see me happy ????
676," Working on Pill for ... Making something for the millennials, eh? Who can stand the little smug self-satisfied snots!"
677,if anybody wants to talk im here
678,Why it's simple to just stop texting
679,The real question is: why isn't he worth the investment as a long-term romantic partner?
680,Look what's arrived :) 'Connect to' badges for all our lovely  Join us in ending   Contact charlotte@dva.org.uk to find out more:) pic.twitter.com/94Ov7UvENe
681,"Loneliness is quite common in the elderly. Isolation and inactivity may harm a loved ones mental, physical, and emotional health. Visit them and bring them to social events such as family gatherings.      pic.twitter.com/lq9et0AsHq"
682,Big Dog doesn't understand me.
683,is my least favorite thing about life....  pic.twitter.com/JZoErLIrgZ
684,"Something I'm trying to do now - but not succeeding. Thinking of totally abandoning all my plans for Kindness Collective, Camerados, Friendly Bench etc and retreating back into my flat and never getting involved with anything again.    pic.twitter.com/OeYiaUa0WG"
685,You haven't experienced  until you've reached the last cage in the frozen chamber of a 40ft trailer.
686,Winter and holidays can be challenging seasons for older adults--especially for those living alone.  Come to EPL September 5 at 6:00 PM to learn ways to deal with . Our special guest will be Cris Hughes from AARP.  pic.twitter.com/rh0S4FhIm9
687,Loneliness is as bad for your health as 15 cigarettes a day. Let that sink in
688,Music is my refuge. I can crawl into the space between the notes and curl my back to loneliness.      pic.twitter.com/an8NoNTB6r
689,Its NORMAL to feel lonely when you dont have a partner and you want one.  is an emotion that signals that a need is not being met. Its not something you get over by thinking it away or by making more friends.
690,Ke na le problem le  guys... there are way too many of us in the world to have some people find themselves lonely and alone.
691,Any NA gamers out there? Ive got no friends here...
692,"Just realized the last time I was someones type, I was donating blood... "
693,I always complain about being bored and having no one to hangout with but as soon as someone asks I say no because Ive accepted the fact that I love my bed too much to leave it
694,"In utter loneliness, a writer tries to explain the inexplicable. ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? -?? John Steinbeck  "
695,Life can be so lonely sometimes.
696,Thank you  for highlighting  as an Epidemic.  We humans are pack animals and not meant to live in isolation. We dont have the speed of jaguars or the strength of gorillas but we do have social connections skills. We need each other to survive.  pic.twitter.com/FR89506MZ7
697,When you go out and try to be a part of life & end up feeling like you are less a part of it then when you started.   pic.twitter.com/J625NXrWDb
698,"It doesnt help that I live on my own in a bachelor apartment the size of a storage locker. I need to find a bigger, & better apartment. , "
699,"Sometimes I want to apology just to make things better.  I have nothing to apologize, very opposite of that, I deserve an apology.  But my heart smells of loneliness and desperation...  "
700,"In addressing loneliness, a danger that we must watch out for is indulging in the sexy new robotic industry to provide the lonely with robot companions.   pic.twitter.com/4QafHgHhnj"
701,This is why our services are so important   pic.twitter.com/4m1znv2l7T
702,150   ????????????????????????2???????????????????????????????????????????????????????   ??????????????????????????????????????????????????????????w   ????????????????????????????????????????????????????????????????????     ?????????????????????????????????????????????????   ??????????1????????????????????????
703,149    ????????????????????????  ??????????????????????????????????w  ?????????????????????.......   ??????????????????????????????????????????????????????  ????????????????????????????????????  ?????????????????????????  ??????????????????????????????????????????????????????????????????????????????   ???????????????????????????  pic.twitter.com/Q2vTLYkGYm
704,148  ??????????????????????   ??????????????????????????????????????????ww  ?????????w   ?????????????????????????????????????????????????????????   ?????????????????????????????????????????????????????   ???????????????????????????????????????
705,147  ??????????????????????????????????????? ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????  ?????????????????????????????????????????????????   ???????????????????????????????????????????????????????????????????   ?????????????????????????.......
706,146    ?????????????????????????????????????????????????????????  ????????????????????????????????????????????????????????????????????????????????????????????? ??????????????????????????????????????????????????? ???????????????????????????????????   ????????????????????????????????????????????.......
707,145  ????????????????????????????????????????  ???????????????????????????????????  ???????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????  ??????????????????????????????????????????????????????  ?????????????????????????????????????????????????????????????????????????????????
708,144   ????????????????????   ????????????1??????????????????????????????????2???????????????????????????????????????????  ???????????????????????????????????????????????????????????????.......   ??????????????????????????? ??????????????????????????????????????????????????  ????????????????????????????????  ???????????????.......
709,143  ???????????????????????????????????????????????????????????????  ??????.......   ????????????????????????????????????ww   ????????????????????????   ??????????????????????????????????????????????????????????????????????????????????????????????w  ?????????.......   (??????????????????????????????????????????)  pic.twitter.com/mJzsZjI4AY
710,142  ???????????????????   ???????????????????????????????????   ??????????????????????????????????????????????????ww????????????????????????????   ????????????????????????????????????????????? ?????????????????????????????????   ?????????w????????????w  pic.twitter.com/2hJYbiVJnU
711,141  ??????????????????????????????????????????????   ???????????????????????   ????????????????????????????????????????????   ??????????????????????????????????????????????????????????????w   ???????????????????????   ?????????????????????????????????????????????????????
712,140  ?????????????????????????????????????????????????????????????????????????????????????  ?????????????????????????? ?????????w   ???????????????????????????????????????????????????????????????????????????????????ww   ?????????w.......   ??????????????????????????????w    ????????????????????????
713,139   ???????????????????????????????????????????????????????????????????????   ??????????????????????????????????????????????????????????????w   ??????????????????????????????   ????????????????????????   ??????????????????????????????????????   ???????????????????????????????????????????  ????????????????????????
714,138    ?????????????????????????????????????????????????????????????????????????????????????????????????2????????????????????????   ????????????.......   ????????????????????????2??????????????????????????????????   ????????????????????????????????????????????????????   ??????.......   ????????????????????
715,137.5  ?????????????????????????????????????????????????????????????????????????????????   ?????????????????????w??????????????????????????   ??????????????????????????????????????   ???????????????w??????????????????w  ?????????????????????????????w   ??????????????????????????   ????????????????????w  pic.twitter.com/tAiKEuhgZ3
716,137  ???????????????????????????????????????????????????????????w   ????????????????????????????????????????????????ww   ???????????????????????????????????????????????????????????   ???????????????????????????????????????????????????????????????w   ???????????????????????   ??????????????????w
717,136  ???????????????2?????????????????????????????....  ?????????????????????????????  ????????????????????????????????????  ???????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????   ???????????????.......  pic.twitter.com/4zVyJpDKc3
718,135   ?????????   ?????????????????2??????  ?????????????????????????????????????   ?????????????????????????????????????????????????????????????????????????????   ?????????????????????2?????????????????????????????????????????????????????????????????????????????????
719,134   ????????????????????????????????????????????????????????????????????????????????   ????????????????????????.......   ???????????????????????????????????????????   ????????????????????????   ?????????????????????????????????????   ????????????.......  ???????????????????????????????????????????????????.......
720,133    ?????????????????????2??????????????????????????????????????????????????????????????   ??????????????????? ??????????  ???????????????2???????????????????????   ????????????????????????????????????????????????w   ???????????????????????????????.......   ???????????????????????????????????????  ?????????.......  pic.twitter.com/k1dJsD31gy
721,132    ????????????????????????????????????????????????????????????????????  ???????????????   ????????????????????????   ??????????w????????????????????????????????????    ???????????????.......   ????????????????????????????????????.......  ???????????????2??????????????????????????  pic.twitter.com/RdzmWejXLZ
722,131  ????????????????????????????????????????  ??????????????????????????????????????????????????????????????  ??????????????????????????????????????????????????????????????.......   ??????????????????????????????????????????????????????????????.......   ????????????.......w
723,130  ????????????????????????????????????????????????????????????????????????????????????????  ????????????????????????????????????????????   ????????????????????????.......????   ????????????????????????????????????????w   ??????????????????????????????????????   ???????????????????????www   ??????????????????????????????????
724,129   ????????????????????????????????????   ????????????????????????????????????????????????....... ????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????  ??????????????????????????????????????????????????????????????????.......   ?????????????????????????.......
725,128  ?????????????????????????????????????  ???????????????????????   ?????????????????????????????????????????   ?????????????????????????????????????????????????????????????????????  ???( ????????????????????????? )   ???????????????????????????   ?????????????????????????????????????????????   ?????????  pic.twitter.com/iAprwpAnjK
726,127  ???????????????????????????????????  ???????????????????????????????????????????????????????????????????????  ????????????????????????   ?????????????????????????????????????????????????????????????????????   ???????????   ?????????????????????????????????????w  pic.twitter.com/tTr94bGuGf
727,126  ??????????????????????????????4?????????????????????????????????????????????????????????????????????   ???????.......?????????????????????????????  ????????????.......???????   ??????????????????????????????????????????w  ?????????????????????????????????????????????????????????????????????????????????ww   ??????????????????????????????????
728,125   ?????????????????   ?????????????????????ww   ????????????????????????w??????????????????????????????????????????????   ????????????????????????????????????????????????????????????????????????ww   ?????????????????????????.......    ????????????????????   ??????????????????????????????????????????????w  pic.twitter.com/4EQO8kFgbo
729,124  ???????????????????????  ??????????????????????????????w    ?????????   2????????????????????????   ?????????  ?????2??????????????????????????????  ????????????  ???????????????????????????????????????ww   ?????????????????????????????????????????????????ww   ???????????????????  ??????????????????????????????w  pic.twitter.com/c6NCrT1pUF
730,123  ????????????????????????????????   ?????????????????????????????  ?????????????????????????????????????????????????????????????????????w   ??????????????????????????????????????????????????????????????????????????????w  ?????????????????????w   ?????????????????????? ????????  ??????????????????????????  pic.twitter.com/frGftfFjOV
731,122   ???????????????????????????????????  ???????????????????????????????????????????????????????????   ???????????????????????????   ??????????????????????????????????????????????   ????????????????????????   ????????????????????????????w   ????????????????????????????????????   ???????????
732,121   ?????????????????????????????????????????????????????????????????????????? ??????????????   ???????????????.......   ??????????????????....... ????????????.......  ?????????????????????????????????  ?????????.......   ???????????????????????????????????????????? ??????????????????????????????????????????????
733,120   ???????????????????  ??????????????????????????????????????ww  ????????????????????????????????????????????????????????????????????????????????    ?????????.......  ?????????LINE????????????LINE????????????   ??????????????????????????????????????????????????????????   ??????????  ?????.......????  pic.twitter.com/rLDG4ogYnz
734,119   ?????????????   ???????????????????  ???..............??????????????  ?????????????????????????????????????????????????   ???????????????????????????????   ???????????????????????????????????????????  ????????????????  pic.twitter.com/DwBKQdEl5J
735,118   ????????????????????????????????????????????????????????????????????????????????????   ???????????  ?????????????????????????????w  ??????????????????????????????????????????????????????????  ??????????????????????????????????????????????????  ???????????????????????????????????.......  pic.twitter.com/ZeQ2QHgY0U
736,117   ??????????????????????????????????????????????????????   ?????????????????????????????????????????????????????  ??????????????????????????????......  ?????????????????????????????????????????????????  ?????????????????????????????????????????????????????????????????????????????????????  ?????????????????????????????  pic.twitter.com/WH8Ft96AfL
737,116   ?????.......   ??????????????????????????????   ????????????????????????????????   ?????????????????????????????????????????????????????????????????????????????????????????  ???????????????????????????????????????????????????????????????????????????????????  ???????????????????????????????????????????????????????????  pic.twitter.com/8lZLYcgAFG
738,115    ???????????????????????????????.....   ?????????????????????????????   ??????????????????????????????    ??????   ??????????????????????????????????????   ?????????????????????????????????    ?????????.......   ???????????????????????????????????????????????????? ?????????????????????????????????????????  pic.twitter.com/5UJzYacFtj
739,114  ??????????????????????????????????????????????????????????.......?????????????????????????   ?????????w??????????????????w??????????w   ??????????????????????????????????????????????????????????????????????2?????????????????????????   ?????????????????????????????????     ??????????????????????????????????????????????????????  pic.twitter.com/8JfdnOID7w
740,113   ??????????????????????????????????????????????????????????????????????????????????????   ???????????????????????????????.......   ????????????????????????????????????????????????????????????????????????????????????????????   ????????????????????????????????????????????.......  ???????????????????????????????
741,112    ?????????????????????    ??????????????????   ??????????????????????????????????  ????????????????????????????????????????????????????????????????????   ????????????????????????????????????????????????????????????????????????????????????????   ??????????????????????????   ???????????????????????????
742,111  ????????????????????????????????????????????ww   ???????????????????w  ????????????????????????  ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????   ??????????????????????????????????????w   ???????????????ww
743,110    ?????????????????????????   ???????????   ??????????????????????????????????????????   ????????    ????????????????????????w   ?????????????????????.......  ??????????????????????????????  ???????????????????????.......   ?????????????????????????????????????????
744,109   ??????????????????????????????????   ??????????????????????????????????????????????????w   ?????????????????????????????   ???????????????????????????????????????????????   ?????????????????????????????????????????????????  ????????????????????????????????  pic.twitter.com/oQKuNeY8Sy
745,108  ??????????????????????????????????????????????????????   ???????????? ????????????.......????????????   ??????????????????? ????????????????????   ?????????????????????????????????????????????????????????????????????????????????????????????????????????????????   ???????????  pic.twitter.com/v7HSPlUyft
746,107   ???????????????????????????  ?????????????.......   ??????????????????????????   ??????????????????????????????????   ???????????????????????????????   ???????????????????????????????????????????????????????????????????????????????????????????????????????????????????   ?????????.......?????????????????
747,106   ??????????????????????????????????????????????????????????????????????????????????????????????????????????????    ????????????   ???????????????????????????????????????????????????   ??????????????   ??????????????????????????????????????????   ??????.......     ????????????????????
748,105    ????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????  ?????????????????????w?????????????????????w   ?????????????????????????????????????   ????????????w  ???????????  pic.twitter.com/hk5DWfjQ6P
749,104  ???????????????????????????  ???????????????????????????????????????????????   ???????????????????  ?????????????????????????????????????????????????????????????   ?????????????????????ww  ???????????????????????????????????????????w   ?????????????   ??????????????????????????????????????????????????????????????????????????????
750,103   ???????????????????????????????????  ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????? ?????????????????????? ????????????????????????????????????????.......    ?????????????  ??????????????????????????????????????????????????????????????????????????????????????????  pic.twitter.com/boKg7TqAj7
751,102  ???????????????????   ????????????   ???????????????w?????????w   ?????????????????????????????????????????????????????2???????????????  ????????????????????????????????????????????? ???????????????????????????????????????????????????????????????????????????   ???????????????????????????????w???????????????w  pic.twitter.com/3tH2gx1UMc
752,101  ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????   ??????????????????????????????   ????????????????????????????????????????????   ??????????????????????????????????????????????
753,The person who tries to keep everyone happy often end up feeling the loneliest????????    pic.twitter.com/bycoisYJ9A
754,"    ??, ??? ?????? ?????????????.  --- ???????????? ??????? ??????? ???????:) ????????? ????????? ??????? ???????????? ??????? ???????????? pic.twitter.com/GSIrFcABIp"
755,"As social creatures we need to make social connections... nowadays we dont band together to hunt for food. We need adequately maintained friendships to ward off , which can lead to depression, immune system disorders, disease-causing inflammation.  pic.twitter.com/XPnlrQCyHH"
756,"Being single is not that bad, you got time stay focus on your plans and goals, you dont even have to deal with drama. Until 11pm hits and loneliness comes along ????   "
757,A boo would be nice but nobody loves me ????
758,Now playing  -  on Forever Hits
759,????? ?? ???? ?? ?? ??? ????? ??? ??..!
760,Staying alone .. Meditation time ... Sufian Session ...  :)
761,What are you doing if you feel lonely?
762,Premier League starts today???? it will definitely keep my mind off things.
763,Relation and connection are not somewhere and sometimes but everywhere and always' Emerson
764,WHO THE FUCK WANTS TO be my friend and talk about some random shit? I has the lonelies ????    pic.twitter.com/5fVLFsmCbT
765," again,  my oldest,  only friend."
766,How far a lonely person can go.   pic.twitter.com/GbdKxgZodH
767,"I can't get the images of  out of my mind. Everywhere was busy. It's not like there's no money around,  more like there's no will to change the status quo. "
768,"Where are you right now? At a cross-road of  with despair & ? Calm down! Jesus Christ knows where you are, how to get you out & how to get you back to life....Not just an empty life but a purposeful, meaningful, abundant & an eternal life! "
769,"If you have NEVER experienced , you cant pass& shouldnt be passing on decisions people make out of hopelessness & utter desperation.  Trust me, I know!   to the hopeless, theyll buy it!"
770,Im 4 anything thatll help but gun laws/background checks arent enough. We have a  problem n this country. Until we alleviate the unnecessary suffering n this country we will continue 2 experience the consequences. Hurt ppl hurt ppl. Love & support prevents & HEALS
771,How can i impress my crush if i always start acting weird when she talks to me or near me
772,One of the common misunderstandings about depression is that it's similar to feeling sad or down. Sometimes a people with hopelessness feels depression or vice versa.     pic.twitter.com/iS5JSTQKPP
773,"Wont be watching Veronica Mars anymore. Wasnt it enough that she lost Lilly, Duncan and her own mother? Ya gotta strip her of everything? Theres got to be something uplifting in a show that makes you wanna keep watching. Makers of Veronice Mars you screwed up. BAD. "
774,"Join us for a chat over tea on the 26th of July, Friday at 05:00 PM to share your thoughts and inspire others on  from ! Venue: Costa Rica, Bahria Phase 7 CUPSHUP - Where communities meet, opinions are valued and stories are heard  pic.twitter.com/gdxq3FKZbK"
775,"When I meditated and was healthy, i was much happier and contented...when I had my stroke in the 90's, less so. With my maladies and  burnout last decade, even more less so. The  was pervasive. Discovering this technique gave me some emotional control back...  pic.twitter.com/YS6sWOvlr3"
776,??????????   i can't wait for the bridge to eventually collapse so i don't need to jump off myself. ????   pic.twitter.com/lMO6Tds2He
777,Days are really hard. Some of them are excruciating. Sometimes I cant see the end.
