hashtags,place,text,user_description,user_location
,,@DrRPNishank I want to tell something plz notice why r u telling lies in any platform such as news that students mails me to go to exam if u r not brave enough to tell the truth u don't tell lie statements I wish to God that plz infect u and u r relatives in Corona by u know pain,,
,,OH NO!! 31-Year Old Pregnant Woman Dies After Contracting Coronavirus At Surprise Baby Shower In Brazil https://t.co/e9kGE0J7GL,Website designer and promoter,
,,"RT @JRubinBlogger: if 1,000 people are dying from covid each day isn't America more dangerous now combat zones in the last few wars?",#TheResistance #ConEllaSiempre #FIGHTFASCISM #BlackLivesMatter #WearAMask #BidenHarris,
,,"RT @jaketapper: From the beginning of the GOP convention on Monday until 5 pm ET today, 3,688 people in the U.S. died from coronavirus. Mor…","#MizzouMade Ol’ Mizzou Swimmer,  IMH finisher, Consultant, “Without data, you are just another person with an opinion.” - W. Edwards Deming","Chicago, IL"
,,"RT @theAliceRoberts: Parents seeing through the government’s oversimplified rhetoric and resisting heavy-handed threats. 
https://t.co/Barj…","Loves Sport, Music, Modern History, Geography, STEM (particularly Chemistry), supports our wonderful NHS",Proud EU citizen
Eagles,,@JTBoz19 wouldn't go that far. Injuries are part of this game. No offseason hurt him. Thought the #Eagles should have used pandemic excuse to run it back with Peters one more time anyway,"#NFL 🏈, #Eagles insider 🎙️📝for @JAKIBMedia, @sinow, @thephillyvoice, @SIRIUSXM, @SportsMapRadio, @ExtendthePlay & #FootballFix on @1490SportsBet. DM Me",Philadelphia
,,"Be informed. ""The new @sanofi coronavirus vaccine will use the same AS03 adjuvant that caused narcolepsy when used in the H1N1 flu vaccine."" Take 6 mins &amp; watch the video! https://t.co/Eq0goV1Ond","I am a follower of Jesus Christ, wife and mother to three fine young men.",Ontario
,,RT @MomentsIndia: Climate activist @GretaThunberg opposed the decision to conduct JEE and NEET exams during the COVID-19 pandemic. https://…,,
,,@FoxySparkles23 Germany / France right before Covid hit.,"My eyes are hard my soul is cold. My heart died a lifetime ago, my body will eventually catch up.",Earth
,,RT @sarahcpr: The RNC will likely be deemed a super spreader of both coronavirus and bullshit propaganda,20 | #blacklivesmatter | She/Her,"California, USA"
StudentsLivesMatter,,"RT @vanessa_vash: Dear @UN HE Secretary General Mr @antonioguterres, 
Plz SPEAK OUT for #StudentsLivesMatter in India 🇮🇳. Millions of stude…","Student || Optimist || Dreamer || Activist ||
Instagram kashaf_kaif 🇮🇳",
,,RT @isrxakhvn: i have seen more marriages in this pandemic than i have seen in my whole life,hi I’m pro-choice,
,,RT @SenStabenow: This decision is completely irresponsible. Widespread testing is necessary to get people back to work safely and save live…,,Twin Tiers / Finger Lakes NYS
,,cpd corona storyline gonna be like: haileys flight is delayed and she’s quarantined in ny,put that in your pipe and smoke it || ♡ @jjxmaybank,she/her •• 20 
,,RT @_redhottt: “In a pandemic?”,Weirdo.,
NEETJEE2020,,RT @AlexandriaV2005: Youth in India are trying to save their educational futures amidst the Covid and Climate crises. The #NEETJEE2020 exam…,🇮🇳🙃EVERY THING WILL BE OK🙃🇮🇳,
,,"RT @scotgov: Next week, FM @NicolaSturgeon will announce her Programme for Government.

It outlines work we'll do to support our economic a…","Scottish Politics News is part of IMAD Scotland Group 
(Scottish Media Marketing Design) @imadscotland 
20 websites 50 social media profiles","Airdrie, Scotland"
PostponeExams_Or_ResignModi,,"Students are not experimental animals to check whether corona will spread. 

#PostponeExams_Or_ResignModi","Should have consulted with Kejriwal and enforced odd- even in Universe. Half the population on odd days, other half on even days.","New Delhi, India"
,,RT @_aaronhilll: They would’ve been taken care of COVID https://t.co/Aw8ofzA49v,classic rock. also frank ocean. and multiple tv shows. martin scorsese. dean winchester lovebot. 19. she/her.,
,,"RT @bostonherald: Mental distress, suicidal thoughts impacting more Americans due to COVID-19 pandemic https://t.co/Lb4AnQPwSz","Reporter, The Sun, Lowell, MA. Husband, father-of-three, twin parent, mentally ill. Violence is stupid. I retweet as many sunsets as possible.","Lowell, MA"
,,RT @desimojito: The address is of Lahore 😂😂😂😂,"No guts,No glory
No legend,No story🇮🇳

Engineer
👮

Har Har Mahadev 🕉️🚩
feerless..My thoughts r my own.
I will protest even if I m alone..
Sanghi
Mariner 🚢",अखंड भारत 🚩
,,"RT @INC_Andhra: APCC vice president @ShrutiDevi Garu, expresses her solidarity with the students who are demanding that the NEET and JEE ex…",,
,,"RT @Ghazal43703110: Any provision regarding covid-19 that german embassy in tehran says, will be obeyed by us.
In the case that you start w…",,
,,"@takezopure This is gonna get worse 🤣

Wear a mask when alone at home",I exchange tweets for lean muscle mass. Snorting creatine is my side hustle.,Take a look 👉🏽
99countymeetings Derecho CARESAct COVID19,,".@ChuckGrassley started off today with a stop in Sioux City as part of his annual #99countymeetings. During the Q&amp;A, he and the group discussed a range of topics:
 
- #Derecho recovery
- Schools reopening
- #CARESAct
- #COVID19 https://t.co/9AzK0pJlVl","Press office of U.S. Sen. @ChuckGrassley of Iowa, chairman of @SenFinance.",
,,RT @_aaronhilll: They would’ve been taken care of COVID https://t.co/Aw8ofzA49v,#BlackRoseForever #LLD #LLB🖤🧡,On my wave
ConstitutionOverCoronavirus,,RT @TomFitton: Stop the madness. Open up our society. #ConstitutionOverCoronavirus https://t.co/efem8acmu7,"I support President Trump, military, vets. MAGA 🇱🇷🇱🇷This is not a dating site. Please no DM’s. God Bless the USA",USA
,,"RT @FaizuSiddiqui1: Shocking Fact: There are a total of 233 exam center cities for JEE, out of which 218 cities (93.5%) are Covid-19 hotspo…",,
,,RT @GeoffRBennett: 🚨 Charlotte’s county government says 2 RNC attendees and 2 support staffers have tested positive for COVID-19 https://t.…,,
,,update covid test came back Negative. thank god.,overall @romansector @4XGODS,"horizon, dare, max, 51m"
,,"RT @C_3C_3: They used the Coronavirus to stop Trump from having a huge speech in a sports arena.

Because they didn’t want us to see that a…","Love My God, My Husband & His Awesome Beard,
My 3 Chicks🐣 🐤🐥...& My Coffee ☕ #MAGA",
,,"RT @carmindabrendel: In the absence of monoclonal antibodies to the novel coronavirus, pathologists can’t verify if SARS-CoV-2 is present i…",,
,,"RT @Tricky_1: We know Birmingham is on a covid watch list, but you don't need a test centre.

Think of the money we'll save

https://t.co/5…",,
,,RT @DKShivakumar: Lives of our Students must not be risked when the Corona pandemic is raging across India. They are our future nation buil…,BJP sucks,
,,"RT @versharma: The RNC Ended Without A Single Mention Of How Many Americans Died From Coronavirus. (Yes, Really).

I am floored. We triple-…","When in danger,
When in doubt,
Run in circles,
Scream and shout.",
,,"RT @SaralPatel: Congress MP Who Died Of COVID-19 Had Raised It In Parliament, Was Cut Off  https://t.co/QpxIJzvv6y",,
,,"RT @jemelehill: The NBA season is going to be cancelled because of racism, not COVID. Think about that.",chase your dreams 〰,
,,"RT @KaoHua3: Dear @JoeBiden 
Dear @KamalaHarris 
Please speak out about the millions of students in India who are being forced to take the…",Student,
,,RT @RealDeniseWelch: The question I have been asking and NO ONE will answer. How many deaths in the U.K. are registered as COVID-19 when a…,#bluelivesmatter,United Kingdom
,,"RT @collective2020: The 2020 Collective will take place on Oct 9-11 at The Coliseum at The Marion County Fairgrounds in Indianapolis, India…",Bearded. Cat lady. Comic book nerd. Horror fan. Pizza lover. Sarcastic. Wrestling mark. Sometimes I write. @PWPonderings,"Brooklyn, NY"
,,"RT @killianm97: I want to make a short thread about Ireland's COVID Tracker Ireland, the Coronavirus Contact-Tracing App for Ireland, relea…",aint gonna baylon you,"Waterford, Ireland"
,,"RT @LOLGOP: Trump's GOP wants to cancel cancer patients' health insurance, women's birth control coverage, trans people's rights. climate s…","Dad, Grandpa, former Republican","Florida, USA"
,,RT @Americans4Arts: “The art room at our school is a safe space.” But schools across the country may lose these creative safe spaces when s…,"Music studio: private classical piano lessons, private classical singing lessons, private speaking voice lessons, master classes",Country Sq Dr Carrolllton TX
,,Mapping tool highlights NIH-funded small business successes https://t.co/rklIQx6D4o,,
,,"RT @hannahlchinn: due to the COVID-19 crisis, the rate of household food insecurity in the US has doubled. it's even higher for families w/…",@TechnicallyPHL Reporter via @Report4America. Music Producer. | 🇵🇦 | Bylines: @WHYYNews @okayplayer @Remezcla @RecordingAcad | #TheBestIsYetToCome,On My Way
,,"RT @NaomiBiden: When Trump praises the huge size of his crowd tonight, let's not forget: the same number of people died of COVID-19 today a…",I am what life has made me.. A Radicalized Leftist and Black Activist. Trying not to lose faith in Humanity.,
IceCream,,"RT @GlobalBlackPink: VOTE for #IceCream by @BLACKPINK &amp; @selenagomez, @B1039Radio play the winner on the radio tonight at 9p. Hit the link…",💕JENCHULICHAENG STAN💕 SURVIVED 28AUGUST,
,,Another case where someone was reinfected with C19 https://t.co/j2VZxqqKdN,PhD researcher & consultant. Value kindness & evidence-based reporting. Happily married. Love Rough Collies 💕 Volunteering by tracking C19🔎 No 🔑 accs. No DMs,Lake Leo
,,RT @HeartsAboundUSA: @kyledcheney @donwinslow Now Kyle PLEASE PLEASE use my pinned official GOV DOCUMENT about what POMPEO did to this coun…,,
Help,,"Support Wayan#Bali#Driver#Tustworthy#If anyone needs a driver in Bali, he is the ""go to"" guy#Can provide good hotels and plan great itinerary#Corona has severely affected his earnings# He has wife and kids to feed# Phone-+6281999435833, +6281999255080
#Help him https://t.co/7OgXN5PBT1",I have chutzpah.🔥,
,,"RT @KamalaHarris: “We are focusing on the science, the facts, and the data.” —Trump","I love to look out my window, see Mount Si and know this is why I live here.","Snoqualmie, WA"
celebsforsmallbiz,,"RT @charlwadephoto: 💚Hello #celebsforsmallbiz I am an artist working from home. I love creating happy, colourful positive gifts to make peo…",Jewellery Guru inspired by nature & purveyor of Girly Gifts inspired by my daughters #SBS Winner June 2019 #Queenof Winner 2018,"Torbay, England"
,,@jsandiegoo I've waited hours to schedule a corona test when we were at our peak in late June. Desperate times call for desperate measures. My job was on the line if I couldn't produce a negative test result.,"Melody!! Cardinals, Suns, DBacks, Coyotes... Arizona! Gamer... Heart of a Champion!","Arizona, USA"
,,RT @LubanaManoj: Today along with @nsuipuchd team protested against the govt's decisions of going ahead with conducting JEE/NEET exam amid…,,
,,RT @ASUCAAVP: Our wonderful AAVP in action during the ASUC COVID-19/Social Norms Town Hall happening now! https://t.co/6JsoAucnwf,"Computer Science, Academia, Politics, Sports, and Puppies. I do things for @ASUCAAVP. Cal ‘23 🐻 🇺🇸🇩🇪🏳️‍🌈 he/him","Berkeley, CA"
AntiStudentModiGovt,,RT @nsui: Arunachal Pradesh NSUI activists staged a protest against the decision of #AntiStudentModiGovt to hold JEE &amp; NEET exams during th…,,
,,RT @LicypriyaK: Government postponed all the exams when COVID cases was only 500. Now COVID cases cross 3 millions and Government wants to…,,"Pune, maharashtra "
,,RT @sarahcpr: The RNC will likely be deemed a super spreader of both coronavirus and bullshit propaganda,"And in the end, the love you take, is equal to the love you make.

Widowed Mom of 4. Breast cancer fighter. Hospice Social Worker.",
,,Top 5 Skincare Products for 2020 That Are Quarantine Approved! https://t.co/FvauHmxC4W,The COULEURZ magazine is a New York established lifestyle magazine for people that love to live life with style.,New York
,,"RT @AdamBienkov: Amazing admission buried at the bottom of this Richard Littlejohn column in the Daily Mail, berating people for working fr…","Labour Cllr,  Deputy Leader Labour Group,Breckland District and Dereham Town Council. GMB & Unison member. PPC Mid Norfolk 2015. Ex NHS .","Dereham, Norfolk"
,,"It seems that we are entering an era of low interest rates in the US and Europe. Hopefully, this new monetary policy will help us recover from the COVID-18 economic crisis. What about developing countries?","Professor of Economics, U. of Minnesota:  General Equilibrium,  International Trade,  Macroeconomics,  Latin America.  He/him. @UMNews @IDEA_UAB @uvigo @ITAM_mx","Minneapolis, Minnesota, USA"
covid19,,"RT @DrLeanaWen: Coming up @CNN with @KateBolduan: @CDCgov predicting we will reach 200,000 deaths from #covid19 by mid-Sept. It doesn’t hav…",#bidenharris,"Columbus, OH"
,,RT @AlisonKuznitz: Mecklenburg officials raised concerns about a lack of social distancing and mask wearing during the business meeting of…,"NYT best-selling author of NA Romance, Paranormal Romance, & YA Fantasy. Awkward people need love too. ❤️ #EpilepsyWarrior💪🏼 She/her","Austin, TX"
,,"RT @benshapiro: Quick everybody forget what you said about social distancing last night during Trump's speech, guys",Retired 🇺🇸🇺🇸🇺🇸,
,,"@playingwithdust I can’t believe they still have it?

Have they at least updated it for the times?
No drugs, no accepting payments for planning decisions, no Golf Dinner’s during a pandemic?","I write code, as a last resort.
I make it simple, when I can.",404
,,@SBSportsDiva Don't be angry. Wear a mask and socially distance,"Liberal, animal lover #BLM #RESIST
Mom to 4 rescued cats and 1 rescued dog. NO DM

Get in good trouble. Necessary trouble. John Lewis","California, USA"
,,"RT @edgarrmcgregor: Please support our fellow youth in India.

They are being forced to take critical exams IN PERSON during a raging pande…",,
Traitor TrumpVirus scumbag,,'Bills kept coming': families of US Covid victims forced to crowdfund funerals https://t.co/viRcOmCznb #Traitor #TrumpVirus @realDonaldTrump  #scumbag,"Ninja Hit-man
fundamentalist assassin for fun and profit",Oregon
SpeakUpForStudentSafety,,"RT @LubanaManoj: #SpeakUpForStudentSafety
A girl's has committed suicide due to the fear and anxiety of JEE/NEET exam during this pandemic.…",BE HUMBLE.,
,,"my dad is been tested corona + and I'm crying 
😭😭😭","dianxia's personal pube trimmer
she/her 
 1⃣9⃣ , desi (•ω•)
2ha, svsss, mdzs, tgcf ,spl, danmei , BLs  in general
  👉👈",heavenly ass
,,"RT @ProjectLincoln: It can still takes 10 - 15 days, if not more, to get a COVID-19 test result.",864511320,Coast to Coast
,,"RT @TheRickyDavila: Putrid US Senator Rand Paul has literally blocked Covid relief, he’s blocked lynching from becoming a federal hate crim…","A retired/disabled teacher/coach. No DM's, only will comment through Public Twitter Feed.","Sneads Ferry, NC"
appointment Staysafe Coronavirus,,"Please be aware our School Reception is currently appointment only due to Covid-19. You can book an #appointment by calling us on 0121 773 8156 or by emailing us at info@arkboulton.org

Remember to check out https://t.co/Kg8IXwMEPu for the latest updates!

#Staysafe #Coronavirus https://t.co/ie7xH6yOdu",Ark Boulton Academy providing education for 11-16 year olds in Birmingham. Ofsted rated Good Provider. Part of @ArkSchools Network,"Birmingham, England"
,,RT @RealDeniseWelch: What I find baffling is the amount of well known people messaging me privately to give me support scared shitless to s…,"Politically angry, philosophically tolerant, animal friendly🍃🌍🌱","Cardiff, Wales"
,,RT @MollyJongFast: We’re four days in and already this is happening...... https://t.co/yHHew1g9pf,"INTJ,IT BA, Wrestling Mama, snark and sarcasm enthusiast",All up on @eclipsbarber
,,"RT @CNN: A well-known coronavirus model previously cited by the White House forecasts more than 317,000 US deaths from Covid-19 by December…","Mother, Daughter, Friend, Lover of Life, Nature & all things happiness. Not left, not right. Just looking for the most peaceful path through this crazy world.",
,,RT @sadboimeg: i really had six months in quarantine to get hot &amp; all i did was get drunk at home smh,,"Las Vegas, NV"
,,"@Sifill_LDF I'm not moved by this at all. We need more than a moment of silence. We're being hit from all sides - COVID, unemployment, a racist CJ sys. What else are they gonna do? Donate money? Contact their sens/reps? Apply pressure w/their influence where we can't? ❌bare minimum",Beyonce glee club enthusiast. she/her. queer. foul mouthed. I talk alot of shit. womanist. #allblacklivesmatter unapologetically Black. #neurodiversesquad #adhd,
superspreader GOPCorruptionOverCountry TrumpVirus BidenHarrisToSaveAmerica,,@therecount Might have been safer for Ghouliani to go back to the crypt rather than hangout in the Covid crowd super spreader event. @RudyGiuliani @realDonaldTrump #superspreader #GOPCorruptionOverCountry #TrumpVirus #BidenHarrisToSaveAmerica,Environmental activist. Father and grandfather. Avid angler. Let’s leave our world a better place for future generations.,"Seattle, WA"
,"Dublin City, Ireland","Ah😕
Second level students really having a rotten time of it. https://t.co/w4fcr4YNkw","Nuts about Dublin, driven nuts by Dublin.
Sustainability, cinema, coffee, data science, Labour and life.","Dublin City, Ireland"
,,"RT @PMLUCKNOW: Supreme Court In UGC Matter: We cannot cancel Final Year Exams but Postpone it due to Covid-19

Supreme Court In JEE/NEET Ma…",Who reads these anyways?,Delhi
CmonMan,,@JarredWhite7 @JoeBiden Name one significant way he would have reduced deaths. He criticed Trump for CUTTING OFF HUDREDS OF PLANES ARRIVING FROM CHINA DAILY IN JANUARY. THAT WAS THE FIRST TIME BIDEN MENTIONED COVID-19...TRYING TO KEEP THE FLIGHTS ROLLING IN FROM THE SOURCE OF THE VIRUS. #CmonMan https://t.co/wotYJ6O0du,#FreeThinker #StopDividingUsByRace #AllLivesMatters #Bitcoin,
,,We would only be so lucky. https://t.co/5QXYblU6lG,Louisiana to Denver,
covid,,"RT @B52Malmet: There are so many things I hate Trump for; kids in cages, lack of response to #covid, a gazillion lies, racism, being Putin’…",,
,,Loving @delta a little more each day! More airlines should follow this example. Oh and middle seats blocked until January 2021..  Delta will be my choice for sure! https://t.co/2wLxSk1gJQ,"Digital governance & Communication Foodcurious. Coffee lover. Into yoga, the environment, analytics, social media, KM. Happy to be a lifelong learner & sharer","Washington DC, USA"
,,RT @Pramod_CPKota: Aprox 60% people (65 lacs = 25 Lacs students + 40 Lacs parents) will travel from one city to another due to JEE/NEET exa…,student,
,,‼️‼️‼️ signal booost https://t.co/SN3RRUtcgQ,24. FSU Alumna🏹. FOLLOW @adrinks876 on IG 🥂 link in bio 💕,Jamaica
,,RT @___idi: Idec anymore.,“real G’s move in silence like lasagna”,United States
COVIDー19 GDP,,"RT @rssurjewala: Finance Minister &amp; GoI definition:
Act of God= #COVIDー19= ⬇️  #GDP 

India asks -
1. What can weak demand in 2019 be attri…",,
,,RT @croifaileas: @vicky_dollysmom Complete break of decorum and respect for the office of the presidency. Violations of the law. Cheapening…,stay-at-home professional auntie and doggy door opener. An unrepentant liberal with a temper and a very low tolerance for B.S.,"Birmingham, MI"
MaskUp COVID19,,"RT @DonaldNorcross: It’s up to us to #MaskUp &amp; stop the spread of #COVID19 here in New Jersey. 

Join me &amp; my colleagues in wearing your ma…","The official Twitter account of the office of Congressman Tom Malinowski, of New Jersey's 7th district.",
NEET JEEMains2020,,"RT @htTweets: #NEET, #JEEMains2020 | @SachinPilot demands to postpone exams scheduled in September

https://t.co/Xde8EFrPHC https://t.co/ts…",,
,,"RT @NineInchAlpha: Working from home? How about a lunch time snack? 

Watch the full vid and see me explode over his face:
https://t.co/MLI…",,
instafamous MCO335,,"There are some positive things that have come out of the current pandemic - not only are dogs becoming #instafamous, they’re also being cleared from shelters at a much higher rate than usual! #MCO335 
https://t.co/J8z7FnmO0H",Early Childhood Educator 👩🏻‍🏫          Dog Mom x3 🐕🐕‍🦺🐩                              Family & Human Development Major 📚,"Cottage Grove, MN"
SpeakUpForStudentSafety,,"77,266 new covid cases were reported in India in last 24 hours. 
We are almost on peak of covid 19 
Still govt. wants to risk 25 lakh students lives. 
#SpeakUpForStudentSafety https://t.co/unbEDrSbRN",Official Twitter Account Of Howrah District Chhatra Parishad,"Howrah, Haora"
,,@thehowie Indiana’s dashboard https://t.co/msTmkr3KxE,"Expat 🇬🇧🇺🇸, Liverpool supporter, sugar addict and secret watcher of The Bachelor 🙈","Illinois, USA"
,,RT @OMGno2trump: I would never trust my life or the life of my kids to Trump. I wouldn't let him date my daughter or hold my wallet. He can…,Retired Cop...Now a sales professional. I am a Maryland Alum and attended on a football scholarship. I have the greatest wife in the world and 6 incredible kids,"Chesapeake Beach, Md"
,,RT @___idi: Idec anymore.,taking the piss. twin @wiretomyaza,"Melbourne, Victoria"
,,"@BillyBostickson @flavinkins @AmaratungaGehan @TheSeeker268 @Krolli5 ""We detected antibodies to human severe acute respiratory syndrome–associated coronavirus (SARS-CoV) and/or animal SARS-CoV–like virus in 17 (1.8%) of 938 adults recruited in 2001.""
https://t.co/3RJOvbEXcj",“Convictions are more dangerous foes of truth than lies.” (Nietzsche),"Wien, Österreich"
,,RT @INCGoa: The Covid19 pandemic has forced the world to stop its economic activities. A highly contagious disease is spreading faster than…,I am student,
overallnews sc refuses entertain covid ground postponing kate winslet,,"1 - SC refuses to entertain PIL to...
2 - COVID-19 no ground for postpon...
3 - Kate Winslet's Role ... #overallnews #sc #refuses #entertain #covid #ground #postponing #kate #winslet https://t.co/4ln3qGuqMJ",Global News Spotlight,
,,"RT @freddyatton: PROBABILITY FORECAST

@waltshaub : 50%
@JamesCarville ""no chance""

Factors;
- polls
- pandemic
- economy
- intoxicated
- p…",Government & Politics,"Illinois, USA"
,,the condom to std is mask to corona... yeah we’re fucked,♏︎ | ♉︎ | ♒︎ | she/her ☁️ kindness will take u far💞 #blacklivesmatter,"Columbus, OH"
NJ02,,"RT @TeamPelosi: Jeff Van Drew has failed the American people, including the hard-working people of #NJ02 suffering from Trump’s #coronaviru…","Composer, Audio Engineer, Multi-Instrumentalist, Singer, Art Lover, Trivia Enthusiast and History Nerd.","Washington, DC"
,,Did they all go to Sturgis or a Klan rally? https://t.co/70ZEw9GMju,technology researcher,
,,RT @boltofbluue: Why don’t you shave off a sliver of the massive police budget and use that money to help people instead of terrorizing the…,drunk clown NSFW: @deeredolly,They/them: SLC
,,@ProjectLincoln With the current spread of covid. Maybe Canada will build theirs first.,,"Melbourne, Victoria"
,,"RT @INCTelangana: Students have written many exams in their student lives and have never complained.

It's unwise to conduct JEE &amp; NEET exa…",,
,,"@omriceren (the guy is of course wrong that social distancing isn't a concern for a protest march, but if people are masked and moving, a protest march is less of a concern than 1500 people sitting for hours unmasked at the White House last night, no?)",DON'T TOUCH ME,Chicago
,,"RT @womenncri: In Evin Prison, political prisoner Fatemeh Mosanna lost consciousness due to fever and chills on August 19, 2020, after whic…",,
,,RT @LicypriyaK: Thank you @JeromeFosterII &amp; @xiyebastida for protesting outside the @UN Headquarter by taking the risk of your own life dur…,Bit opinionated.,
,,"RT @LiveLawIndia: [Students Vs UGC] Students Cannot Be Promoted Without Final Year Exams, But States Can Approach UGC to Postpone Examinati…",,"Kolkata, India"
,,"@WasAnActionGuy @Heavy_Weather1 @glennbeck @realDonaldTrump 100% agreed. If you didn't see my comment above, Spanish flu killed .20% of the US population in 4 months, whereas Covid 19 has killed .05% TO DATE. Shame on those who spread misinformation, and those naive enough to believe it.",,
,,RT @Nehv_: I grew a live teddy bear during quarantine 🐻🥺 https://t.co/Xcvc4puamC,⠀⠀⠀Frenchy From BK,"Brooklyn, NY"
,,"RT @amitmalviya: If Odisha can make arrangements for its students to appear for JEE why can’t Mamata Banerjee and Arvind Kejriwal?

Answer…",,"Vancouver,Canada"
,,Trafford set to be lifted out of lockdown from next week despite the wishes of local leaders - https://t.co/vZAEJZXj8Z,"Digital political editor @SunPolitics. Ex-@CityAM @timesredbox, @twitteruk @politicshome. 'Just can't wait for the news.'
natasha.clark@the-sun.co.uk",London
,,RT @aliiseenm: Pray for these quarantine kids and parents. https://t.co/TOVoo1TtQD,"“Cuando naces del viento nunca te pueden tumbar al piso” Oya,Orula 🥀👉🌹","Deerfield Beach, FL"
,,"RT @AkshaySharmaOrg: Shame on Modi for backstabbing Punjab by refusing to give our due GST share.After plunging nation into Covid mess, now…","it's vishu
ideal on 7558321008","महाराष्ट्र, भारत"
,,@NAVANGULTEJAS @Swamy39 @jagdishshetty @narendramodi @PMOIndia @RSSorg @rameshnswamy Dr. Swamy: Is government decision on conducting exam in pandemic will force student to leave the nation?,,
,,RT @SethAbramson: BREAKING: Senior White House Official Tells CNN All Americans Will Get COVID-19; White House Position That Pandemic Mitig…,,
,,"@debates  you need to pull the debate schedule in early 3 weeks or add a debate for Sept. 7.   With the exceptional amount of early voting due to COVID, we must hear the candidates now.  If not, CPD is just another tool of the @DNC  @IngrahamAngle",,"Irvine, CA"
,,instead of “in this economy?” it’s now “during a pandemic?”,shsu // cubana // go love sum1 a latte,
StudentsLivesMatter,,"RT @CevikusHB: Dear @UN HE Secretary General Mr @antonioguterres, 
Plz SPEAK OUT for #StudentsLivesMatter in India 🇮🇳. Millions of students…",,"Delhi, India"
,,Or it could be just for the pictures.... https://t.co/8YhEkmyPYW,People will stare. Make it worth it ♥️,"Hazel Crest, IL"
,,"@TimmySquire @Cassiusruben @VictorianCHO What's your suggestion post Stage 4 &amp; in the absence of a vaccine (potentially not at all or in 18 months +/- given how long it would take to mass vaccinate)? We have huge amounts of data locally &amp; globally. I'd like to hear a data led approach, not a sledgehammer.","❤️ Democracy, care about people (esp the oppressed), permanently curious (knowledge is power). Kind people r my kinda people. Private views.","Melbourne, Australia"
,,RT @DavidNakamura: NEW: Secret Service copes with coronavirus cases in aftermath of Trump appearances by @CarolLeonnig https://t.co/6wVpKJ1…,Still resisting. Still persisting.,
,,"RT @EmilyVirginOK: I appreciate Gov. Stitt’s response. It sounds like he doesn’t agree with my proposal, but I don’t see that he’s proposed…","healthcare advocate fighting to defeat Republican supermajorities | Quaker | I live for books, plants, and Dolly Parton",Oklahoma
,,"RT @EconomicTimes: Delhi Congress leaders and workers, including its president Anil Kumar, were detained by police on Friday during a prote…",study,
,,@kiwigirl888 Me too! I've only been to supermarket once per week and trying to adhere to all the social distancing rules. Other people aren't even trying.,"PhD candidate in History @AucklandUni | he/him 🏳️‍🌈 | North Shore | Views my own, obviously | @basicbriar stan account | 👦🏻🐶🇳🇿","Auckland, New Zealand"
,,@DebbieSVA @Ezekiel42403764 @realDonaldTrump How is it Trumps fault for unemployment and small business going under? He has tried to keep the economy open during this pandemic. It’s the Democrats that have insisted that things should stay closed down. 🤔,,
,,RT @jonfavs: Trump has refused to extend unemployment benefits in the middle of a pandemic.,San Diegan turned Angeleno ☀️ Media for theatrical studio partners at Amazon & IMDb 🎞 Proud doggie daddy 🐕 My bio is one big cliché,"Los Angeles, CA"
,,"RT @Orla_Hegarty: Dept @Education_Ire  @HSELive guidance suggests warm classrooms more important than ventilated classrooms, but science sa…",,Wicklow Ireland
WorkFromHome,,#WorkFromHome so you can have arguments like this with your husband 😂😂😂 https://t.co/Nj5eZmFa0B,Flew to Las Vegas from the UK to see Mariah Carey..also got married there. Unfortunately not to Mariah.,
,,RT @LicypriyaK: And our leaders are playing our lives. https://t.co/OUhpYsY8Un,"NEET ASPIRANT, Table tennis player, Loves singing, mother nature protector,SSRIAN...PEACE","NAMCHI,SIKKIM,INDIA"
,,"RT @ShatruganSinha: Sir, students are pleading for postponement of exams, due to the apprehensions that they rightly have in the present pa…",,
,,"RT @trinareyes: The miniature Nazi, Dr Fauci, is defying Trump’s order in April that all funds be cut from EcoHealth Alliance by NIAID. 

F…","Child of God, Conservative Patriot, #RedPilled3/2020 #Constitution #1A #2A #LTC #MAGA #KAG #Trump2020 #TheGreatAwakening #PrideFamily #PrideNews1 #PRAYERWARRIOR","Texas, USA"
,,RT @LicypriyaK: I’m requesting all my global friends to keep pressure @UN &amp; United Nations 🇺🇳 Secretary General HE Mr. @antonioguterres to…,"Felt happy that you visited         MUST DM

Vasudev Kutumbhakam",
coronavirus,,Latest #coronavirus cases by location in East Yorkshire https://t.co/YMNbJN1ugo,"The official Twitter account for Hull Live: https://t.co/j3WUq9gOiw.
Also on Facebook: https://t.co/npHH6JvG07","Hull, UK"
,,"RT @C_Sommerfeldt: Noting that more than 180,000 Americans have died from COVID-19, @KamalaHarris says: ""The tragedy in all of this is it d…",#BidenHarris2020 #Resistance #BlackLivesMatter✊🏼,"California, USA"
,,RT @LicypriyaK: @JeromeFosterII @UN Thank you so much bro &amp; sister @xiyebastida for your time and efforts despite lockdown and COVID19 pand…,,"jaipur, rajsthan ,India"
,,"Got my covid-19 surge test at Palolo Park today. Super easy and quick--20 minutes from out the car to back in. Results will tell us more about covid in our community including # of asymptomatic carriers, of which I hope I am not one! https://t.co/XdQJzrEQJs",wander wonder,Honolulu
,,"Two convention attendees and two individuals supporting the event, which ended Thursday, have tested positive for the coronavirus so far. https://t.co/gyY0PsuekL a través de @HuffPostPol",,
,,RT @LicypriyaK: We are requesting again to HE @mbachelet Chief of @UNHumanRights to please write a letter to India government &amp; PM @Narendr…,Future Doctor,
