hashtags,place,text,user_description,user_location
,,corona virus love got me sick asf,,
,,"RT @DeepStateExpose: IF YOU BELIEVE THE CORONA VIRUS IS ANYTHING MORE THAN A PATENTED FLU, YOU ARE A DANGER TO YOUSELF AND OTHERS &amp; WILL BE…","Patriot, Wife, Mom, Love my POTUS and FLOTUS, red pilled deplorable .....
parler _ @BarbBeeQ",
TabligiJamaat,,"RT @RituRathaur: Are MIB handles still being run by that Jamia Intern?
Why crimes of superspreaders #TabligiJamaat are being whitewashed by…",,"New York, USA"
,,"RT @wishleeluck: corona pls, you’ve overstayed your welcome",Nyjae’,"Baltimore, MD"
COVID19 corona,,"RT @dsureshkumar: Breaking: TN Medical Experts team recommends extension of #COVID19 lockdown by two more weeks. 
#corona",Founder & Editor in Cheif  @AoF_Bharat | Independent Psephologist - Journalist |Former Reporter for @JanKiBaat1| Patriotic Tweepler|RT maynt b Endorsements|,"Coimbatore, India"
,,"@meghanamal @whataboutery9 @vrsrini @suhasinih @BJP4India @ChouhanShivraj Mumbai is doing more testing because we have too many people with corona symptoms and then another testing in the area where there are Corona cases.
BMC is most richest municipal in India and also it’s budget is more than some of the smaller states.","Proud Indian,Interested in politics.Views shared and expressed are personal.I support Narendra Modi. Salesforce Admin, Developer,Einstein Dashboard,Data Analyst","Lucknow, India"
,,RT @actormanojjoshi: The U.S. Army this week has banned TikTok from government-owned devices as scrutiny over the platform’s relationship w…,"Cranky Hindu.

Whatever's written in your heart, that's all that matters.",
,,"RT @Lala_The_Don: Steps Uddhav Thackeray took to fight the pandemic.

1. Hired Bollywood PR for his fake praising and publicity
2. Beating…","Confused on reality, high on distress..",Orwellian dystopia
,,RT @saket71: It is Delhi Government's Operation Shield. To put the fact plainly. Just as it is a fact that Kejriwal Kitchen was RSS Kitchen…,G8 life,"Tamil Nadu, India"
,,"@i_nivethathomas This is a Wake-Up Call from Mother Nature. Let us ignore caste, religion, discrimination, etc. and be together as ""UNITED HUMAN"" by Social Distancing. Please do set it as your DP &amp; retweet in fighting back CORONA! @Unitedhuman2 https://t.co/w6XuaKof3X",tamizh en mozhi and tamizh en uyir,
,,"RT @brajeshlive: How to defeat Corona virus? 

1. Contact Tracing 
2. Testing 
3.  Isolation",Live healthy and happy life,"Lucknow, India"
coronavirus corona COVID19,,"RT @rapic2012: Fuck no!!!
#coronavirus #corona #COVID19 https://t.co/Pk0v2MC58k","Lasse mich informieren, informiere mich aber auch selbst.
Ich möchte Denkanstöße geben.
Tweet/ Retweet bedeutet nicht zwingend Zustimmung.

Arabischer Deutscher",Hier 
,,RT @KraksTV: Wetin corona no go cause 😭😭😂😂https://t.co/SNYzxdW3mB,Dream like you’ve never seen obstacles. 🦅,"Abuja, Nigeria"
,,"RT @narendramodi: Great! 

Need maximum number of people to have Aarogya Setu on their phones. Let’s keep urging citizens to download the A…",,
,,RT @RiaRevealed: This man was so right. Unfortunately no one believed in him. India pays the prices of not trusting him,CONGRESSI TILL I DIE,
efc whufc coyb,,"What the world probably doesn’t need right now, at Easter and in the middle of the Covid-19 crisis, is a rumour about a footballer called Jesus Corona, but here we are.

https://t.co/N27yvivoJa #efc #whufc #coyb https://t.co/0dtyTJCjFD",The world’s football media in one place. Transfer updates from around the planet.,
RegulariseSSEsAEOs RegularisationWithoutPPSC,,"RT @Anna_7860: #RegulariseSSEsAEOs
#RegularisationWithoutPPSC
@DrMuradPTI @UsmanAKBuzdar @ImranKhanPTI
Sir u hv promised us in Jan when the…",Teacher,
,,@Yamiche Yamiche YOUR comments to the Surgeon General today were offensive. There was absolutely nothing wrong with the names he used for grand parents except in your mind. I am also offended by the rudeness of the questions you ask at the Corona Task Force updates.,,
dilsethankyou,"Chennai, India","@Vishaltarachan5 The service done by Corona warriors is like mother giving life to a baby. The purest form of divinity. We must offer prayers for their happiness &amp; prosperity
#dilsethankyou 🙏

urs,
@amarprasadreddy 
Advisor to Union Minister of State for Health and Family Welfare, Govt.",Nationalist  |  Chairman - Special Olympics International Football Championship 2019. |  President - National Youth Council of India,India
,,RT @vishy_vishal: People who called u and checked upon you in this lockdown they are your real buddies! You need to treat them with daru!…,Certified digital marketer with specialisation in Google AdWords. Skills in SEO and brand marketing. Associate at https://t.co/fyzz76wGIO #VRinfiMAX #infimaxindeed,India 
FeelGoodFactor Corona,,"#FeelGoodFactor Beat it with the Beauty of Nature ,You must be fad up with #Corona news around the globe , 400 cr people are lockdown at home,which is more than half population of the planet Earth, this is just manmade crush by Chinos for the benifits of power and global poltics https://t.co/uv1iEQWehb https://t.co/C2yGchoQeh",,
mentalhealth,,RT @jonmattleman: Those who were struggling with a #mentalhealth challenge BC (before Corona) need to be extra attentive to their mental he…,"Director of Guidance, Wayland High School","Wayland, MA"
,,"RT @MaridhasAnswers: In Tamil Nadu, the Tablighis make up over 90% of the confirmed Corona cases. The media is covering up this truth by us…","‘आसिन्धु सिन्धुपर्यन्ता यस्य भारत भूमिका,
पितृभू: पुण्यभूश्चैव स वै हिन्दुरितीस्मृतः.’","Singapore, Mumbai"
,,@prestonjbyrne Compaire with 3 months ago and see if corona steals from the other columns.,Automation Engineer // Mostly live for the crypto drama,
,,"RT @JJFox_Fennec: Vinyl Breakdown Ep 6 Corona edition - My Sharona

This iconic classic from The Knack sounds like a classic rock song when…",####### NSFW Pornstar 18+ ########,
,,RT @jaboukie: the reason corona wasn’t discovered earlier in the US,I create • Vids: https://t.co/JSpyT4JAU2 • Podcasts: @chismologypod🔥@espoilerspod🍿 @BitterBFemmes💅🏽• BOOKINGS: https://t.co/WIga0H5rom • Tips: https://t.co/E7IVfKuTvm,Tongva Land-They🌸/He/El
,,RT @theRealKiyosaki: BREAKING NEWS. Corona VACCINE the new GOLD. BIll Gates announce his vaccine begins human testing today. SURPRISED? I’m…,Enthu | Altruistic | Candor | Auto lover | Foodie | Gadgets & Technology |,India
,,"RT @JahangirKTareen: Young PTI Leader from Multan, Sheikh Salman Naeem has tested positive for Corona Virus. Let's all pray for his health.…",A Forsaken Common Man Having Uncommon Desires! CIMS BAHAWALPUR 👨‍⚕️(2/5)🇵🇰 https://t.co/rzJIzWRVaD,
dilsethankyou,"Chennai, India","@RSwapnonil @akshaykumar The service done by Corona warriors is like mother giving life to a baby. The purest form of divinity. We must offer prayers for their happiness &amp; prosperity
#dilsethankyou 🙏

urs,
@amarprasadreddy 
Advisor to Union Minister of State for Health and Family Welfare, Govt.",Nationalist  |  Chairman - Special Olympics International Football Championship 2019. |  President - National Youth Council of India,India
,,RT @thomaskaine5: Do you think Fox News should be sued for their role in the spreading lies about the corona-virus?   What about their enab…,,
,,RT @actormanojjoshi: The U.S. Army this week has banned TikTok from government-owned devices as scrutiny over the platform’s relationship w…,Indian Nationalist || Political Reformer || Retaliator Brigade || Animal Lover || Patriot || Sarcasm || Follow Me I will follow back 100%,
,,"@_VikrantSingh @Iamk26 @SudhirRTI @GautamGambhir ""Delhi is already having 60000 crore rupees budget from central govt."" Ye galat information hai ya nhi? Isn't it? Other states are also having this high budget. So? Why they are given additional Corona Fund? Why not Delhi?",अपुन को सब आता है।,ढोलेरा
,,"RT @arvindgunasekar: Lav Aggarwal, Joint Secy, MoHFW has just said that there is no such report from ICMR which says Corona infections woul…","It is the skills learnt, not the facts forgotten which allow us to cope with the pace of change",
Easter,,"RT @TheMarciaHines: This #Easter I hope you find joy in the stillness, the laughter, the togetherness &amp; the love. If you are in dark times…","https://t.co/J3px1rWUbH
 thebibleSpoono.motherwasanorphanwhy?SirJohnMills
https://t.co/Cqxz1331Xi
support-blood",www.quora.com/q/ljpnewsstories
COVID19,,"RT @ANI: 17 more #COVID19 positive cases reported in Bihar in the last 24 hours, taking total number of corona virus cases in the state to…",,"Palam Vihar, Gurgaon"
PMCaresFund IndiaFightsCorona,,"RT @nsitharaman: Thanking all members, students and employees of ICAI for your contribution to #PMCaresFund. #IndiaFightsCorona",,
,,"RT @KuladeepS: Seriously vexed with this govt.
Ramesh Kumar sir will definitely move to Tribunal .
what's going on in AP.
Corona time lo ra…",Time is the Best Healer of Wounds,India
,,RT @hendralm: A Star Is Born https://t.co/DxuUdqG4d3,,
,,"Ruddy, add @SjeKonka @freddyk on ur lineup. https://t.co/z8mYOWWwU8","I've been peeing on the toilet seat since beggining of the 80's.Happiness is so necessary.
Specimen Angler..🎣🎣🎣","Pretoria, South Africa"
,,I recurated this “GCC focused” magazine’s sorry excuse of an “online exhibition” titled Khalijis In The Time of Corona and here are some of my artworks https://t.co/LHjcDD91Kq,storyteller • #HammamRadio 📻,
,,"@shundawg Any grocery store, target, amazon, if your healthcare somewhere in your area they have on call PRN agencies, those are good they are willing to pay more as well if you go somewhere that has corona.","Spoiler Free Challenge account, as well as BB & other trash TV. I am also a Lover of all things sports 🧀🏈 -🍺⚾️ - 🦌🏀 -🦈🏒","Los Angeles, CA"
,,"To All COVIDIOTS , please Respect the CORONA WARRIORS. Respect and abide orders to save lives :) https://t.co/HdHYbPghgB",Adviser to the Minister of Labour 2014-2019. Parliamentary Private Secretary (PPS)Ministry of National Infrastructure and Community Development.,"Level10,Citadelle Mall.P.Louis"
COVID2019,,RT @You_grow_wai: As we dey house Make we continue dey wash wanna hands so we can prevent getting contact with Corona virus #COVID2019 http…,Life is Always Rich💰 | @ManUtd❤ | Country music lover🎵| #SM4lyf @shattawalegh || Marketer💼 || Instagram: @winter.marlis | follow backup a/c @tetteh99248 ||,"Greater Accra,"
,,"RT @MaridhasAnswers: In Tamil Nadu, the Tablighis make up over 90% of the confirmed Corona cases. The media is covering up this truth by us…","A simple person with simple thoughts. Neither a pro- BJP or Congress, I am just a nationalist. The Nation comes first for me. Vachaspati, try searching for this",India
,,RT @kdlewis04: I'm old enough to remember the horrors of East Berlin where neighbor would turn in neighbor to the state police if they made…,,
,,RT @AsianAssPhaze: Just got my corona money https://t.co/nTLggDyr6w,🇩🇴 809 ◾️⚓️ Lil Rhody ◾️🚕Uber/Lyft Driver◾️☣️Zombies◾️🃏Heath Ledger◾️🎮Gamer◾️🗾 Anime Lover,401
,,What's happening with this world. Like Corona is not enough already 😔😔 https://t.co/60prQOtRhN,"Dogs are the best thing on earth. We Humans don't deserve dogs 🥺🥺❣️❣️. They're the most purest soul ever.
Hope I'll have one someday 🙏🙏🙏",
YouCanBeatCorona,,"RT @NehaBindal10: #YouCanBeatCorona

It will help you stay safe and break the chain of corona transmission. Remem ber, together we can beat…",,Pb03
,,"RT @HitStoner1: Hindu mob of 200 people caught hold of a person in village Raagha Chhoti, Rajasthan

Identified him as a Muslim &amp; handed to…",Renounce worldly pleasures for the sake of your lord|اللَّهُمَّ إِنَّكَ عَفُوٌّ تُحِبُّ الْعَفْوَ فَاعْفُ عَنِّي,
,,"""Threadbare"" I think, is the word.
(And he definitely seems to have ""lost the thread""...) https://t.co/ym18ArgfIM","Lover of language, the EU - oh, and grandkids... Hater of Brexit and all that entails.... Oh, and R4 Comedy - and that's the unbelievable truth...","Cardiff, Wales"
,,"RT @BWGovernment: GUIDELINES FOR BOTSWANA COVID-19 PANDEMIC (CORONA VIRUS) RELIEF FUND

The details of the proposed interventions are on th…",5,
,,israeli-pm-benjamin-netanyahu-thanks-pm-modi-for-delivering-chloroquine-in-corona-crises,News-Flash is a Dial a News Service. It is a new concept to keep you update in just a phone call just dial 0141-3080800,"JAIPUR, RAJASTHAN,INDIA"
YouCanBeatCorona,,"RT @Seema84732482: #YouCanBeatCorona
@derasachasauda
We all need to follow the precautionary measures and guidelines to break the chain of…",,"सहानरपुर, भारत"
,,RT @Shehzad_Ind: It is highly unfair.. criminally unfair.. suits some though.. the silence .. secular liberal silence &amp; silence in the medi…,Service to mankind is service to god,Qatar
,,tell me again mother how corona virus is fake.,i’ll put the light in your eyes if i’m allowed to,she/her
,,RT @janepacker: Coronavirus kindness: San Francisco YMCA offers free pop-up camps for children of essential workers amid COVID-19 pandemic…,"Sojourner. Student. Traveller. Teacher. Work in Progress. @globalymca DEI. He/Him/His. @TylerClementi, @howardbrownhc & @ChicagoFair Board. Views are my own.",...Hawaii.New York.Chicago...
BestCMOfTheWorld,,"RT @narendramodi177: Who is Handling the State Better in Corona epide mics? #BestCMOfTheWorld

RT for                             Likes for…","IT Professional |Nationalist|Proud Hindu|Interested in Indian politics, Parenting, Healthy Living, Cooking |Fan of Narendra Modi and BJP supporter (currently)",Bangalore
,,"RT @Parul53709603: With the inspiration of Saint Dr. @Gurmeetramrahim Ji ,Dera Sacha Sauda has established  Food bank, the #BankThatCareFor…",,Rajasthan 
,,"RT @Johnnyd23: Perfectly negative corona test. Believe me, believe me. https://t.co/471yUKw4P5",,
YouCanBeatCorona SaintMSG DeraSachaSauda IndiaFightsCorona,,"RT @SourabhUttreja2: #YouCanBeatCorona
#SaintMSG
#DeraSachaSauda
#IndiaFightsCorona

-Use masks

-Don't be nervous or afraid, together we c…",,
,,"RT @Lala_The_Don: Steps Uddhav Thackeray took to fight the pandemic.

1. Hired Bollywood PR for his fake praising and publicity
2. Beating…",,
,,"RT @DeplorableChoir: We have a drug that will cure 99% of these corona virus cases. 

It’s been in the market for over 70 years and is SAFE…",,
,,"RT @SumanSh58123278: Mainstream Muslims, peaceful Muslims and secular Muslims are biggest myth and fraud terminology on this earth. https:/…","जय श्री राम🕉️  |  मंदिर बन रहा है

PCKMKB",DevBhumi
,,"RT @nantibaliklagi: Dear krakatau, please Don't sulk yet when Corona's situation gets worse😣. https://t.co/4KWermiZ7x","jual kopi bukan janji,
gak menyediakan tutorial,
akun ini bnyak misuh nya,
kira kira sor DM biar maen!!!","Medan Kota, Indonesia"
AsharamjiAshrams_ServingHumanity,,"@sagarikaghose @sardesairajdeep @juggernautbooks #AsharamjiAshrams_ServingHumanity .
Due to corona pandemic common people are suffering from lack of food &amp; other facilities. Sant Shri Asaram Bapu Ji ashram's are helping needy in this time.",,
,,RT @AngelYashian: @Yash_Dasgupta I hope. Sob ki6o ager moto hoye jak prey Kori. Din er por din bar6e corona. God k prey Kori . Take care yo…,"student by profession, yash fc is my second family",
,,"@Dreamt_Of_Space @freedomforce990 @muchoDonchatz @Trumpguy24 @Lmchristi1 @HarrellRyan1 @BlockTwitSlvts @_ItsJustAsia_ @Lathenerd @FangtasticMAGA @WandaIsWhite @gagirlxo @fight4red @0Ludicris5 @BethCutrona @shooterz_girl @Yomeliss7 @erenna_marie @JordynTrump1 @Satchalistic1 @PaulConservativ @Hobbit4DJT @thedevman1 @MspdcaliKag @scotty_kiker @TeedIsMe @BamaJaxx @elguapo64 @alley167 @jrbloom57 @YouTube @POTUS @realDonaldTrump TY for posting. I was bummed but hopeful hed beat it anyway. Corona be like, ""This dude is Weird, lets gtfo!"" LMAO actually Ive never heard him speak in any  interviews, he just has a rep for being strange. I could care less his music rocks, I said b4 Ramm 's like modern scorps❤️","#MAGA🇺🇸Sicilian🇮🇹Italian-Actor- Drummer-Trained #LEO💙-Full Time Father&Parent-Proudly FB @SeanHannity,@OliverMcGee,@CraigRSawyer,@RichValdes",United States
,,"RT @IIFLMarkets: Love for work in the times of Corona. 
Read the full blog to know more: https://t.co/uc5A95tT89 https://t.co/bQXuBLTbZV",நீதான் ஒரு கிறுக்கு தாய்லி உன் பயோல ஏதாச்சும் எழுதி வச்சிருப்ப என்னையும் உன்ன மாதிரி நினைச்சியா  🚶,சிவனின் மடியில் 🕉️
ThankYouCoronaWarriors,"Chennai, India","@ANFLYMC The service done by Corona warriors is like mother giving life to a baby. The purest form of divinity. We must offer prayers for their happiness &amp; prosperity
#ThankYouCoronaWarriors

urs,
@amarprasadreddy 
Advisor to Union Minister of State for Health and Family Welfare, Govt.",Nationalist  |  Chairman - Special Olympics International Football Championship 2019. |  President - National Youth Council of India,India
,,"RT @HerdHUSH: Guys, tomorrow early morning I've to be at Corona Relief services. Allow me to leave after 9 pm so that I can prepare for the…",Life m mauka sabko milta h,
,,"RT @zoo_bear: Vadodara resident was  Rajesh Sarang arrested for editing a letter of additional commissioner of police, the letter says “Niz…",Home maker who love to write stories.(in Urdu),"Navi Mumbai, India"
,,That broken love a different beast though https://t.co/XvyjXrAO6r,1Deep for LIFE #FreeDaGuys🙏🏾 #SME🐌 #BMP🐾 #AGTG,"Texas, USA"
,,@stephaniemain2 Found that the corona was also an ideal location in my area of people and it has an amazing view on Sunday morning at night,Socially distant  🦊🐾🎢🎬📸🕯🎸,"North West, England"
,,"RT @saahilmenghani: 👉Rajasthan govt bans photography during distribution of food to needy. CM says, ""This should not be made a medium of pu…",,"Bengaluru South, India"
,,RT @ANI: At least 3 have died of corona in Chandni Mahal area in past 3 days.Out of 102 people staying in 13 different religious locations…,,"New Delhi, India"
zinachimdi east audrey,"Owerri, Nigeria",By next month now you will turn 1. I pray this corona stops by then! Mummy loves you my Angel! #zinachimdi #east #audrey https://t.co/1ATtpDS26m,Am proud to be a virgo# International Entertainment News International Music,"Lagos, Nigeria"
,,"RT @MarisaInCali: This is true.
Reporting numbers are completely off base.
These elderly were able to be tested.
How many out there have Co…",Independent voter and thinker. Patriot. I Am for God and Country. SAVE THE CHILDREN as they are our future. #MAGA #WWG1WGA,
,,@GeoohhM 👀👀👀 i’ll go half fuck corona,✨🧚🏼𝓼𝓱𝓾𝓽 𝓽𝓱𝓮 𝓯𝓾𝓬𝓴 𝓾𝓹🧚🏼✨,347
,,RT @tomgara: The coronavirus is now projected to kill as many people in a few weeks as the flu did in a particularly nasty *year* even thou…,,
,,RT @Carfy_dan: Corona got the fucking rain quarantine too ?,𝐰𝐫𝐚𝐩𝐩𝐞𝐝 𝐢𝐧 𝐬𝐚𝐜𝐫𝐞𝐝 𝐞𝐩𝐢𝐩𝐡𝐚𝐧𝐲 🌻✨ || 🇭🇹🇹🇨🏁|| capricorn sun 🌞 virgo moon 🌙 cancer rising ✨,Turks and Caicos Islands
,,"RT @MAQ_AD159MI: CM Sindh’s brother in Law Mehdi Shah who is serving as MD Site Sindh government has died due to the corona virus, he was a…","♊, Apsacs, Tweets are personal, Humanity because Islam teaches it to us,
Ask For FollowBack 
#PakArmy #PakistanZindabad #ISI #MI
#Markhors💚🇵🇰",Pakistan
BestCMOfTheWorld,,"RT @narendramodi177: Who is Handling the State Better in Corona epide mics? #BestCMOfTheWorld

RT for                             Likes for…","18 | ॐ | RW
Brahmin|",
,,RT @thomaskaine5: Do you think Fox News should be sued for their role in the spreading lies about the corona-virus?   What about their enab…,,
COVIDー19,,RT @SholaMos1: Disgusted by the barbaric act of inhumanity against Africans in China. Where are they meant to #COVIDー19 self-isolate if not…,"Connecting black professionals, students and inclusive employers in Birmingham.

👉🏾 DM us for sponsorship opportunities and event collaborations!",
,,"RT @hiambuj: If Indian govt had prepared timely &amp; had ordered PPE a month back, we cud've saved 200+ healthcare personnel from getting Covi…","Sometimes when I close my eyes, I can't see.",Asgard
,,"RT @abhisar_sharma: As we fight Corona , time to cheer our CMs who are making an impact in the effort to contain this disease. Watch Bol :…",Jay hind 🇮🇳,
,,"RT @DaveyDogs: @RonniSalt @jommy_tee I miss those days, seems a world away now. Scotty n Gus must be lovin 'the great Corona escape' they t…","A political animal, great sense of humour, no tolerance for fools and a practicing Atheist",Australia
,,"RT @saahilmenghani: 👉Lethal lapse by WEST DELHI's Maharaja Agrasen Hospital
 
👉Corona +ive man dies here on April 4

👉Hospital gives body t…",To be or not to be?! That indeed is the bloody question!!,
,,"RT @ArunSFan: Rahul said this on 12th February, lockdown came on 21st March. If Rahul was taken serious, we would have had every traveller…",Served in IAF. RT not an endorsement. Tweets personal view. congress ideology is ideal for India. will always remain so.,"Calicut,Kerala, INDIA"
,,"Corona virus shows the quality of parenting.  It's normally bame kids who are messing about in groups and their parents ain't got a clue what they are up to.
It's a cultural problem with bad parenting 

Some decent bame kids who you can see will go on and do well in life",50 can you believe it !,
,,RT @sonaliranade: They call him Papu while eulogising Papa ji.,Website Link 👇👇👇 | பெரியார் |  அம்பேத்கர் | கலைஞர்  |  RTs ≠ Endorsement | ❤️🖤💛💙,"Geneva, Switzerland"
times SufiMaster,,"RT @YALGoharsVoice: We are living in strange #times.⁣
⁣
‘Only the facts can liberate you from the trouble’. - #SufiMaster @YounusAlGohar⁣ h…",,
,,"@JohnHop74932831 @Moonshi84280504 Yeah, we know all about that Corona Guy.","🇺🇸🇨🇦🇬🇧 DETACH FROM TECHNOCRACY! Ditch your 'smart' phone! Form/join a strong local Godly community! Pray for guidance, help others, rebuke false prophets!",
socialpeds nbsocialpeds cps,,RT @Gandersarah: Angelina Jolie and Time Magazine profiling an essential issue amidst the COVID 19 pandemic. #socialpeds #nbsocialpeds #cps…,President & CEO Origins Natural Learning Childcare and The Woods. Firm believer in the importance of a high-quality early education for all children.,"Saint John, NB"
,,@regularhwang cmon corona i’m sick of this,#마크: how can i make this about 180901 NCT 127 cherry bomb 마크 focus | @mleetrades,she/her - 21 - holly 💚
hydroxychloriquine,,"RT @Being_Humor: Modi: People’s lives is first priority

Trump: We need #hydroxychloriquine from India.

Brazil President: India is like Ha…","mesmerized by the history of followers of sanatan dharm originating 7500BCE on the banks of Maa Saraswati,surviving all odds,lately gasping4breath😐",Delhi
COVIDー19,,RT @GermanyintheEU: Fighting #COVIDー19 together: Germany's Armed Forces will provide Britain 🇬🇧 with 60 ventilators to help patients suffer…,"🇪🇺 European linguist; observing spasm of unalloyed cultural, economic & societal vandalism with equal measure of bemusement, horror and contempt 🇪🇺",
,,RT @sometimesnike: You guys were shouting corona outside res I ain’t forget,"I know nothing, nothing, nothing.
The views, opinions, or anything else is only humor. It doesn't mean a thing. Now where is that paper with my password on it",Zimbabwe
,,China's secret internet trolls amid corona virus lockdown.,"Seeds, live chickens, pigs solution to hunger!  Accept cash donation, pc, smartphone other https://t.co/aNGfqAKJOt  payment scionstill@yahoo.com phone +63 9369349364","Mars Accepts cash, smartphone any kind of donation scionstill@yahoo.com"
,,RT @AyoBankole: We should all stick to calling this virus the Chinese Corona Virus. It is insulting that China will be racist to Nigerians…,"I am WHIT | My Tweets Are My Thoughts ° I Interact ° I Follow Back | No Bad Vibes. 
Chelsea Fan.","Ikorudu, Nigeria"
YAAC YouthAgainstCorona IndiaFightsCorona,,"Famous folk singer Malini Awasthi supports #YAAC #YouthAgainstCorona #IndiaFightsCorona @yaac2020 https://t.co/nCj2OEBV7N

@maliniawasthi","Advocate by Profession;
Nationalist by Heart;
Motivated by @narendramodi Ji","Delhi, India"
,,RT @amothann: My 89 year old mum has Corona Virus and is in a care home. She is about to be given an end of life injection when the doctor…,Ex-Labour Socialist. Exited @ KS 2020. Born E15. Now E Coast. CPTSD. #Truth #NeverEverTrustATory #BeFuckingKind #LetsHaveTHATSaid 🧘🏻‍♀️💪✊,East UK
,,"RT @MeghnaFoodMagic: I was never happy to step out into Mumbai’s infamous traffic jams,
and now I cannot step out even though roads are  al…",,"Punjab, India"
,,RT @faliqfahmie: Miss Corona said Round 2,"i walk alone , thats my thing",
,,"I request everyone , please 

Pray to God for our people .

Everyone is family . Kyuki fight apni jagah h aur corona alag h.

Dua Karo ye kabhi kisi ko na ho ,

Aur sab thik rahe , sab healthy ho.

I pray to God 🙏. https://t.co/1rHTizcRFP","HATERS CANT BREAK UNITY OF SIDHEART.
Insta:https://t.co/Bpykyb2LP1","Indore, India"
,,I hope king kenny doesn’t get too effected from corona virus 😭 https://t.co/BXRLZASqQd,"Cats, wine and borderline suicidal 🐱🍷","Brighouse, England"
,,RT @CreativeOliverr: Corona protection on a higher level 😅 https://t.co/utRD8c2lZ1,I'm here to learn and help if I can. rts not endorsement #hubaalhaya fpl https://t.co/Tl2PcPyCLN,"Ibadan, Nigeria"
,,RT @yapragun: This 👇 is a paxistani hacker who hacked my old account and is tweeting all BS! Got access to few pics after hacking my email…,Followed by @aseemgoelbjp7 @nsitharamanoffc @TcGehlotOffice @tejasvisuryaofc @KapilMishra_IND @TajinderBagga @Shehzad_Ind @surnell @rmantha2 @asifbhamlaa,"Ambala, India"
Corona,,RT @BDUTT: Those who've died from #Corona must not remain mere statistics. I speak to Abdul Hameed whose father died on 1st April in Indore…,,
chandigarh corona,,RT @Chandigarhjosh: This is nice idea 💡 Can we implement this in #chandigarh #corona @manuparida1 @drqayumiitk @RanaSachinIAS @ssptfcchd @v…,"Ardent techie, trying to be a better Human Being, Bit by Bit, while dreaming of riding #LeTour in my #Turban. Find me on #Strava & #instagram @vehla_velo_vino","Chicago, IL"
,,Wonderful explanation. Thank you. https://t.co/6HI9aZG9yl,"On politics, economy and life! Work handle is @tinywp.",India
,,RT @Jim_Cornelius: A tacit admission that Brexit would be an additional problem.,Father and husband. Business owner. Former sports PR person. Loughborough University. Gold Coast Suns fan. Banned horse racing punter.,
Corona,,RT @SHIWP: @RishiPrasadOrg During ongoing one of the worst global pandemic #Corona crisis followers and ashrams of Holy Saint Shri Asharamj…,,
,,"RT @arvindgunasekar: Lav Aggarwal, Joint Secy, MoHFW has just said that there is no such report from ICMR which says Corona infections woul…",Stand for liberal and secular way of life. RTs do not represent endorsements              rkhuria@Mastodon.Social,Mumbai
,,RT @SumitkadeI: It’s astonishing to see a CM  is busy doing PR campaign for image buildup  when their state is suffering from highest cases…,,
,,RT @Actn_jcksn: Like I applaud people trying to do their part... but corona virus will toosie slide right through that crochet mask https:/…,,"Antioch, Antioch, Antioch"
AskKTR,,"RT @sravansada: #AskKTR 
Respected Sir, 
In these difficult times, we PharmD Doctors would like to join hands with the government of Telang…","Journalist,Media Coordination Assistant at Chief Minister's Office, Govt. of AP,Interned with BBC News & The Logical Indian, former staff reporter at Newsmeter.",India
,,"RT @VanityFair: ""In 100 years’ time... you and I will be gone, corona will be over, this Holy Week will be forgotten,"" writes Janine Di Gio…",Copy Writer. Punk Rock Witch de las que sí se bañan. Sirius Black es mi papá. I 💚Pulpincok AF. Tomo de todo menos Vodka y buenos consejos.,"Seattle, WA"
,,"RT @AbhishBanerj: So Shivraj Singh Chouhan has transferred Rs 700 crores, previously earmarked for IIFA event, to fighting Corona virus.

Y…","BE(Electronics), LLB, LLM.

Visiting Faculty (Law).

Entrepreneur & Businessman.
Modi & Rashtra Bhakt(Nationalist).

ANTI-NATIONALS STAY AWAY","Mumbai, India"
,,RT @ashoswai: Modi Bhakts say India is a Hindu Rashtra - When I asked why rich temples are not donating enough to meet the corona crisis of…,,
,,Can corona leave us tf alone already so we can get back to our pathetic lives,ʙʟᴍ✊🏾||ᴅᴍ ғᴏʀ ᴄʜᴇᴀᴘ ᴘʀᴏᴍᴏ|| ᴛᴜʀɴ ᴏɴ ᴘᴏsᴛ ɴᴏᴛɪғɪᴄᴀᴛɪᴏɴs🔔|| 20ᴋ??||,"Houston, TX📍"
,,"RT @iAnkurSingh: Hey @MumbaiPolice 218 people got infected by Corona today in Mumbai, 10 deaths and your official handles are busy in self…",,melbourne
,,RT @theRealKiyosaki: If Bill Gates created a vaccine for the Corona virus and the government made it mandatory for everyone to take...WOULD…,,CA
,,"RT @AbhishBanerj: In the midst of Corona virus disaster, police in 'secular' ruled states was busy ""providing"" tweets to celebrities to car…","Indian Marathi Malvani Mumbaikar Borivalite Hindu Maratha.
RTs or likes are not endorsements",Mumbai
AndhraPradesh,,"RT @agasthyakantu: #AndhraPradesh Govt suspended Nagari Muncipal Commissnor Venkat Rami Reddy, who allegedly made a selfie vd telling, ther…",#TDPTwitter Fan of @tarak9999 Like's @urstrulymahesh 😍😍,"Assam, India"
,,"RT @saahilmenghani: 👉Lethal lapse by WEST DELHI's Maharaja Agrasen Hospital
 
👉Corona +ive man dies here on April 4

👉Hospital gives body t…",The only Person on Twitter who Doesn’t claim to Be a Social Media guru #Armchair_critic,
,,RT @Dremodrizzy: FUCK YOU CORONA,cast away ✈  🇺🇬 #theKop @LFC #F1 fanatic,K'LA kisaasi
