hashtags,place,text,user_description,user_location
,"Madhugiri, India","😂 This is ultimate, So this has to be baked or fried to fight corona virus!!! Please batadijiye @arjunrammeghwal. https://t.co/32qKCFPdCs https://t.co/OyH0o0wRXp",Nehruvian | State Research Coordinator @IYCKarnataka | State SM Coordinator @IYCKarnataka,"Bengaluru, India"
,,"RT @Debber66: Can I ask why in the world are we not using this drug to treat Covid patients in the United States? @drdavidsamadi 
https://t…",,
,,"RT @44mmvvpp: Floriduh just reported 12,444 new cases of COVID-19, and another 133 dead, this is with schools closed and no sports!

... ho…",Make earth clean again! I get by with a little help from my friends. free spirit now. resisting since 1967.Never Trumper! occasionally abrasive. ✌️ 🇺🇸,"Oklahoma, USA"
,,"RT @Napolous: My Dad died from Covid tonight. Hold your loved ones dear, and do all you can to make sure everyone else can hold their loved…","all things are possible, when you have God 🤍 (she/her)","san antonio, texasss"
,,"Pls share the details of where and all we can take covid test at Kilpauk, Anna Nagar area..Treat as URGENT..

@RAKRI1 @DrBeelaIAS @Vijayabaskarofl",Just Meee....,
,,RT @ValentineShow: OMG! We've hit 4 million cases of coronavirus!!!! Only 56 million to go until we equal Swine flu in 2009.,"I only follow the commands of God and Jesus. Gramma, Mama, Fiscal Conservative. Proud Latina learning new things daily 🇺🇸",United States
,,RT @ValentineShow: OMG! We've hit 4 million cases of coronavirus!!!! Only 56 million to go until we equal Swine flu in 2009.,,
,,As a spurs fan i want to be offended but 😂😂😂😂😂😂 https://t.co/g9K2JoKSpK,Female. Pronouns: Frick /Frack #IstandwithJKRowling  #IStandWithRosieDuffield #TWAM #SexNotGender #Brexit #Antiwoke I lean 2 the right,"England, United Kingdom"
,,"My company is being audited, I was potentially exposed to COVID so I cant even help, I’m going to lose a week of work waiting for test results, and the paycheck I just got isn’t even enough to cover my rent. https://t.co/Ex2Em5A3CY","just a sallow ghoul living her best life *communism is a flawed and murderous ideology, don’t @ me* VACCINATE YOUR CHILDREN OR I’LL DO IT FOR YOU","San Francisco, CA"
,,"RT @thereidout: .@joyannreid on the GOP delaying a plan for pandemic relief: ""Do you have a sense of what they want?""
 
@SpeakerPelosi: ""I…",retired,"Montgomery, AL"
Israel India ChineseVirus,,@MayaKadosh @sukhJGaur Thank you #Israel  for standing with #India in this fight against the #ChineseVirus,"Loka samastha sukhino bhavanthu Positivity Can Move the World .. technology, telecom , education Tweets are Personal..","Trivandrum, India"
,,RT @zillyjunkie: Has anyone profited from Covid-19?,"President Trump Supporter - #MAGA #KAG 
Elvis - Steve McQueen - Clint Eastwood  Fan - Back the Blue - #ProLife - Starting over again due to phone F/U on 1/3/20",Southern California
,,COVID-19 Has Brought Sweeping Changes To The Sales Profession And It’s All Good https://t.co/z204LC2nf0,"Christian, husband, father, int'l sales, photog, traveler and trying to maintain that order... 🇺🇸🇹🇼",Near my passport
,,RT @catturd2: 14 years to flatten the curve.,"Patriot, Trump Lover, Fripp Island lover!  Dog lover!",
,,"RT @DrTomFrieden: Two crucial questions all Americans should be able to answer, but can't right now:

What's my personal risk of getting in…","🇱🇷 🇮🇹🇪🇸.
Mother.
Chef. 
Discussing portfolios.",Trapped in Italy
,,RT @cmyeaton: CDC just published a doc purporting to weigh the public health risks and education benefits of reopening schools. Having rece…,Mostly a lurker following some of my favorite peeps and sites. (he/him) Old gay.,"New York state, not city"
thehindunewspaper thehindu newspaper upsc ias ips nda cda news covid instagram magazine journalism love newspapers instagood corona,,"Important article from The Hindu ( 23/07/2020 ) 
#thehindunewspaper #thehindu #newspaper #upsc #ias #ips #nda #cda #capf#newspaper #news #covid #instagram #magazine  #journalism #love #newspapers #instagood #corona… https://t.co/R2y1ax6jRe",,
NEW,,RT @ChloeSalsameda: #NEW: New Orleans is shutting down bars &amp; banning restaurants from selling alcoholic drinks to-go in response to rising…,What are we doing? 🇺🇸🇲🇽,Charleston | SC
,,"RT @ASlavitt: 7,100 people just died from COVID in a single day.

We can’t really be numb to that, can we?","Passionate Fine Art Photographer, Marine Corps Combat Veteran, Dad, Patriot, Dog Lover, Justice for All, a Sucker for Creativity, and Low Tolerance for BS",San Francisco Bay Area
MedicareForAll,,"To be clear, patching up Obamacare or the Affordable Care Act is not sweeping reform. #MedicareForAll is. https://t.co/HkFTEKcNiY",Progressive Indie Democratic Socialist Berniecrat. Backup: @JazzLuvnAnt🎷#BlackLivesMatter. Thanks to everyone who voted for #BidenHarris2020.🙂,"Missouri, USA"
COVID19,,"RT @DelthiaRicks: #COVID19 patients will be ‘sent home to die’ if deemed too sick, Texas county says https://t.co/o4ecPZKbVt","AFK ↬ **out to brunch** 💦

Bad takes gratis, no waiting.

#NoJusticeNoPeace #StillNotMyPresident

ANCOM ☭ π ⚫🔴  ︻╦╤─  ↯↯↯ ☘","Belfast, Ireland"
,,@adikohler @DylanReeve @keith_ng Because even one Co-vid positive person out in the community could start the community transmission that could put us all into lockdown again just like Victoria. It would be much harder to get full compliance a second time.,Likes people who think for themselves and care about others. .,New Zealand
TemporaryBasicIncome,,"RT @ASteiner: A #TemporaryBasicIncome might enable govts to give people in lockdown a financial lifeline, inject cash back into local econo…",,New York
,,RT @YungMiami305: IM TIRED OF CORONA!!!!!!!!!,live as if it’s the last day of your life.,"Florida, USA"
,,"RT @paimadhu: In our epidemiology course for journalists, I used this as example of selection bias &amp; uncritical journalistic reporting.

He…","Neurology, extreme metal and all things in between.

Neurologist and epileptologist. 🧠",Oort cloud. 
,,Does wearing a mask cause diagnostic tests to read false-positive for COVID? https://t.co/tTJ7g9EkGr,"God-lover, pro-Trump (#MAGA, #KAG), husband & father, ecclesian, educator, coach, pundit, lawman, historian, truth lover, health nut.",
,,"RT @ReutersUS: U.S. records more than 1,000 coronavirus deaths in a single day for the fourth day in a row - Reuters tally https://t.co/hk7…","Proud Mexican-American from South Texas who stands for social justice, unity and peace.","Seattle, WA"
,,"RT @KatBarrell: Kat Barrell talks Wynonna Earp Season 4, WayHaught, Covid-19 filming &amp; w... https://t.co/WzibvM0fh5 - thanks @DCfilmgirl fo…",Lover of words & moving pictures. Author of Population Crazytown. Writer/Podcaster for https://t.co/vaLOGVzk6G. Co-host of Brad & Cort Talk podcast. She/Her,Maryland
,,this girls talkin about “my life is in gods hands so I know I’m safe” referring to COVID as a hoax 😩 ma’am....... I think COVID was part of gods plan LOL,co owner of @hawkmothcoffee • she/hers • 🇵🇦 • BLM • @martianmario’s wifey,"Oakland, CA"
,,"RT @CorbetWicks: The Truth About Masks | COVID-19 Facts From The Frontline https://t.co/jes63FLCVJ via @YouTube 

Educate yourself! 
Facts…","Mixed-Culture Artist with a Flare for Underground New Slam School Psy-Trance EDM
E Y E 2 & FOCUSED @ YT!!!
CEO of CORVOLEO LLC
Married Best Friend Ms.Elaineous",
disinformation,,RT @PapooTx: Democratic leaders in the House and Senate demanded an FBI briefing about Russian active #disinformation efforts aimed at misl…,"Former Marine, animal rights activist, very progressive, writer, songwriter, artist, married, love classic rock and Motown, will protest in a minute! Vote Blue!","Northern Virginia, USA"
,,RT @jamesplake721: People are being arrested for less.,"I am an ANGEL mom . I am God's Child, 🛑SANCTUARY CITIES 🚫 illegal immigrants 🚫 Obama Care 🚫 Sharia Law.🚫Porn.🚫DACA.❤️MAGA.KAG.","Ohio, USA"
,,"RT @RobinFox46: CDC leans in favor of reopening schools
(Via FOX 46 News) https://t.co/fTAWmMTb2m",MAGA 🇱🇷 President Trump is America's last and only hope. Only President Trump can save our county. I believe it was his Destiny.🐘,"Texas, USA"
,,"RT @AdamantxYves: TBH, it's way too late for this. I appreciate you being one of the lone progressive voices of the Democratic party, but t…",confessions of a leo moon & rising. uiuc. 🇨🇩.,217 for now
,,"RT @RahulGandhi: I kept warning them on Covid19 and the economy. They rubbished it. 

Disaster followed. 

I keep warning them on China. Th…","After all, what's more human than the fight for survival ?",
,,"RT @johncardillo: According to Yelp, 60 percent of restaurants closed do to the fraudulently over inflated COVID numbers will never reopen.…",,
,,"RT @CBS6: More than 1,100 new COVID-19 cases were reported out of the 19,600-plus tests processed since Thursday's health department update…",Just enjoying life to da fullest✊,"RICHMOND,VA™ ✊"
RealityWinner,,RT @Corinacakes: @donwinslow  Maybe consider a video of Trump freeing Roger Stone but keeping whistleblower #RealityWinner locked up. She's…,not taking any crap any more,
Delhi COVID19 minor quarantinecentre sexualassault womensafety,,"#Delhi: #COVID19 Positive Man Sexually Assaults #minor at #quarantinecentre 

#sexualassault #womensafety 
https://t.co/Yvg9whdCBk","Credible. Concise. Co-Creative. 
Support Good Journalism: 
https://t.co/9lmV8B3pCO",
fridaymorning,,"RT @AdaKirschner: Hi. Some food for thought this #fridaymorning:

➡️ Only about a quarter of Americans are on Twitter - ~22%.
➡️ Roughly 2/…",#HandMarkedPaperBallots,
,,RT @TomFitton: Masks don't work. Dr. Fauci said this and his conduct seems to confirm he still understands that there is no science that ma…,"Ex-Dem, Trump supporter, very concerned about our country, MAGA. love my President.🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸",
,,Losing colleagues every week due to covid-19 😭😭,Sports fan,Pietermaritzburg
,,"RT @briantylercohen: And there it is. Barron Trump's school will not re-open in the fall, meaning that while Trump is demanding everyone el…",Mississippian | Δ woman | Tweets are my own | This is a Kaavia James Union Wade stan account,
,,"RT @DeaceProducer: The old saying ""even a broken bureaucrat is right twice a pandemic"" rings true again.

Fauci was correct in February in…",Your face-diaper is full of poop.,
,,meanwhile in Northamptonshire &lt;tumbleweed effect&gt; https://t.co/AiDVPCmmNp https://t.co/qGXEOFR9O6,"biker, redhead, mum, burd, sometime virologist (influenza, varicella zoster), deaf/HoH, her/she, CIS. Sweary as fuck.","East Midlands, England"
,,"RT @nowthisnews: In Jerusalem, thousands of demonstrators gathered outside the home of Israeli Prime Minister Benjamin Netanyahu to protest…","https://t.co/UjkWtS72Aw
Not Left, Not Right, Forward.
Hiker, tree hugger, Omnivore, Hippie, Nerd, 
'Phins Up. Single white male.","South Carolina, USA"
,,"RT @RespectIsVital: Ah, the Tories annual summer Foodbank photo op has arrived.

Look at the amount of supplies they need!

The fact they e…",Dealing with stuff.,Brighton
,,RT @stoolpresidente: Is this because I didn’t respond to Washpo request for interview?   Also was tested for covid before entering White Ho…,Big Sports Guy #trusttheprocess #FlyEaglesFly #LakeShow #RingTheBell #MovieGuy #MemeGuy #BWWM #HockeyGuy #FishGuy #CandleGuy #SportsGuy #BottledWaterGuy,
,,RT @donwinslow: You can't be pro-life and advocate kids going back to school in a pandemic,"Former Retail Advertising/Marketing Professional; Currently  Communication Instructor (Interested in: Pop Culture, New Media, Privacy, Media Literacy)",Connecticut
,,RT @nilodile: Me @ the end of this damn pandemic https://t.co/3dzgz0eAs4,Mind the business that pays you.,LA
,,RT @theblissnews: There is surge in the number of confirmed coronavirus in Lagos State as it records 203 of the total 604 new cases on Thur…,"A lover of peaceful society, social and community service worker, Journalist, Entrepreneur, Humanitarian and also loves teaching.",
,,"RT @AskAnshul: Situation of Covid Care Centres:

1. Delhi: A girl sexually assaulted at Chhatarpur Covid Care Centre by another patient.

2…",Fundamentally RIGHT.,
,,RT @EricStoffle: It’s the Eleventh Hour as political and religious leaders use their power and influence toward for their own gain. Anyone…,毎日絶好調！I am on a roll and no one can stop me. 絶体絶命の状況から何度でも這い上がるゴキブリのようにしぶといBlogger,
,,This 27-year-old reporter is urging people to take COVID-19 seriously after battling the virus for more than a month https://t.co/4rAYeslhRX,Stories that move. Send us tips: contact@nowthismedia.com. Subscribe to our daily newsletter: https://t.co/2sCY2rymF7,The Internet & NYC
,,"RT @AlexBoyerFox4: 14 family members contract COVID-19 after backyard barbecue

https://t.co/eNSC7yne2v","(he/him) Fat gay writer with a passion for animals, finger foods, and the macabre. 🐌🌮🔪 Co-Host: @BigFatGayPod","West Hollywood, CA"
,,"RT @RahulGandhi: I kept warning them on Covid19 and the economy. They rubbished it. 

Disaster followed. 

I keep warning them on China. Th…","GPCC Incharge of Dhansura, Vice President Sabarkantha Congress Committee, Former Youth President Prantij Block.",prantij Sabarkantha Gujarat 
,,RT @davidschneider: Tories doing photo opps in foodbanks. Like arsonists doing photo opps with the fire brigade.,,
,,"The local COVID-19 caseload is holding steady.
https://t.co/zIsfK8zRME https://t.co/HKFcPMlemG","http://t.co/TPt9yCnYai is a network of local newsrooms providing timely, accurate multimedia coverage of your region.","Sarnia, Ontario"
,,"RT @Pamacious: ""Romney’s bill... would initiate a secretive process that could result in cuts to Social Security and Medicare benefits, a l…",Any day is a good day spent above ground,
,,"Around 2,000 of these planes have been in storage in the US since the coronavirus pandemic led to their being grounded.","PhD in Clinical Psychology.       Saint Petersburg, FL   Orig. from Los Angeles, CA.  Was a CH-46 helicopter pilot in Marine Corps, Republican and a NRA member.","North St. Petersburg, Florida"
,,The control freak https://t.co/hofhZC7mUU,"You may not agree with what I say, but I defend your right to disagree with me.",England
,,@talialikeitis This might be helpful! https://t.co/wqRsb01u9R,Sharing accurate information to support meaningful dialogue online | Building a new way to challenge misinformation,
,,"RT @SolidRedPeon: Supreme Court denies Nevada church's appeal of attendance restriction amid coronavirus pandemic

https://t.co/uauq8L355X…","Proud American.  Proud Trump supporter.  NRA member. Support law enforcement and our Troops.  Mets, Rangers, Dolphins, Miami Hurricanes IFB ALL PATRIOTS","New Jersey, USA"
,,"RT @SportsCenter: Due to the coronavirus pandemic, the world won't be watching Olympic athletes for the next two weeks. 

Instead, the athl…",Talk to Me don’t Talk To Loud 🤭🤫💯,"Los Angeles, CA"
,,RT @jonsnw6: Social distancing is making me horny!! https://t.co/yd1DpoWxCR,,
LeftRightCentre COVID19,,"RT @ndtv: #LeftRightCentre | In the midst of #COVID19 crisis, SpiceJet, in association with actor Sonu Sood, has been bringing back Indian…",,Indian
,,RT @YungMiami305: IM TIRED OF CORONA!!!!!!!!!,GNHS'20⛳️,"Chicago, IL"
MNCDFrelief COVID19,,RT @MNCDFbombay: #MNCDFrelief donated customized Face Shields to the Mulund Police traffic division #COVID19 Frontliners. We welcome the co…,Corporate Medical Services - RIL. PhD Sch. Ketogenic Diet & Refractory Epilepsy. Diabetes Educator (IDF). Views are Personal. @flameoftruth @reliancejio,Mumbai | Kolkata
,,"RT @tribunal_watch: THIS INFO MUST GET INTO THE RIGHT HANDS

@dbongino @IngrahamAngle @GenFlynn @Scavino45 
@parscale @DonaldJTrumpJr @kimg…","We Two are One. Both of us are children of WW2 veterans. 1 National Guard, 1 Army Air Corps pilot. Both God fearing patriots sworn to protect our country.","Gold Canyon, AZ"
,,Check out our Covid-19 Sales process where we make it easier and more comfortable for you to get in touch!! https://t.co/MyK7wIWk2q,We are an retailer of premium cars and a Subaru dealership. Always a great range of pre-owned cars available. Renowned for our professional customer service.,"Galway, Ireland"
,,"AfDB, UNHCR and G5 Sahel partner to enable $20m COVID-19 response for refugees  https://t.co/h3YHlMHR2x","Devdiscourse: World's leading Website for International Development News, Opinions, Interviews and Breaking News.",National Capital Region
,,RT @gedkearney: 1/3 Privately owned nursing homes worst hit by COVID. ‘@LASANational recognised the need to hire more staff. It began to tr…,"Passionate Supporter of @CollingwoodFC 
#Supercoach 1,215th('18) 604th('20)#SuperCoachBBL- 131st (BBL08) , 132nd (BBL09)
Enjoy a punt on #HorseRacing and #AFL.","Melbourne, Victoria"
,,RT @LFC: Think we know what @trentaa98 has been practising during lockdown... ️🚀⚽️ https://t.co/qP0NzXBDd6,Massive Liverpool FC fan i dedicate all my twitter to the red men always looking to find new LFC friends. orginally born in Liverpool but raised in London,"London, England"
,,"RT @BidenWarRoom: If you or someone you love lives in a nursing home, you need to read this 👇https://t.co/Or4iZ4CTmd",Yellow dog Democrat  living in South Alabama,
,,"@Amy_Siskind She died of covid-19 but sociopath Miller and his entire administration are hopeless miscreant liars about everything... he, like them are unable to speak any form of truth.",,
,,"@LukeRobins5 that thing looks like it’d hold the cure to corona,,, keep it. looks high tech.",flustered capricorn #blacklivesmatter,"Orlando, FL"
,,"RT @dcbigjohn: Congratulations Republicans, you got your death panels. https://t.co/FLFXiMK0VA","Wife, 👩 Mom, 🤩 Gardener, 👩‍🌾 PsychRN, MagnaCumLaude 👩‍⚕️ Author, ✍️ EXvangelical, 👋  Survivor, 👨‍👧 #IAmTheGarden 💐
#GoodTrouble 🇺🇸","Indiana, USA"
,,"@kyliexquinn @PRP_LB They had a food drive for Covid victims if I’m remembering right and a food bank, but they’d def know more than I, they also organized one of the George Floyd protests :)",Sometimes history needs... a push. The only good Nazi is a dead Nazi. Marxist/Leninist ☭SRA Member☭. Long Live The PFLP🇵🇸 & IRA🇮🇪,baza krasnykh amerikantsev
,,RT @mstwill: Ah yes... now that it personally affects her she cares,25. RIP Tendai ✨| UWG Alumna | https://t.co/7dwuflvy2f,Virginia ✈️Louisiana ✈️Georgia
WATCH,,"RT @ANI: #WATCH 85-year-old Shantabai Pawar performs 'Lathi Kathi' on streets of Pune to earn a livelihood. 

She says, ""I'm doing it since…",,India
,,Trump Calls Off Jacksonville Republican Convention Over Coronavirus https://t.co/YDrcY2XZQK,,"Bexhill, England"
,,RT @TexasTribune: New: Harris County has ordered that all public and non-religious private schools stay closed and provide online learning…,"🕊️Peace-loving independent thinker. Love kids, pets, rock & roll, movies & TV. Care about climate change, equality, healthcare & gun safety.",Deep in the heart of Texas
,,RT @NewsHour: Negotiations over the next COVID-19 rescue bill were in flux Friday after the White House floated cutting an unemployment ben…,🗽,NJ
,,RT @bbyches: Essential workers should get a pay raise for working during the pandemic. People working min wage during the pandemic deserve…,me la pelan,
,,"RT @maddow: Savannah:

""Ambulances packed the bays outside one hospital’s ER, as an unusual number of paramedics waited in the hallway with…","Mother, Grandmother, Sister, Aunt, Photographer, NASCAR fan, Patriot,Democrat, I block mean, and stupid. Bernbots stay away with your lies. she/her","ÜT: 47.01585,-91.697499"
,,"RT @TheRickWilson: ""Failure"": Lincoln Project video shows Trump's COVID response by timeline of surging cases, deaths https://t.co/yEf3o6pq…","No DMs. Happy, grateful, but anti-Trump.♥️Lincoln Project. #Resist #ImpeachTrump #ImpeachBarr #ImpeachPompeo #ImpeachPence #VoteBlueToSaveAmerica #Coexist #BLM",
,,"@calmdownkidder Chiptune Twitter wouldn't be Chiptune Twitter without you, tbh. 

Can't wait for the post lockdown indoor inflatable palm tree beach party theme chip party in Liverpool. It's what's keeping me going rn. 

The pliiptbptcp, for short.","this one time, on Bandcamp... 🎶
melancholic chiptunes 💾
software dev 🦇
FFXIV louisoix 🌷
I can do the Jecht Shot 🥎
don't be afraid 🍂
she/her - bi 🏳️‍🌈","Dublin, Ireland"
,,"RT @duty2warn: Fauci is getting death threats. “Serious threats against me, against my family … my daughters, my wife — I mean, really? Is…","I'm old & cranky.🍸☕ I block racists & other idiots.🌈🌈 Support LBGTQ, Educator (Spanish & French) and proud of it. #TheResistance #BLM #BlueWave2018🌊🗽⚓",Duchy of Grand Fenwick
,,chav check https://t.co/5YlLkaABmZ,ᴅᴏ ʏᴏᴜ ᴋɴᴏᴡ ᴡʜᴏ ʏᴏᴜ ᴀʀᴇ?,♥︎
,,"RT @ProjectLincoln: Donald Trump's 2020 Platform:

🤡He can drink water with one hand.
🤡He can recite 5 words in a row.
🤡He can walk down a…","Wife, Mother, Farmer 🚜🐐🐝🆘 #CHILDHOODCANCER 🎗 Family #RESISTANCE 👊🌊 🇺🇸🇮🇹 🌈DEM",Washington State
,,RT @nuicemedia: Solo’s outgoing Deputy Mayor Achmad Purnomo has contracted Covid-19. He had met President Jokowi the day before he took his…,Tidak duduk di WC jongkok.,Di Bawah Pohon Rindang
stopthespread,,It is so important that we are paying attention to what we put on our skin. Nine Mile Health has US Manufactured Ethyl Alcohol-based hand sanitizer. We want to keep you safe and healthy during the pandemic. Let's #stopthespread together!,"NINE MILE HEALTH is a manufacturer, bottler, and distributor of certified sanitizers, cleaning products, hand soaps, PPE, and other related products.",
,,"Exactly! 
Naive me started to follow closely the reported Covid-19 data in early March: abandoned after only 3 weeks! 
A waste of time, with 79-year-old shaman coming out doing a lying dance to scare the native simpleton brains &amp; souls into putting the show on 6 o'clock news😡 https://t.co/0jzgXZ3N5s","Life. Stubborn. Beautiful. Insisting. ""Because Time Is All That Matters"" 1974 refugee from Ceausescu's Romania. Eschew Communism in all its anti-humanity forms!","Florida, USA"
CBC RobertStrang NoMandates NS,,"#CBC #RobertStrang Chief med officer ignores long list of health harms incl: Masks prevent proper breathing, force bacteria/viruses back into nose, eyes &amp; mouth, are psychologically damaging + there's no science supporting masking as a protection against covid #NoMandates #NS","""The truth knocks on the door and you say, 'Go away, I'm looking for the truth', and so it goes away. Puzzling."" (Pirsig)",Nova Scotia
,,@sridhar_kiran Impossible to predict this summer isn’t it. Corona plus Levy. Anything could happen. I feel Hojberg is a done deal. Then it’s anyone’s guess,Paxton Season Ticket Holder. #COYS #THFC,
,,"RT @ruggiere_l: YOU SHOULD BE PROUD AS CAN BE.... IT'S THE BEST THING IN THE WORLD FOR KIDS, TO HAVE THEIR MOM'S AT HOME.... https://t.co/V…","Artist, Christian, Conservative, Patriot, Animal Lover,  Etsy Shop- Featuring Hand Painted Gourds & Items, Hand Made Items & Vintage Jewelry & Rare Items   See!",Heart of Dixie
Folkore,,Corona will be cured soon because everyone will be inside listening to #Folkore and finding their inner peace. No? Just me? Ok.,I'm the loudest in my family | Radio DJ for @wmluradio | @trisigma_alpha | BTA,RVA
,,"RT @JaxAlemany: Welcome to 2020, time travelers, where white grandads fighting for racial equity mid pandemic are equipped with n95s and su…",Reader. Twitter connoisseur. Problem solver. Analyst. Sports media junkie. Tv/film trailblazer.,"Los Angeles, CA"
,,"RT @StephenKing: By this fall, the number of American dead as a result of COVID-19 will equal TWICE the number of Americans killed in the V…",,"Olympia, WA"
,,Anyone worried about spreading COVID? Didn’t think so. https://t.co/85K4N3hMfZ,,
,,"RT @roccogalatilaw: More on the DNA dimension to the proposed covid-vaccines being developed, in a hurry, and why they are dangerous.

http…",Imperare sibi maximum imperium est. (Most powerful is he who has himself in his own power.) - Lucius Annaeus Seneca,Canada
,,RT @campbellclaret: Last Labour government made NHS winter crisis a thing of the past. Your party’s decade in power has brought it back. Yo…,,
,,"RT @BernieSanders: The fact that Jeff Bezos increased his wealth by $13 billion in 1 day during a pandemic, while his employees struggle to…",not ur speed bitch. blm. LLAJK.,IG meganndeanne 
,,"RT @davidmweissman: Russians also hacked in our elections and put bounty on our soldiers, why can’t Trump, McConnell and Pompeo tell Putin…","Former journalist, hate corruption, MArch, AIA Assoc, LEED AP B+C, #UnKochAmerica #ClimateChangeIsReal #NoConCon4AnyReason #ExtortionIsImpeachable",DC-MD-VA area
,,Talking about covid19 masks https://t.co/ErBCucnK1Q via @YouTube,"I just seek the truth nothing more and nothing less,😆 and I do Find IT and expose the LIES","West Midlands, England"
,,"RT @picardonhealth: Ontario hospitals plan off-site care for seniors if second wave of pandemic hits hard, by @kahowlett  https://t.co/EKgI…","Author: Resilience: One Family’s Story of Hope https://t.co/tfQjeOdCMI & Conducting Clinical Research https://t.co/veoHxs2X7l
Infectious Disease doc, @Forbes contributor",Maryland and Maine
,,"RT @gavinesler: It's been a year of repeated failures, daft slogans and 'world beating' incompetence. You've failed on coronavirus, Brexit,…","Lover of Life & Laughter. Always be kind, always be generous, love yourself..and laugh at yourself..you are funnier than you know!",
,,@SpringerNature There’s no pandemic. 0.03% worldwide. Liars and crooks.,"Be United Patriots ! More than Ever ! ❤️ Worldwide ! 💪 
#MSGA #SwissExit #FightBack",
,,RT @Azfarovski: Pls. I don’t want another timeskip.....,tengok apa hihi,Malaysia
,,@RonCFisher @paulkrugman There’s this thing called a pandemic. Restaurants aren’t exactly booming right now.,“A fanatic is one who can’t change his mind and won’t change the subject.” – Winston Churchill,
DefundThePentagon,,RT @ShahidForChange: We are all being fleeced. #DefundThePentagon,"Against debt-centric oligopoly. Looking at economics, politics & law. Solutions: freedom, truth and justice for each & every. #antifragile Abhor labels.",San Francisco
,,RT @BigOgKobe: 🗣THEY DONE RELEASED THE COVID VACCINE https://t.co/NKjfxZJmVy,#BlackLivesMatter,
,,"RT @PoliticalK1: @campbellclaret I really don't see what there is to be proud of, all this rhetoric of the handling of COVID-19 being a ""st…",,
,,RT @CBSNews: Staffer for Florida congressman dies of COVID-19 https://t.co/Rany20dKNJ,"Retired educator, resist all things Trump.","Georgia, USA"
,,"RT @SenKamalaHarris: People are demanding bold action from Congress to help get through this pandemic. I’m pushing for: 
-$2,000 monthly pa…",,
,,I'm sure my granddaughter would love to get to the moon instead of go back to school. https://t.co/S1CXqkI3bv,Snarky/Glass breaker kinda girl. Evil Emperor TRUMP-atine is disarmed #RebelAlliance Decency/hope/love wins #BidenHarris/Raising my 2GranBabies/Mom/Wife PACU RN,Ore-y-gun
,,"RT @ACLU: BREAKING: Employees from ICE and CBP are suing the Trump administration due to COVID-19 exposure on the job.

There is an easier…",Father. CEO of online roadkill store (exotic meats). Ohio Street football HOF quarterback. Hussle forever🏁. Currently Manifesting.,"Columbus, OH"
,,"@iluv6Seulgi @vminfirst Exclusive:To Expand COVID-19
Testing.The UK Government bet
Heavily on Home Testing

A Strategy Other Countries
Severely Affected by Virus
Haven't tried https://t.co/EuUxLhmodX",,
,,"RT @funder: BREAKING: Trump’s going to his NJ golf club today, at the height of the pandemic. With no plan to reopen schools or businesses.…","Survivor!! HUGE FAN OF #METS ⚾️#RANGERS,🏒#NYG,🏈#KNICKS,🏀#NOTRE DAME &🏈WHOEVER IS PLAYING ⚾️#YANKEES!!DO NOT GO GENTLE INTO THAT GOOD NIGHT--DT",ALWAYS BROOKLYN BUT LI NOW
,,"The pandemic has been causing a lot of stress and fear to most of us. While some are able to cope well, we still could wish for a better day ahead for everyone.

We may be ""Under Pressure"", but Queen is here to help sing our blues away.","Community helping the community for people living with anxiety or depression.

Join the Flourish Circle, a safe place to tell your story https://t.co/rT2f5oG67P",
,,"RT @Acosta: McEnany on what's changed with Trump on COVID: ""There has been no change... he hasn't changed.""",,"Los Angeles, CA"
excluded,,RT @timpravda: @RishiSunak In the meantime you leave myself and 3 million #excluded from Government Support. Did you forget this is a world…,I can’t wait for Shipwrecked to start so I can annoy Fordis - who I no longer follow - by talking about it 🙂,London and the USA!
,,"RT @SassyKadiK: All you folks praising the Donald for taking safety of Americans over the RNC in Florida, need to be reminded that it was a…","Retired teacher, animal lover, Dem voter,","Tucson, AZ"
,,RT @lonettebowers: @Ladybounty2000 @alexnazaryan @PressSec Not propaganda. I live here in Portland. It is destroyed. Suicide deaths off the…,"a self deprecating, weed loving libertarian, born 🇨🇦 Proud to be 🇺🇸#MAGA, married, kids, and lots of guns.","Montana, USA"
,,"RT @BarackObama: Although we’ve seen some positive findings recently about the possibilities of developing a vaccine for COVID-19, this art…",,
,,"@JioMart_Support 
Fraud app not providing covid essential kit",,
coronavirus,,@Matthew_4_Trump Just tell them there is no scientific study to show #coronavirus exists.,"Software, App, Website Developer.
@ExtrasBuy - Reduce Food Waste. #FightBack
#Startup #ERP #SaaS #WordPress #Laravel  #CoFounder #Patriot #KAG","Texas, USA"
,,RT @alasnich: I think it not unreasonable to suggest that the LNP Opposition in Victoria have played a significant part in causing none com…,,
,,"Andrea Carroll-Glover of St Mary’s University spoke about higher ed online education. St Mary’s has 20 full time online programs.  Since Covid, all higher ed institutions have been forced to innovate. Some project that 25% of higher ed may close in the next 5 years. https://t.co/FsviuaJZtN","Rotary Club in Minneapolis, MN, USA, meeting at 12:15 for lunch & service on the 1st three Fridays of each month. The 9th Rotary Club, in existence since 1910.","Minneapolis, MN"
,,"RT @LadyVelvet_HFQ: Countries that admitted COVID-19 was a pandemic; wore masks, practiced social distancing &amp; sanitized are recovering. Sa…","Fortunate Indian Muslim. Mechanical Engineer interested in acting, fighting for my Existence. Views r Personal. RT r not Endorsement.","Mumbai, India"
