hashtags,place,text,user_description,user_location
,,RT @TonyKeyMoney: Nyinyi hujiona akina nani? FLOTUS ako na nudes kwa leading magazines but Njeri won't hire a 20 yr old for an unpaid inter…,"„I ride with nobody, but God in the squad“.Bean counter.",
,,"@PrevSmart Ireland too has its own visa policies and you might have answered some awkward questions in your visa application, which they incorporated for their own safety. Good that you were granted a visa. Stay safe from Corona.","Straight forward, outspoken, law abiding, angry young man, cyclist, ambidextrous, colour blinded","Chennai, India"
,,@AnkitGu67268205 We understand your apprehension to travel due to the outbreak of Corona-virus. We will get this checked and update you.,Please see our FAQs on COVID-19 for quick resolution to your travel concerns. Link https://t.co/1Pq9NVVMcH,"Gurgaon, India"
,,"RT @BhaavnaArora: Love is in the air, Corona Virus is in the air but Kunal Kamra ain’t! 😝",Hate bullshit and have a high opinion about myself,"Delhi, India"
Nostradamus,,RT @iamvinjain: #Nostradamus wrote in the year 1551 this  There will be a twin year 2020 from which will arise a queen corona who will come…,Living and loving with all the best!,Montreal
,,RT @TheLifeOfNayy: Y’all dirty mfs brought corona home from Miami &amp; now it’s increased by 88% in 48HRS ....,New Acc | @gherbo ❤️| Aquarius |,Dade County
,,"lmao what?????.😆😆😆.honestly people really need a course on how to mind your business in university cause brooo???and if you check this people, theirs is on life support.Please corona will not jam us.Enjoy while it last. https://t.co/TYwoqB6Tsj",God loves me.,"Lagos, Nigeria"
,,RT @Omosek1: @john_danfulani Buhari is still learning how to pronounce corona virus without sounding stupid.,"Clergyman, Farmer, Human Right Activist, Missionary. 

I hate oppression.",Abuja
,,"RT @ioproducer: There was a nasty flu that went round in December / early Jan. I’m telling you, that was corona. Bare ppl were sick (includ…",#BTS : the only thing we be breaking is the charts 『they/them』,nct / twice
,,"RT @rafaelshimunov: Corona Virus in Amazon warehouse.

All eyes on Queens, where Amazon has ignored workers and now has its first case.

CO…","Damned if you do. Damned if you don’t. Choose your poison, America. Vote Republican or vote Democrat—you’re good as dead either way✊#Antifa #BLM #MEDICARE4ALL",America the Miserable
,,RT @AnupamPKher: Landed in Mumbai from NY. It was so gratifying to see how strictly but politely &amp; competently our authorities at the airpo…,,
,"Victoria Island, Nigeria",@seyiamakinde He takes responsibility for Corona virus spread. There would always be a follower who thinks like him. Gbogbo yin ti yare!!.... If it is Buhari or any Governor from the North now....smh,An easy going dude. Fun to be with.,Lagos state
,,"RT @BillKristol: Those who could “stand up to Trump and protect the American people...were too worried about their pocketbooks, access, or…","Everyday is a new day~Make it count! Do some ART!
Make the world a little sweeter & compliment strangers~Kindness is free & sticks like glitter! Spread it!","Maine, USA"
,,"RT @CBSNews: “If I get corona, I get corona. At the end of the day, I'm not gonna let it stop me from partying”: Spring breakers are still…","Proud Human Resources professional nerd scouring the earth with technologically advanced tools for artistic serenity, knowledge...and humor😏😉",California
,,"Take time to read this guys. This information can help you regarding on how to avoid the corona virus.
☺️☺️. https://t.co/uQBhvTW5sv",Never Say Die,"Taytay, Calabarzon"
coronavirus covid19 saveindia safety,,"Hello All........
Save yourself and others by staying@Home on this March22...
Govt.of India announced the day as “JANATA CURFEW” to save our lives from the rapidly spreading “CORONA VIRUS”......
STAY AT HOME AND SAVE YOURSELF.......

#coronavirus #covid19 #saveindia #safety https://t.co/37Yeb4cZFn",Thought Flows is a leading medical coding training academy in Asia that follows a motto of educating people in field of medical coding with complete knowledge.,India
,,"RT @avocadovsz: corona or no corona, staying away from people is always a good idea.",send me lasagnas cuz im a garfield,"Rawang, Selangor"
,,"Corona virus life at one place is 24 hrs and curfew is for 14 hours
So the public places and points where corona may live will be untouched for 14 hrs and break the chain.
Idea behind NAMOs janta curfew🙏",New day new craving💫,
,,"RT @BernieSanders: Right now 87 million Americans are uninsured or underinsured.

Our profit-driven health care system is a danger to our p…",secretary/puppy of @LilyBelleVTuber | Might Be A Vtuber Someday |  aaaaa | Borgov stan | @reinami073 noticed me | lonely :C | #BlackLivesMatter,Probably asleep
,,RT @MLKChefLean: Sharing this because corona  https://t.co/ofBDQE58RJ,My legacy just started,Ελλάς
,,"RT @amitandon: Corona has proven that India's  bigger problem is not illiteracy, it is stupidity of literate people",,
,,"RT @amitandon: Corona has proven that India's  bigger problem is not illiteracy, it is stupidity of literate people",,India
,,"RT @Stardust_Megu: If I catch any of y'all praising that ""Corona-chan"" cosplayer (or any other cosplayer who also do this shit), then I kno…",Pansexual.Polyamorous.He/they/them feels better than he him. girls clothes are more fun. Ask me questions. 18+ only.,"Worthington, OH"
,,"RT @CandiceBenbow: This is Generation Z. 

I want to name that because folks love calling everybody 40 and under Millennials.

Millennials…","photographer 
 work in progress 
so help me God",Nigeria
,,RT @MakedaMorrison: Day 5: We have rediscovered farming,“It’s 2020 I ain’t finna argue bout twerking” - Meg thee Stallion,"Atlanta, GA"
MedicareForAll,,"RT @IlhanMN: This is insane. 

It’s frustrating that these tests and treatments not free yet, it’s time emergency #MedicareForAll https://t…",,Midwest - USA 
Corona,,RT @sunetrac: Trump on #Corona 🤦🏾‍♀️ https://t.co/PhC8qbNjQA,,bhopal
,,"Bollywood singer Kanika Kapoor returned from Corona positive, London and gave a party to… https://t.co/xJiVaLNf45",,
corona,,RT @NTarnopolsky: Netanyahu is still campaigning for office &amp; the #corona crisis has afforded him a daily platform to sell himself. 100% va…,"🍀 Works @ HRA NGO - for transparency of justice; e-justice, e-gov. tweets=personal; retweet - not endorsement; quote is IL police in aug 17, 2019 crim proc","Los Angeles, California, and Tel-Aviv, Israel"
,,RT @Stout97_: 2 weeks? it’s a fucking global pandemic not a hamstring strain.,Oceanographer| Marine Geologist |  @arsenal ladies fan | ArtetaFC. | 20-10-20 (Never forget) ....,This Town
,,"Obviously, this was a dream.🖖 And the growth behind the right eye is a fabrication of my dream. 

Apparently, I processed the yet unknown sequelae of Corona. And I processed the suspected weirdness of German authorities not to count deaths as Covid19 if another cause is possible","I know nothing of Snow and climate change. But its complexity is fascinating.
And how should our societies live within biophysical planetary boundaries?
*322ppm",Germany
,,RT @JoyAnnReid: Mayor of Jersey City:,"Ex-Ohio Republican voter..Indivisible OH 12 member...Columbus, OH Entrepreneur, Senior Fraud  Investigator. Activist...Volunteer...No Private messages..please","Columbus, OH"
,,"RT @_Teewo: Please educate people around you about corona virus, not everyone has access to the internet. Let them know preventive measures…",backup to my main page @tiwascott,In a land of myth and magic 
,,RT @smitaprakash: The lockdown in Maharashtra is a clear indication that the administration fears community spread of Corona virus. People…,Proud to be a Hindu ||| Vegetarian ||| Male ||| Non Smoker,City of Sails 
uhurumustgo,,"@VanClasher @WilliamsRuto if Kenya was experiencing the kind of death toll going on in Italy cos of Corona, I wonder how your tweet would relate. Anyway, we are Africans.....and our mindset has always been in question. @VanClasher you are a living proof of Africa's mental inadequacies........#uhurumustgo",Fun all the way,Kenya
,,RT @RoArquette: Am I wrong or does it Appear to be  a lot of inside trading going on from people who work for the American people ? so many…,Suspended for #WeStillHateYou HUGE fan of Stephanie Miller. I’m a Horrible Person. he/him,
,,RT @volariume: Everyone around the world right now. The Corona wash 😂 https://t.co/EjlOuYyx1H,Insta:erwann_g,"Ile-de-France, France"
,,RT @Javedakhtarjadu: Here is a sincere request from the bottom of my heart At least till this calamity corona exists let’s use all kinds of…,,Pune
,,RT @MakedaMorrison: Day 5: We have rediscovered farming,It's you.,babalu
,,"RT @iam_johnw: “ 56 % of Californians will be infected by the corona virus over the next 8 weeks “
People who live in California right now…",👩‍❤️‍👩🏳️‍🌈💍 |  I used to be @sarahgay until Twitter suspended me for no reason. No DMs🚫,
coronavirus JantaCurfew coronavirusindia CoronavirusOutbreak CoronaVirusUpdate,,"To everyone hoarding hand sanitiser because they're scared of catching the corona virus. First of all, you're brain washed by the television. Turn off your TV. Do you own research. #coronavirus #JantaCurfew #coronavirusindia #CoronavirusOutbreak #CoronaVirusUpdate",Respect for All Religion & Faith | 🕋🛕💒🕌🕍,I call myself GLOBAL CITIZEN
FlattenTheCurve,,"RT @Smix: My brother tested positive for Corona. Please, please help #FlattenTheCurve and stay home, practice social distancing. Our hospit…",🇵🇭 USAF Veteran. Mum-Wifey. @PlayValorant player for @DisruptGaming. 2X USN Branch Battle/1X Champ. Duo: @duckkyzero 👊. Sushi Lover 🍣.,
,,There are no coincidences. https://t.co/vLZvo478wu,"Retired Christian educator; Trump supporter; still raising my husband; I DON'T CHAT. Bucket List:  Israel, Dubai, time travel, meeting President Trump & JFK Jr","Florida, USA"
,,"RT @AbhishBanerj: Liberal choreographer returns to Bengaluru from Switzerland.

Goes to some artsy Mukhtiyar Ali concert instead of quarant…","Meditator Writer Lawyer Teacher Expressive To-the-point -Just Me :) SRCC, CLC. Indo-Japan Friendship. Proud to be followed by our PM @narendramodi",
IndiaFightsCorona,,"RT @narendramodi: The young actors have something to say..

Its time to be 'Zyada Savdhan' and do 'Corona ka Punchnama'! #IndiaFightsCorona…",Advocate.,
,,if i get corona this album will cure me @theweeknd,,
,,"RT @iam_johnw: “ 56 % of Californians will be infected by the corona virus over the next 8 weeks “
People who live in California right now…",soy un regalo | Black Lives Matter✊🏻✊🏼✊🏽✊🏾✊🏿,"Killeen, TX"
voicesofbiotech Covid_19 corona,,"“Yesterday, in immediate answer to urgent requests, @KitoZyme &amp; KiOmed Pharma gave 1.000 protection masks to the CHU of Liège. The gesture is modest in size, but our solidarity is total and our determination absolute!
All the employees” #voicesofbiotech #Covid_19 #corona https://t.co/idR9fT5tgZ",Biotech and Life Sciences Industry in Belgium #biotech #lifesciences #health #agri #biobased #voicesofbiotech,"Brussel, België"
,,"Let's Fight Corona Virus.
I Love My Nation.
I Support Janta Curfew.
22nd March, Sunday https://t.co/ZaYr6ctGJv",Trycone Group has an inspiring mission whose central goal is to provide business & employment and growth of individuals.,Ahmedabad
,,RT @pattonoswalt: this incompetent racist asshole,,"Connecticut, USA"
,,RT @zairfulradzuan: everyone coming out of corona as barista,,
,,"RT @attomeybharti: It’s a remarkable achievement for central, state and local governments that India hasn’t seen community spread until now…",Politics news News,
,,"RT @aan__: After self isolation time, I'm pretty sure I won't get corona. Instead I will have fat and cholesterol.","im not old, ok.",
,,"RT @its_ANTIdote: HIV has been here for more than 20years and right now it's no longer a threat,Corona virus umekuja juzi tutakurwanda mako…",Smile less,
,,"RT @jacobinmag: In 2008, they told us not to “politicize” the crash. We ended up with a decade of austerity. The coronavirus crisis will re…",@SocialistUT • @prairiefirepod • history and policomm • Gaelic sports fan • ☭ • any pronouns,"Austin, TX"
Apple Android,,"download Corona Virus Alert(COVA) App developed by the Government of Punjab on your #Apple mobile click following link:
https://t.co/n2ggetNOzT
For #Android App click following link:
https://t.co/L2lDqadHoR",Old school batch,ਆਬਾਂ ਦਾ ਦੇਸ
,,RT @MakedaMorrison: Day 5: We have rediscovered farming,I am the snooker bunny. Writer. Youtuber. Gardener. Londoner. Only Fans creator. Blocked by Gardeners World ✌🏻 backup: @Snookerbunnyy cashapp $Snookerbunny,"London, England"
,,"RT @sri9011: Hallmark of Congress-NCP Secularism.
(And that other hotbed Kerala is also a secular paradise.)",Nation First ! RTs may not be endorsement | Road to success is never easy |,
Modi SAARC PR JanataCurfew Modi ChiefMinister SAARCfightsCorona JanataCurfewMarch22 IndiaFightsCorona Corona,,"@ANI #Modi should have done that 2 weeks back, before addressing #SAARC or doing the media hyped #PR event announcing a #JanataCurfew day. #Modi is not even in touch with his #ChiefMinister's at this hour of crisis. #SAARCfightsCorona #JanataCurfewMarch22 #IndiaFightsCorona #Corona",Rightist and Nationalist Indian,"Purulion, JNU 'ite nw B,lorean"
,,This the one🤣 https://t.co/Su0SB8MqLC,SC: courtyy.y | A.R🤞🏼| YouTube link,"Fort Worth, TX"
,,"RT @SouthwarkNotes: Great statement of demands from @LATenantsUnion regarding housing, tenants, the unhoused and Corona virus. In Spanish a…",researcher (phd): women's history /anarcha-feminism /ecofeminism /housewives /women's writing /feminist zines /feminist archiving /anti-gentrification movements,"kobe /kyoto, japan"
,,RT @zairfulradzuan: everyone coming out of corona as barista,♡ love. understand. care. accept. respect. faith. hope. trust. support. encourage. ♡,
,,"RT @CallNotEvilGood: @MissILmom @TwWorthy @realDonaldTrump @POTUS If our President did not ban all travels to and from China, we would be i…","Love God,Veteran Husband, my kids my dog and President Trump. 
Greatful for God's blessings. 
I REJECT socialism!
#TRUMP2020 
#MAGA2020 
God Bless America!", USA
,,RT @bIondiewasabi: this man’s piss could stop corona,,"England, United Kingdom"
,,"RT @ca_avijit: My request to @cbic_india @GST_Council not to extend due date of 3B. Even after corona scare, date wasnt extended. Now when…",CHARTERED ACCOUNTANT,AURANGABAD
,,RT @Complex: Trump's notes show he crossed out 'Corona' and substituted for 'Chinese:' https://t.co/EiXyNH6xsa https://t.co/eyidD6xBaS,🤏,
,,"RT @ioproducer: There was a nasty flu that went round in December / early Jan. I’m telling you, that was corona. Bare ppl were sick (includ…",Gracious words are like a honeycomb,"California, USA"
,,"RT @amitandon: Corona has proven that India's  bigger problem is not illiteracy, it is stupidity of literate people",It's absolutely stupid to spend your time doing things you don't like.,India
,,"RT @Olmedic: @kirstiealley My dr also believes it’s been here for months. All winter, she’s had flu cases, testing negative. She now believ…","JESUS, AMERICA, TN VOLS!! & ready 2 fight 4 them all! #greatawakening #VFL #MAGA # KAG #Deplorables #walkaway #Patriot I❤Trump","Clearwater, FL"
,,im so thankful that my family bond is strong w or without the virus cause like bruh yall really need a virus to have a good relationship with yall family??? dammn. https://t.co/Fy8STrpO7w,if you ever feel sad always remember that sad spells backward is das and das not good. check out my book i've been working on 👇🏻💕,
,,"RT @prayingmedic: Watch @Hublife's broadcast: ""Kung Flu Goes Mainstream, Potential Corona Cure, V Recovery incoming, Promises Made, Promise…",❤️#MAGA❤️#StopVoterFraud 🇺🇸🇺🇸 #WWG1WGA❤️#Patriots❤️#POTUS45 #CAPenalCode141(c) #JudicialWatch #QAnon #Winning #GreatAwakening #DueProcess,United States
,,RT @MakedaMorrison: Day 5: We have rediscovered farming,,
,,"RT @MsCCollins1: Can any of us rely on this hack for honest info, after her "" The science has changed"" bullsh*t?!","Anti bloodsports 🦊NOT A TORY, rants on politics, art/ history/medieval marginalia. Remainer, UK Republican, Ethical Vegan, Goon Show fan. SWT Ellies, atheist.","England, United Kingdom"
Coronavirus EastCoastRailway Bhubaneswar,,"ECR hold disinfection drive at Coaching Depot in Bhubaneswar amid corona... https://t.co/P8kCg2h07d 
#Coronavirus #EastCoastRailway #Bhubaneswar",ZORINS MEDIA GROUP is recently launched with its vision to deliver Qualitative Information and Entertainment for all age groups. Zorins Media group is Broadcast,"worldwide, India, UAE, KSA"
,,RT @tasha__koh: Please do not have sexual intercourse infront of your children for this will then be their “normal” and god knows in what w…,"she/her
♈🕉
#BlackLivesMatter |
#MigranJugaManusia |
🏳️‍🌈 ally |
✨no space for bigots✨ | https://t.co/XMGTbFoq0e",Malaysia 
Corona KanikaKapoor COVID19,,"#Corona starts hitting Bollywood.

Singer #KanikaKapoor tests positive for #COVID19. She returned from UK last Sunday, sneaked out, hidden travel history from authorities. Upon return, stayed in a 5star &amp;attended a party with 100+ present. 

Should be boycotted from the Industry. https://t.co/Uxt2VAUYmv","| Exclusive | Entertainment and social media | Cinema | 24/7 online media 
| Interview | movie Reviews | photos &video | Tamil updates | !!","Chennai, India"
,,Info graphics Oooo Tom!! 😂😂. We don’t just want to know the numbers. We want to know where !!!! https://t.co/6xVMVHXeAg https://t.co/oztseTooG6,"iCREATE, iRT, iFB

THE BLACK STAR OF AFRICA: Some years ago, a strange Asteroid rock fell somewhere in Africa, Ghana.....................let the story begin.","Accra, Ghana"
,,RT @gherbo: WHEN I HEARD KD HAD CORONA VIRUS😔 @nba YALL BETTER GET TO THE BOTTOM OF THIS SHIT ASAP‼️ https://t.co/VpU5Q7tRp5,SOUNDCLOUD: Chink Bless IG: ChinkBless 🦍🖤🗣,Your hood
,,"""Put a Mask On Your Face"" - Benny Benack III (Corona Parody) https://t.co/XBnX81YLtq via @YouTube","Paints beaches, boats, and bicycles.
Stay Hydrated & Wash Your Hands.",
,,"RT @amitandon: Corona has proven that India's  bigger problem is not illiteracy, it is stupidity of literate people",,"Palamaner , Chittoor, India"
,,"RT @claesbang: Poster for ""The last Vermeer"". US release is scheduled for the 22nd of May, but with the current Corona-crisis setting the a…","♿♒My name is Henri Leigh. 🐶🐴

I'm a Disabled Trans & Non Binary Guy.
And here's my Transition Story whilst being Chronically Ill.

He/They/Xe/Zir

I/We/Us",Theo💍| (21)
,,"RT @BillKristol: Those who could “stand up to Trump and protect the American people...were too worried about their pocketbooks, access, or…",,
,,"People are thick yes but Corona is also fucking horrible beer

EYES https://t.co/T3gSacqHCQ","Wasn't funny then, isn't funny now",
,,@refflexon I have corona,Ligondese,United Kingdom
,,"RT @ioproducer: There was a nasty flu that went round in December / early Jan. I’m telling you, that was corona. Bare ppl were sick (includ…","and if you aint a socialist, get up out my traphouse 🗣 or whatever Bobby Shmurda said",Where The Brochette Roasts
IndiaFightsCorona,,"RT @narendramodi: The young actors have something to say..

Its time to be 'Zyada Savdhan' and do 'Corona ka Punchnama'! #IndiaFightsCorona…","Nation First 🇮🇳🇮🇳

Social Work (Jai Ho Ngo Hoshangabad)🎽

 Bhartiya Janata Party🌷

 @narendramodi Lover✌️","Hoshangabad, India"
,,"RT @ztsamudzi: I keep seeing “it’s not about politics, it’s about human rights” with regards to corona responses.

But getting to be *human…","I retweet just about anything I find interesting, relevant, dumb, sarcastic or otherwise worth sharing. If you don't like the mixtape, find your own stereo.",Nakuru
,,RT @pattonoswalt: this incompetent racist asshole,Let's just forget all the GOP machinations to subsidize private insurance companies. We just need Medicare For All!,Seattle
,,RT @nicolebyer: Everyone in this looks sick,"drawing sometimes and bucin for idols everyday.
|girlgroup enthusiast✌",somewhere
,,RT @Biancaixvi: Corona day 3: it just feels like Sunday again and...again,the gay cousin - BLM - she/they,
,,RT @toriarenee_: This is for CORONA  you big fat white nasty smelling fat bitch why you took me off the motherfuckin schedule with your tri…,"NYC | 20 | 🇲🇨🇵🇱 | it really be like that all the time
she/her",out of this world
,,"RT @ConsciousEvolu1: Hospitalized with COVID-19? ""the average cost of COVID-19 treatment for someone with employer insurance—and without co…","Be true. Be brave.

15.2k followers @LibertyIsALady - and I can't log in. (Someone is apparently afraid of the truth). Please follow here.  ~Dianne Reum",Oregon
,,RT @TheLifeOfNayy: Y’all dirty mfs brought corona home from Miami &amp; now it’s increased by 88% in 48HRS ....,,
,,"“We know that domestic violence is rooted in power and control,” says Ray-Jones. “Right now, we are all feeling a lack of control over our lives and an individual who cannot manage that will take it out on their victim.” https://t.co/ju9HmJ21Nt","Fellow, Inst. for Policy Studies. Tweets about drug policy, culture wars, social justice & stuff that amuses me. Professional border crosser. Personal account.",Mordor on the Potomac
,,"RT @CandiceBenbow: This is Generation Z. 

I want to name that because folks love calling everybody 40 and under Millennials.

Millennials…",,"San Pedro, Garza Garcia"
,,"RT @RoflGandhi_: Maybe he also met cousin Jyotiraditya to congratulate him, Jyotiraditya met top guys in BJP to seal the deal. That's why P…",Divisional Lead - International Product  At Penguin Random House India,new delhi
,,"RT @bhak_sala: On 2nd Jan, China arrested 8 people for speaking about Corona. They were arrested on the pretext of rumor. Of this, Dr. Li d…","चन्दन है इस देश की माटी तपोभूमि हर ग्राम है।।
हर बाला देवी की प्रतिमा बच्चा बच्चा राम है।।","Haryana, India"
,,"So this aunty in my neighbors visits our house, just hugged nd kissed me on cheek
Maybe i was craving a hug too. 😐
Corona 😭😭😭😢","Doctor|
faasla rakhen warna pyar ho jaye ga!",lost in the moment
,,"@WahomeHon @StateHouseKenya Twisted reasoning populist and hollow , for instance, we are not a socialist state whereby all of us pay bills for other people. Why not use bills money to implement containment measures like fumigation to stop spread of corona, when do you safe more people madam?So annoying",,
,,@IamSmithAangdu Fuck Corona!!! Thinking of how to fix ma car and visit my farms! Jah knows 🙏🏿🙏🏿🙏🏿 https://t.co/XekFM3VFei,Real Lyf Over Hype; Loyalty Over Everything!! @shattawalegh!!! #4LyfMovement# De Rest Are Dead!!!,Taifa-Accra
,,A obvious uptick in deaths would be visible in the numbers. Does anyone have them? https://t.co/uPb3KyUu5b,"Tottenham Hotspur,movies, TV, astro, equality. “I am nothing but a shadow in the night, So if you let me, I will catch fire, To let your glory and mercy shine”","Los Angeles, CA"
,,"Corona did society not able to do. Reduced pollution ,less congestion, better hygiene and sanitation levels. THESE IF MAINTAINED DEFEAT CORONA. Corona message not to play  with nature otherwise nature intervenes for balance  @sood_2 @MoHFW_INDIA @SwaachBharat @BainsSarv18",,"Himachal Pradesh, India"
,,"RT @zhantafa: Coronavirus is a basic or general name for the type of virus that has the crown-like spikes on their exterior, which there ar…",know your worth,
,,Mr Johnson corona example to us all of how to cut your own hair.,,
Corona IwashedmyHands WashYourHands,,"RT @Vijayabaskarofl: #Corona Awareness: Soap or Hand Sanitizer, what should I use to wash my hands? #IwashedmyHands #WashYourHands #TN_Toge…",என்றும் தளபதி வழியில்...❤️ IgnoreNegativity...😇,"Maraimalainagar, Tamilnadu"
,,RT @MLKChefLean: Sharing this because corona  https://t.co/ofBDQE58RJ,🔸🇩🇪/🇬🇧🔸he/him🔸📸🔸💻 🔸 FF X|V : Alderique Aubierault(Sargatanas)🇺🇸|Alderique Goudernoux (Twintania)🇪🇺🔸❣️ @xiv_stargazer ❣️🔸 Header: @kana7o,Munich
,,"RT @TweetOfGanesh: Gopal, you can't kill Corona Virus, with Corona beer. THAT IS NOT THE ALCOHOL THAT KILLS THE VIRUS!

Stop using it as an…",Everybody deserves somebody who makes them look forward to tomorrow.,Malaysia
,,"RT @Browntable_Ent: This is your fault for not voting for the free Healthcare guy, America.

Bunch of dumbasses.",“Only a sith deals in absolutes” Obi-wan Kenobi,Manchseter
,,@layinca @thehelfic Corona should wipe us all....Make judgment start,💮Is there Any Reward💫 For Good💕 Other Than Good✨|Civil Engineer👷🏽in making|FX Trader📈📉,Fx Village
,,"RT @hwatysehun: @/outrofenty has: 
- fat shamed a NCTzen
- made fun of Wendy’s injury
- used the corona virus to make fun of EXO

How is sh…",★ | prns are bone/bones,read pinned 🗣
,,"RT @BenjaminDiskin: Rapunzel was quarantined in her home in the kingdom of Corona. Congrats, everybody! We're all Disney princesses!","I enjoy watching anime and playing video games, and I enjoy watching animated movies and TV shows.","Melbourne, Victoria"
,,"Corona lockdown soundtrack #1

""No kissing, baby, no touching, baby"" 🎶🎵🎶

https://t.co/pM4X7dodOg","Coach, Mediator & Consultant @techpeoplecode • People Lead • speaker • 💙 #devs #a11y #afrobeats • chronic illness & disability advocacy | speak 🇺🇸🇩🇪🇪🇸",Berlin
,,"RT @CandiceBenbow: This is Generation Z. 

I want to name that because folks love calling everybody 40 and under Millennials.

Millennials…","My RTs are almost always a reminder to myself.  I breathe cinema, music and finance. Believe. Achieve. Inspire. Chartered Accountant. Ex-big4 auditor.",India
,,RT @MakedaMorrison: Day 5: We have rediscovered farming,"Ph.D. in Engineering, Master's in Basketball",Helsinki
,,"RT @BillKristol: Those who could “stand up to Trump and protect the American people...were too worried about their pocketbooks, access, or…",Salty,"Santa Barbara, CA"
,,RT @sankrant: According to this Muslim woman Corona virus comes from the Quran. It is a Qurana virus which will not affect Muslims (because…,From Devbhumi Uttarakhand ... Algo trading using ML. Born at Kashi ... son of vedic rishi muni ... धर्मो रक्षति रक्षितः,United States
,,RT @toriarenee_: This is for CORONA  you big fat white nasty smelling fat bitch why you took me off the motherfuckin schedule with your tri…,,"Virginia Beach, VA"
,,"RT @bennicky: When your mate MCs about corona virus , you have to put it on here 😂🎤🙌🏻🐒 made my day https://t.co/AqOarWEDo8",🇬🇧,
,,RT @SahilRiz: Bollywood Corona content is on another level https://t.co/91mqpNml0E,"Aspiring Author,Techie by Profession, Foodie, Photographer,
R&D, Telecom, Digital Transformation, Smart Cities. Stamps.Views are my own. RT≠Endorsement","Delhi, India"
,,"RT @abbyvesoulis: An uninsured COVID-19 patient just got her medical bill: $34,927.43. @abbyabrams has the story. https://t.co/jOPJJ4VqKG",#mario35,
,,"RT @HYVEE7: HUGE!
Time-line matches up.
Read EVERYTHING CAREFULLY!

- PM &amp; wife
- Hanks
NEXT:
- Dion, Madonna, Barkley, Spacey
   &gt; Will cl…","Not at all wise and sensible, just a man. - Tweets privately for a friend... #Swexit , 🇸🇪Patriot. #vvg1vga, #17 , DJT=Hero! #NewAwakening , #CUE 🇸🇪 _ _ _#🔍",
,,"RT @CBSNews: “If I get corona, I get corona. At the end of the day, I'm not gonna let it stop me from partying”: Spring breakers are still…",BIG Spurs fan,
,,THE CORONA VIRUS IS A DISTRACTION but y’all aren’t ready for that conversation though🤷🏽‍♀️,"Live by the sun ☼, Love by the moon ☾ | 25 ♛ | mom of 2 💜💙|Cddjr 💍|♡",
,,"RT @majidhyderi: Kashmir's Corona patient escaped from Srinagar Airport using VIP influence. 
In Kashmir Corona Virus has only strengthened…",fight till freedom of kashmir,indian occupied kashmir
,,RT @MakedaMorrison: Day 5: We have rediscovered farming,,"Enugu, Nigeria"
,,RT @hoaxeye: Yesterday one video of an alleged Coronavirus patient in UK raised a lot of discussion and questions. It was impossible to ver…,"aku rela kamu bahagia, asal dengan aku",M I N A N G K A B A U
NESyria,,"RT @starrcongress: New updates from the Autonomous Administration in #NESyria: With the help of a Swedish institute, a method was found to…","Everyone’s favorite post-Hoxhaite. Marxism-Leninism and sweet tea. he/him. Read @StrgglNewWorld.
We will inscribe socialism into the 21st century🚩","Boxholder, 607 Boylston St., Lower Level Box 464, Boston, MA 02116 USA"
,,RT @MakedaMorrison: Day 5: We have rediscovered farming,What up my dude ✌🏻Just another bruh girl,"Scottsdale, AZ"
,,"RT @BernieSanders: Right now 87 million Americans are uninsured or underinsured.

Our profit-driven health care system is a danger to our p…",Le stress d'un voyou,
,,"@FadeelahAwwal Lol 😂 😂 😂 😂
Wai Corona yace every body should pick general market. No bias 😂",Advocate for good governance || stop fake news 🚫|| Counselor || Madridistian 👑 💪|| banter || Change for good || Arewa breed ||,"Kaduna, Nigeria"
,,RT @ThaniaaaG: My gf &amp; I were literally on our DEATH BED for 1 whole week the last week of DEC. I’ve never been that sick in my mf lifeeeee…,"20, 5’10, she/her | i’m not like other girls, i’m worse ❤️ fuck donald trump, black lives matter, 1312 ❤️",602
,,RT @MauraMoynihan1: The corona lesson: Cozying up to Xi’s China has a heavy cost https://t.co/uVGsGbLi9a,A proud American 🇺🇸 Independent voting Red 2020.,
,,RT @AnupamPKher: Landed in Mumbai from NY. It was so gratifying to see how strictly but politely &amp; competently our authorities at the airpo…,An avid reader | Tweets on Politics and Religious Extremism | Rational Feminist | Strong Believer of Complete Freedom | Proud Indian and Hindu,"Hyderabad, India"
,,RT @yinwoman_: Bharat mein Corona Virus sirf ameer log faila rahe hai. Only Rich society is responsible for corona in india.,"Minority, Feminist, Communist ☭, Leftist, Liberal                    

Kidding. These are all jokes on us. [Parody] 🌻

[Security Researcher, IISc, IIM alumnus]",Qatar
,,"@alferdi @kmcv92 I use them for my hair too haha pero segunmi IKEA a sera dor di corona.
Check flying tiger, Kruidvat of action.",She believed she could so she did.,Noord-Kikkerland
,,RT @chandlerriggs: here’s a deleted scene from TWD’s special on corona virus https://t.co/qGuSfyjpK5,,
,,"RT @CandiceBenbow: This is Generation Z. 

I want to name that because folks love calling everybody 40 and under Millennials.

Millennials…","boy relax;con los pies en la tierra y la mirada hacia el infinito,satirico,polemico, sincero,extrovertido;humilde;liberal y defensor de mi pais,anticomunist🖕🔥","Maracaibo, Venezuela"
