hashtags,place,text,user_description,user_location
Coronavirus,,"Coronavirus: With more than 68,000 COVID-19 cases, India surge past 2.9 million  https://t.co/j97defrA8t #Coronavirus","https://t.co/b2BCDYhPGV is a gamut of online resources. From breaking stories, top news, current affairs to sports update, movies & entertainment.",India
,,@irl_wolfie @FerySplatandFu Why am I already in school when my state [MS] is a hotspot of corona?!?!,"Poly 💛 Taken by: @MaxiTheDL  
Tickle toys: @lil_Grumman_boi  @NormalFery @DrKLaboratories @KiraTheDutchie
Kids: @ThebrotherofYin @DarkBlindWolf @Fluff_the_fur",Dr.K's Labratory - room 3A
bonanza,,Government spends £56m on consultants to help with coronavirus https://t.co/rP81LDjpVh #bonanza,"Director of Policy and Research @DSC_Charity. Father of 3, husband, cyclist, adopted Welshman, honorary Scouser #charity #philanthropy #EverybodyBenefits","Liverpool, North Wales, London"
,,"RT @Ciara87C: To the British people who have briefly been following what’s going On. Basically, Dominic Cummings broke lock down to go see…",Socialist | Éire Nua | MUFC #JusticeForNoah,Ireland
,,"@ReportsDaNews Of course. Let’s up the unemployment numbers because that’s always good. 

In the meantime, let’s also increase the death numbers from Covid-19. Boy, this increasing the numbers game is epic.",Geetar player. Raised in Cape St. Claire. Settled out West. I’m Married...with Children. Not a TV show. It’s The Facts of Life.,West Coast
,,RT @BarbMcQuade: No surprise to see Michigan Court of Appeals uphold ⁦@GovGretchenWhitmer’s emergency orders during Covid. Restrictions are…,"#NeverMyPres; #TheResistance  #VOTEBLUE2020
GOD BLESS THE USA and the rule of LAW...#FBIRocks
Good OUTLASTS evil...we're watching it right now. #SlowBurn
No DMs",United States
,,"RT @Sandeep_Saurav_: In the NEET-JEE matter 

We are not demanding for cancellation of the exams but our only and only demand is for make i…",,
,,RT @yoyotrav: Me at my first concert in 2035 when COVID finally decides to leave us alone:,I LOVE YOOOOUUU @torikelly 💛,
,,"RT @brianlilley: Major news - @3MCanada will start making N95 masks in Brockville, Ontario. The news will be officially announced by @Justi…",,Kitchener
,,"RT @Kingme32: @PCKleeman @charliekirk11 Hahahaha, yeah, we’re in great shape! Economy in the toilet, limited sports, racial tension, and st…",No lists! Crimes against humanity are worse then most impeachable offenses! Land of The Free cannot be run by a dictator! Communists have no place in the WH!,WA
,,RT @ArnawMGoswami: Students may risk their lives and lose the academic year as isit once they catch d infection.Travelling for the exams ca…,Want to be a great doctor,
,,RT @jagdishshetty: Dr Subramanian @Swamy39 has raised the issue of postponement of NEET/ JEE &amp; other similar Entrance Exams with the UNION…,"A STUDENT PREPARING FOR IIT.14 अगस्त तक भारत अखण्ड था ,उसी 14 अगस्त की रात्रि को भारत का विभाजन हुआ। अनैतिक लोग मुझसे नैतिकता की उम्मीद ना रखें।",India
,,"RT @advocate_alakh: I am happy to note that even before the listing of my below mentioned Petition in SC, NTA has Postponed the Ayush AIAPG…",,
,,"@Reuters STOP. Please! In the era of Covid-forced technology adoption, how is this news? At best it's humourous, at worst it's humiliating, but it's hardly @Reuters newsworthy. Given everything else going on in the world today @Reuters can't even claim a slow news day. Grow up! Do better!","Introvert; educator with a persistently curious mind; devotee of dry wit, sarcasm, and the ridiculous; travels for food and work; bookworm and a bit of a flake.",Wherever work takes me.
,,Salute to our forces https://t.co/oJ3ommVulL,,
,,RT @FLHouseDems: “The US Postal Service is a vital service outlined in our Constitution and one of the most popular services provided by th…,"Intelligent, politically savvy",Florida
Maharashtra Covid_19 Mumbai Pune Thane Nashik Jalgaon Solapur Aurangabad Palghar Raigad waragainstvirus chasethevirus,"Mumbai, India","#Maharashtra now has 150 #Covid_19 testing labs
@DeccanHerald 
@OfficeofUT @rajeshtope11 @AmitV_Deshmukh 
#Mumbai #Pune #Thane #Nashik #Jalgaon #Solapur #Aurangabad #Palghar #Raigad 
#waragainstvirus #chasethevirus https://t.co/uXIgFgrYpf","** Assistant Editor, Deccan Herald **

 Journalist, Writer, Nature Lover, Heritage Enthusiast, Public Archaeology, Foodie","Mumbai,  India"
,,"RT @sanket: On Indian News TVs oldest running debate show - THE BIG FIGHT - Tonight at 9pm on @ndtv. 

EXAMS IN THE TIMES OF COVID? 
LIFE V…",,
folklore,,RT @PopCrave: .@TaylorSwift13 surprised indie record stores across the U.S. by donating autographed CDs of #folklore to support small busin…,i'm a mirrorball,in a getaway car
,,"RT @cpiml_delhi: First, the Modi govt puts lives of millions of migrant workers at risk with its unplanned lockdown during COVID19, and now…",,
,,"RT @chetan4_U: Exams should not be conducted in this pandemic when there is flood like situation too in some states!!!

Moroever transporta…",,
,,RT @landryguillen: you can’t give me ONE good reason why these workers don’t deserve significant increases in their wages. PLUS real benefi…,,"Texas, USA"
coronavirus,,"RT @SkyNews: Student travel firm STA has ceased trading in the UK, saying the #coronavirus pandemic has brought its industry to a ""standsti…",,
,,"RT @markets: More than $1.6 trillion in debt helped scores of U.S. companies stay afloat during the pandemic lockdown, but it now threatens…","Shipping, Chartering & SCM Managed by Dimi(Liverpool),Disney (Anyone ex Man U),Dave(Cricket). Tweets are NOT Investment advise. RTs are NOT Endorsements","South East, England"
,,"RT @mjhegar: Oh spare me the pearl clutching, you wimp. If only you could get so offended by ten thousand Texans dying from COVID-19 or mil…","Berkeley Native, Chef since 1989. Liberal as Hell + Proud Of It. Time for White Privilege to Step Aside for Multicultural America. I block bots, trolls, liars.","Albany, California"
,,"RT @bhartijainTOI: TOI Exclusive: Cong, RJD seek paper ballots in Bihar poll saying EVMs may spread Covid; BJP wants jailed leaders barred…","Economist, CSUEB Alumni!
There are apparently 2 types of laws...  
1) Man Made (Govt)   2) God Made (Religion). I am not perfect under both!",India
,,"RT @VarshithSGowda: No prime time debates.
No local media coverage, forget national media.
No outcry for a CBI probe. 
We don’t see #CBIFor…",Congress supporter Tweets or RT's on personal liking not to hurt anybody but no guarantee for Bhakts,
,,"RT @LexieKRCG13: Go COMO, Columbia’s public transportation system, has continued its fixed routes and para-transit services throughout the…",Mid-Missouri's News Leader. #LiveonKRCG13,"Columbia/Jefferson City, MO"
ProtestAgainstExamsInCOVID,,"RT @vashishtvp: #ProtestAgainstExamsInCOVID
In such COVID-19 pandemic situation, how can students will travel from one place to other? No.…",,
,,RT @CallMeSyd21: Tory Lanez ain’t been this quiet the entire quarantine..... speak nigga,Ⓜ️ (: greed kills all good things,
,,"RT @BlazeTV: ""One guy running a state makes the biggest bone-headed decision ... and he's trying to cover up his tracks!"" @marklevinshow wo…","Married in open relationship. Tonyintampa on Fetlife. ISO sub woman into all from 1 on 1, glory holes, orgies, public sex, CNC, bdsm, impact, & extreme play.","Tampa Bay Area, Florida"
,,RT @GauravPandhi: In US 97k students got infected with Covid after schools were reopened. India is now consistently adding more cases than…,,
,,"RT @AdrianLeeOliver: Yes, a @JoeBiden administration will definitely be more competent dealing with the COVID pandemic, but I fear they wil…",Parent of public school children. Brooklyn Tech grad. PTA co-President. Education advocate for all students and their families to get best education possible.,"New York, NY"
,,RT @Kpophasruinedm3: Ya'll we kept worrying about other big groups' comebacks but we totally forgot about COVID comeback pls no second win…,fall in love with them after hearing a song written so easily//let’s be friends💟,Malaysia
JEENEET,,"RT @monuharsh5: If you @DrRPNishank will not give your decision on #JEENEET then We will come on road and protest.. 
Because if examination…",,
COVID19,,"RT @cpeedell: Quite unbelievable. Deloitte, an accountancy and management consultancy firm, is getting the national contract to do #COVID19…","News Documentary Film Maker.

Profile image is not a real person, it's actually a computer rendition of a generic human.",UK
,,"RT @ianbassin: Wildfire smoke makes outside unsafe.

Can’t open windows, heatwave makes inside brutal.

No AC, but if people use it, rollin…","When did I wake up living the sequel to Animal Farm?
The book no one wanted, but the one we got.
My likes does not mean I like it. he/him",
,,RT @cognitivediss00: LISTEN UP USA!!! Shut Down the country he would... even though @WHO and studies show SHUT DOWN does NOT lower death ra…,#TrumpLandslide2020 #MAGA #KAG #getOutSpoken #BackTheBlue #BLUEFAMILY #TRUMP2020 #TRUMP2020LANDSLIDE #NRA 🇺🇸👮🏻‍♂️ALWAYS FOLLOWING BACK ALL PATRIOTS!🇨🇱🇺🇸,
,,RT @djdazmiami: Today is officially my last day with the @Marlins due to the Corona virus I was layed off. Thank you for the 14 years and a…,,
,,Please keep a proper check on SOPs and Social distancing. https://t.co/4gIkl1bBDc,"Nothing special,so sad....",
,,WHAT THE FUCK NOT THE SOCIETY https://t.co/rNP64cTsix,"⭒ i knew little else, but i always knew you | she/her",
,,"RT @swati_gs: If people can believe Corona will attack selectively and spare them, they can believe this too https://t.co/HNVEjnpER3","Sleep-aholic, Wit-enthusiast",new delhi
,,"RT @GlobalNational: Hundreds of students and teachers are in quarantine in Berlin not even two weeks after schools reopened. 

https://t.co…","Lone wolf, independent company owner, selfishly single, inner peace, your opinion is irrelevant, same with your religion. Keep it to yourself.",Canada
NEET JEE ProtestAgainstExamsInCOVID,,"RT @ithappensinkota: 56% student missd the BEO exam in UP ..is it fair ti conduct #NEET and #JEE ?? 

#ProtestAgainstExamsInCOVID https://t…","Loves sarcasm😈😈😈😂...
Dont judge profile pic..... its from aadhar.....😅😅 Frds r lyf.....❤❤ but career gives wife.......soooo......🤔🤔🤔 so this is 160/160",Now at kota
,,RT @ProcterMd: Victory!! HCQ Permissible in Texas!! Let’s go PCPs!! Wake up and treat COVID early so we can get our state and country back!…,"Energy Independence! Economic Prosperity! Biblical! Secrets NO MORE TrumpWorldTour 2021#MAGA TRUMPQUAKE! 🐶🐱🦙✨, #Trump2020 #17 4 n0n #45❣️🙏#POTUS",Texas
,,"@sardesairajdeep Covid cases keep rising but subah subah tm swara k sath insider outsider karne baithe ho.
Don’t worry now all izz well na. Lichad chamcha. Good afternoon, din subh ni rahe.! Tumhara",LL.B🎓👩‍⚖ ⚖️ Bring your own sunshine 🤷‍♀️ धर्मो रक्षति रक्षितः 🧡,"Ranchi, Bharat"
COVID19India,,"RT @Neerajkundan: ◆ #COVID19India 
◆ Assam,Bihar,AP Flood 
◆ No regular trains 
◆ Students who are corona +be
◆ Community transmission 
◆ W…",,
,,"RT @Saisreekar91: Conducting exams in covid will make our student lives vulnerable which is a false move by government 
#ProtestAgainstExam…",,
WhistlePodu,,"RT @ChennaiIPL: The super camp sorely missed the super fans, thanks to COVID. But we managed to end it with a loud whistle! #WhistlePodu #Y…",PROUD INDIAN,"Tiruchirapalli, TN,India"
,,RT @YodaDaBaby: Tory Lanez pandemic villain arc be like... https://t.co/bGpTDWuXn9,H-Town Baby 🍼 🍇 NEW TWITTER,Houston TX 
ProtestAgainstExamsInCOVID,,"RT @AISA_tweets: AISA National General Secretary @Sandeep_Saurav_ joining the #ProtestAgainstExamsInCOVID.

Our demands are simple
#Postpon…","drawing
painting",
,,RT @NBCPolitics: “I’ve heard Donald Trump say some pretty unhinged things. I’ve heard them over and over and over again. But nothing is mor…,"30-year fed. Retired. USPS (this is NOT a USPS account), LOC, DOI. B.A., PoliSci, M.A., Mass Comm. Looking forward to shutting the door on politics 11/4/20.",
,,RT @Sidhart26953022: Please understand the situation 🙏 don't  make fun of students . 😷🤒🤧COVID is still there  Soo students life matters ..😶…,,
,,RT @blackxagustd: They talked about friendship and how close they are with each other and Yoongi also said that they've become closer durin…,"⟭⟬ ♡ 방탄소년단 & 아미 ♡ ⟬⟭ 
                
           
        -დ- вєcαmє αɾɱყ 180501 tíll єtєrnítч -დ-
#7ToEternityWithBTS
☆ ⚽️🏟 & 🏎🏁 ☆",Magic Shop 🌌 
,,"RT @NYinLA2121: Update: With the recent developments; Steve Bannon who was supposed to speak at the RNC, has now been replaced by the bat w…","Costume Designer, believes in Truth, Justice and Musical Comedy. I regret that I have but one tweet to pin for my country. #RESIST",New Yawk-Yawnkas-L.I.C.
,,"RT @camp7185: @WVGovernor @claymarsh @AyneAmjad @WVGovernor @wvlegislature 
@Sen_JoeManchin @SenCapito 
@WhiteHouse @POTUS 
CORONA IS FAKE.…","Unapologetic Christian Nationalist loves the Lord, his family, state, and country West Virginian till i die. Wood worker and Warrior Poet. Montani Semper Liberi",Small town West Virginia 🐻
,,"RT @sardesairajdeep: Since Bihari pride has been invoked in Sushant Singh Rajput case,let’s hope Bihar’s netas also invoke it for 1000s of…",ambitious,
,,RT @ManasviniTerala: Does students lifes even matter or no???After requesting so much also there is no response....We are not ready to give…,,
,,"Eastview Mall says despite COVID-19 restrictions it has been doing pretty well overall. The manager of the mall says since opening, there have been plenty of people coming in and getting what they need. https://t.co/nV2s5AMWdi","Spectrum News offers the best 24-hour local news coverage in Rochester plus weather, sports and your favorite features.","Rochester, NY"
,,"RT @Troll_Ziddi: Dear all students Let's pledge

If Government will not postpone exams during Covid

We will not Participate in exams 

Ret…",,
Covid19,,Further evidence of how the statistics were inflated. #Covid19 https://t.co/BqbKFzugYW,"Journalist & broadcaster. Director  @PublicOwnership . Please support my Anti-Stalker Fund  https://t.co/78Tia4tCQ4
Sport tweets @MightyMagyar #FollowBack",UK
,,Donald Trump is doing everything to hide the truth about combating Coronavirus. The crisis that this country is experiencing didn't have to happen at this level. Trump has failed us and 170 thousand deaths in 5 1/2 months tells the story that Trump takes no responsibility .,Christian Bro who loves Jesus,
,,"Exactly! I strongly feel, we must move on now.
Those who are taking utmost precautions and have good immunity; on top of it taking care to increase immunity.....NEED NOT FEAR.
Let's get back to work! Let's not let economy dwindle anymore!! https://t.co/hWr1bP0QTE","दुनिया से जुदा,
ज़ुबान से तीखी,
मिज़ाज में सख्त,
अंदाज़ में बेख़ौफ़",तड़ीपार
ProtestAgainstExamsInCOVID,,"RT @imfulara: Students lives does matter 

So No Exam in COVID-19 

#ProtestAgainstExamsInCOVID https://t.co/ojDWnLaM4L",,
ASM,"Piriac-sur-Mer, France",Monaco the latest in a growing list of French clubs with positive COVID cases. Ligue 1 resumes this weekend. #ASM https://t.co/w3Vzn3XfMn,Paris-based French football specialist.,"Paris, France"
,,"RT @NikolovScience: It looks like some Canadians had enough of the moronic &amp; harmful mask orders, and got a high-profile lawyer to file a l…","Art, space exploration & a defender of truth and justice since 1962. A nation without borders is not a nation.",Pacific North Coast
,,RT @MSNBC: Fmr. Sen. Franken: ”This is the biggest issue of the campaign is how 'spectacularly this guy failed at dealing with this pandemi…,"If your the ""I always vote (insert party name here) and always will"" type please think that through. 
Vote for what's honest and true not out of blind habit.",
,,"RT @JThakers: When every govt. and corporates meetings are held virtually why students should go out and get prone to COVID?

#ProtestAgain…",For our dear Sushant Singh Rajput || Only do retweets.🙏🏻,
,,"RT @OneShotRPG: Kakashi is a social distancing icon because he always wears a face mask and if you ever get within 6 ft. of him, it turns o…",many thoughts. most of them hatake kakashi. the rest satoru gojo.,s/h 23 (not spoiler free)
COVID MLB NBA Boston RVOurMilkyWay School BlackLivesMatter USPS LuciferSeason5 Harris Biden,,"PPEE - Personal Protective Equipment for Everyone
Help get American Back to Work and School Safely
Support a US Veteran Small Business 
#COVID-19 #MLB #NBA  #Boston  #RVOurMilkyWay #School
#BlackLivesMatter #USPS #LuciferSeason5 #Harris #Biden
https://t.co/OhzqZc2x8u https://t.co/EXAx1O4yNc",LottoGraphs Is A Desktop & Mobile App That Helps You Pick Better Lottery Numbers Using Animated Charts & Graphs,"Massachusetts, USA"
,,RT @Jillie_Alexis: I have a Covid-19 joke for you but there’s a 99.8% chance you wouldn’t get it.,I give you permission to enjoy your life,"Radville, Saskatchewan"
,,"Remember all this people at the beginning of the year who thought they dodged Covid?

Covid remembers, and it’s coming back for round 2",Affiliate Twitch streamer | 22 | King of Positivity & Hype | Streamer & PR for @wearekazoku🌸 | he/him | Priv. @Stupid_Slugger,Kentucky
,,"RT @CharlesNilesh: As Russia has announced that they are releasing 1st Vaccine after 14th september. So, Govt can wait till september last…",,
,,RT @cokefork: How come UNC is always so messy? From explicit white supremacist confederate statues to sports team corruption to covid every…,GLORY OF ROME GLORIOUS HIME PRAISING THE JING SIFNTL THE KINGS,
,,RT @TheTattooedProf: Whoa.😳😬 https://t.co/xqIK5LRKdS,Scientist in pharmacology and pharmacokinetics. Bots will clear old tweets/favs after 60 days. From TX.,
,,RT @abbethachristie: arresting teachers who are demanding safe conditions for their students and themselves feels dystopic at best,Seasoned 🍀,pitori 
ProtestAgainstExamsInCOVID,,"RT @Teresa87649875: @sakshijoshii #ProtestAgainstExamsInCOVID
If a student gets covid infection due to examination including traveling ther…",,
EconTwitter Epitwitter,,"RT @LindenMcBride: #EconTwitter #Epitwitter I've been working with a team of academics, doctors, and public health officials to support sci…","""He points to his head & says he will be using metrics in his mind to re-open.""  Puerto Rico, Sudan, Burkina Faso",Tweets are personal.
,,RT @ziad_aboultaif: I echo @KellyBlockMP’s concerns. We need to ensure that we do not support totalitarian regimes that engage in human rig…,Fight for HK Freedom🇭🇰｜辦公室膠層｜廢老廢中廢青中的一團火｜我就是看不過眼｜中環我至靚|Office Lady in HK #SaveOurChildren #手足互科 #StandwithHongKong #文宣新手 #煲底見 #科勞手足 #BeWater #Fight4HongKong,
ProtestAgainstExamsInCOVID,,"RT @HarshKu02266029: #ProtestAgainstExamsInCOVID
Why we always students have to suffer.Why they are conducting exams in middle of pandemic?…",nothing much just chillin,
,,"RT @BhamCityCouncil: Cllr Ian Ward, Leader of @BhamCityCouncil, has urged everyone to pull together to ensure the city tackles the threat p…","Pianist 🎹, lyricist 🎼, guitarist 🎸, and Celtic harpist 🎶.
Family: 💙 🏥 🔬 ⚓💃✂️🩰",
,,"RT @christinmassey: @HeidiNBC YES thank you! I’m screaming at the tv.

On top of that, my experience was that USPS outperformed UPS and Fed…","Fun , Crazy .  Loving. Heart who lLoves to Laugh and Smile.   So lets Smile Today..!",Houston
,,"RT @WhereIsMy_Food: A friend from office went for the COVID test to the hospital, just filled the form but couldn’t make it yesterday &amp; jus…",Indian🇮🇳🇮🇳... Chemical Engineer..... Poetry Lover...,Kolkata 🛫🛬🔛 Panipat
,,"RT @latimes: Will Southern California ever see another summer like this one? We hope not. But we want to remember it, so on Aug. 8 and 9 we…",,
,,"@marcorubio But your numbers don't remember real facts, unprecedented drop in actual testing!!! @GovRonDeSantis with encouragement from @realDonaldTrump is implementing policy that hides COVID in FL for two simple reasons 1)help Trump in Nov &amp; 2)encourage more tourists to come to ""safer"" FL",I believe a great America is one that respects all! Enjoy playing tennis & golf.,
,,RT @ashutoshaisa: Does it make sense that educational institutions were shut down as soon as the pandemic hit the country but exams are to…,To the infinity and beyond 🔥,
,,RT @abbethachristie: arresting teachers who are demanding safe conditions for their students and themselves feels dystopic at best,gemini dream ♡,ino 90
,,"RT @zeeshan_iyc: I have been saying this since day 1.
There’s no way we can risk the lives of students by making them give exams in such a…",ɱɓɓɓร รƭµ∂εɳƭ⛑️ye apna official hai,"Gujarat, India"
,,RT @goodyfeed: Only 15% of S’poreans Felt That The Gov Hasn’t Done a Good Job on COVID-19; Most Satisfied With Timely Info - Goody Feed htt…,"""Do not let the hatred of a people prevent you from being just."" (Holy Qur’an 5:8)
""Act Justly, Love Mercy, Walk Humbly"" (Micah 6:8)",Malaysia 🇲🇾
,,"RT @incrediblesars1: Dear all students Let's pledge

If Government will not postpone exams during Covid

We will not Participate in exams…",,
,,"RT @dhanyarajendran: Protests erupt after govt doctor’s suicide in Mysuru, reportedly due to work pressure. SR Nagendra was doing COVID rel…",I am a emotionally charged person derives happiness from others happiness.,Andhra Pradesh
,,RT @SonuSood: You will be leaving for your home in next one hour. Pack your bags. 🙏,"Janmbhoomi Sendari, Niwari, Tikamgarh (Bundelkhand)","Niwari, India"
,,"RT @OfficialNOI: ""If they come up with a vaccine, be careful. Don’t let them vaccinate you.""~Minister @LouisFarrakhan (7/4/2020) https://t.…","Wife.Mother.Student.Believer.Blessed!
#DownWithFarrakhan #NationOfIslam #FarrakhanTwitterArmy
#JusticeorElse #BlackLivesMatter #EconomicBlueprint #10000Fearless",In A Changing World
ProtestAgainstExamsInCOVID,,"RT @BNangli: #ProtestAgainstExamsInCOVID  
 
Let's check Public Opinion 

Do you think conducting exams like JEE and NEET in this pandemic…",,
,,"RT @latimeralder: If Covid is really a deadly plague stalking the land, why do the medics have to do 'tests' to see if you've got it?

Sure…",That'll work,
,,RT @iAmitBhadana: I extend my support to the students who are requesting to postpone JEE &amp; NEET exams. The fear of the pandemic is already…,,
,,Fuck you Corona,I am once again telling you RTs are not endorsements.,"Pune,Maharashtra,India"
,,"RT @modooborahae: 🐱 we’ve come tighter &amp; tighter during that whole time. People see us and find it fun, interesting and that builds our fri…",fan acc. #BTS #𝔻𝕐ℕ𝔸𝕄𝕀𝕋𝔼,she/her
,,"RT @Shivam3102s: The governments logic about the future of students is merely a fake sympathy statement! 
If students will loose their live…",,
CarryMinati,,RT @TheQuint: #CarryMinati has said that requests being made by aspirants to postpone JEE Main and NEET UG are not excuses but a genuine ca…,,
BTSARMY Dynamite,,"RT @Btsnxx7: Literally the bestest thing happened for #BTSARMY on this pandemic
#Dynamite.The vibes are immaculate💗
Thankyou @BTS_twt for t…","Once U JimIN u will never JimOUT!!!😉
BTS X ARMY = jjang💜 | She/ her| OT7 STAN | Indian army🇮🇳",always believe in yourself♡
,,"RT @Sandeep_Saurav_: SOPs are not followed by any exam during Covid !!

SOPs are good according to governments, But practically its not pos…",A 🃏 Joker,
,,Always did prefer Ray Clemence. These are battles he brought on himself . Anyone defending him should be ashamed. https://t.co/bF1kAOfLM7,19 🏆 We’ve conquered all of europe 🏴󠁧󠁢󠁳󠁣󠁴󠁿 over 🏴󠁧󠁢󠁥󠁮󠁧󠁿⭐️⭐️⭐️⭐️⭐️⭐️ pro 🇮🇱 probably a zionist. found someone to fuck me as hard as life does,Scouse
,,"RT @CoraSherlock: Breaking: The pandemic is over.  Repeat, the pandemic is over.  Or if not, the virus has evolved into one that respects p…",Work in a nursing home,"Dublin City, Ireland"
,,RT @OtBcommunities: The guides build on what the family peer-support groups we support are finding works for their online and social inclus…,"Together we can make mental health recovery real. Tweets 9am-6pm, Mon-Fri. RTs not endorsement. 

Get help now: https://t.co/osmvz692PH",Scotland
,,RT @abbethachristie: arresting teachers who are demanding safe conditions for their students and themselves feels dystopic at best,I’m working on art I promise okay,
,,RT @WmWallace7: HCQ - For the Win! ❤️⚖️❤️,,
,,"There are grave concerns for 127 young people, locked down in their cells at a juvenile detention centre in Brisbane, amid fears of a coronavirus outbreak. @MikeleSyron reports https://t.co/1eZoLHKcBV",Celebrating Aboriginal & Torres Strait Islander stories.,Australia
,,"RT @davidVdegraw: Obscene Pandemic Profiteering: Largest Consolidation of Wealth in American History

Since March 18, the beginning of the…",#PentagonAudit,United States
,,RT @beetheawakening: @GovHolcomb @Indiana_EDC Why is Governor Holcomb not allowing Indiana residents to be prescribed hydroxychloroquine an…,I’m a Mixed American. 2A. Pro Life. Conservative. MAGA. Term Limits. America. Build The Wall. Jeep. Hoosier at ❤️. All Lives Matter. Disney Junkie.,"Florida, USA"
,,"RT @TheEconomist: A world free of viruses is an impossibility, so deeply unachievable that its desirability is meaningless. But vaccines ca…",News Of The Day 2020,
,,"RT @NBCNewsPR: TUNE IN: On Monday, @BTS_twt joins @TODAYShow to discuss the new album they created during the pandemic, what else they’ve b…",𝚏𝚊𝚗 𝚊𝚌𝚌 ☺︎︎ 𝚜𝚑𝚎/𝚝𝚑𝚎𝚢 | #BTS & #TXT ✈︎ 𝚒𝚗 𝚕𝚘𝚟𝚎 𝚠 𝚓𝚒𝚖𝚒 𝚗 𝚓𝚓𝚞𝚗𝚒 .･゜ﾟ･* | BLM | @BTS_twt @TXT_members,BE.BTS
,,RT @RobynVining: One way the DNC can show Milwaukee you see &amp; hear the pain of the city that built up &amp; invested for the big event that COV…,Knitter. Traveler. Pushed left by Cheney. Pushed further by trump. 🍷#Resist #FBR,Wisconsin
,,The food and hygiene kits will provide families with the necessities they need during this difficult time; keeping them safe from the pandemic and safe from slavery. (3/3),Anti-Slavery International - world's oldest human rights organisation. Works to eradicate modern slavery in all its forms.,"London, UK"
,,RT @TruthsayerOdet1: @Celticblood1959 @GoogleExpertUK @Nooneyo96667818 @EndRapeCampaign @MinoguePat @ashall_julie @PeteJacksonGMP @lisam230…,Justice campaigner. Watcher. Joiner of dots. Unearther of secrets. Exposer of wrong. Hate bullies. Uncommon purpose. Spy. Animal lover. Traveller. Trees. Film.,Manchester London New York
,,"RT @TheProleStar: World Health Organisation: ""Young people may be becoming the main carriers of Covid19""
Boris Johnson: ""It's perfectly saf…","Northumbrian.Anarcho-syndicalist Sandcastle builder, optimist and mischief-maker. Oppose those Who  Profit from the Misery of Others.🌹","Wooler, England"
COVID19,,RT @mmucfe: Find valuable advice to help your SME tackle the challenges presented by #COVID19 in our support hub ➡️ https://t.co/3tcB9wIEni…,"Gite Owner, 2 self contained Gites (Cottages) in semi-rural Charente, South West France","Empure, France"
,,@robinmorton light reading tomorrow https://t.co/Styfnb0clw,I used to play records: https://t.co/EX3KNKIJ9y,Glasgow
,,RT @seattletimes: Fifteen Minnesota residents have contracted the coronavirus after being exposed during the 10-day Sturgis Motorcycle Rall…,"#FFCE tweet, rt, like, follow do not necessarily = endorsement.",
,,"RT @IndianKnight4: Please support us @nitin_gadkari Sir!
We are in a dire need of your help. Over 25 lakh citizens need your support to sav…",,
,,RT @iAmitBhadana: I extend my support to the students who are requesting to postpone JEE &amp; NEET exams. The fear of the pandemic is already…,Smart,
,,RT @SamanthaJPower: The focus of Trump incompetence has been on pandemic. But he and the GOP anti-science caucus are doing just as much las…,"She/her Proud Mom ❤️ Grandma, Dachshund Mom, Proud @rpenryj #FanGirl. #RESIST #VoteBlue #BlackLivesMatter #BidenHarris2020 #ClimateChange No DMs","Never Trumpville, Georgia"
JEE NEET,,"RT @TheQuint: From @Bhuvan_Bam to @ashchanchlani to @CarryMinati, students demanding the postponement of #JEE Main and #NEET UG have receiv…",,Ulhasnagar
,,RT @PTI_News: SC permits devotees to offer Paryushan prayers in three Jain temples in Mumbai amid COVID-19 pandemic,"Writer, Thinker, Photographer Engineer. IIM Indore -NMIT Bangalore 🇮🇳. Mangalorean.",
,,"RT @cpimlliberation: The govt had shutdown everything when India was at the beginning stages of COVID-19, now with the coronavirus cases re…","Kim Namjoon 
Kim Seokjin
Min Yoongi
Jeon Hoseok
Park Jimin 
Kim Taehyung 
Jeon Jungkook 
#BTS
#Loveyourself
#Nov20
#BE",
,,"RT @PerkinsJanie: @Realisphere @ddayen @SaysDana He’s committed crimes since he became Secretary of the Treasury. He told the country, afte…",Buddhist - Daoist - Quaker Questioner,Los Angeles
,,"RT @MusicalOh: Just learned my neighbor,a trump supporter,passed away from Covid symptoms yesterday. His wife took down the Trump sign toda…","Husband, Dog Dad x 2, IT professional. Hopeful for change.","California, USA"
,,"@EpicZair Nah that's broccoli.

They served it in my school before covid hit. It was popular among freshmen and seniors.","Lyco/Troy
Mains: Sonic/Toon&Young Link
Aspiring Artist/Animator
PfP by @dairblade
Styling with @FallenEraSmash
#JOYCONBOYZ
Art Alt @LycoAnimate",Youtube
,,"What drives wellbeing and how this has been impacted by Covid 19?

Find out at the 'Strategic approach to wellbeing to drive business performance' lunch n learn on the 8th September.

Register here -  https://t.co/DEhxgqnQGW https://t.co/O9pY6aHFTj","We provide a FIR Toolkit comprising e-learning, toolbox talks and a resource library that is freely available to any company that wishes to use it.","London, England"
postponejeeneet PostponeJEE_NEETSept ProtestAgainstExamsInCOVID PostponeJEE_NEETSept NoVoteToBJP,,"#postponejeeneet #PostponeJEE_NEETSept #ProtestAgainstExamsInCOVID
@DrRPNishank @DG_NTA @HRDMinistry @PMOIndia @AmitShah @narendramodi @ArvindKejriwal @CMODelhi @RahulGandhi @VPSecretariat @rashtrapatibhvn
#PostponeJEE_NEETSept
#NoVoteToBJP
Postpone jee neet due to the pandemic.",,
