hashtags,place,text,user_description,user_location
,,Now you wear a mask?  Idiots.... https://t.co/48EU5ICxw6,This is Jerry's Personal Twitter Account,"Bushnell, FL"
,,That is a terrible statistic and a public health failure. https://t.co/NZ5vUuVccI,,"Where I need to be, CA"
,,RT @kakiep83: Lord we see what you have done for others...,,the moon
,,RT @MuellerSheWrote: BREAKING: TRUMP AND MELANIA HAVE TESTED POSITIVE FOR COVID-19,she/her/sometimes they. Learning much/much to learn. Smash the Patriarchy! Resist! #BlackLivesMatter,Wisconsin
,,RT @ShamsCharania: President Donald Trump and the First Lady have tested positive for coronavirus.,,
,,RT @EvanAKilgore: The replies I'm seeing from Democrats to President Trump announcing he tested positive for Coronavirus are actually the m…,"SURRENDER IS NOT AN OPTION. MAGA, Trump Supporter, Daughter of the American Revolution with Kraken. Retweets do not necessarily indicate agreement.",United States
,,RT @RespectableLaw: “These are the same people who told us George Floyd deserved what he got. These are same the people who said 96% of the…,Manufacturing dissent.,"New York, NY"
,,RT @benshapiro: Science!,,
,,RT @KnowbodysTweets: I see a lot of y'all celebrating Trump getting COVID and I'm mad disappointed in y'all https://t.co/pcKR6tqZOl,18 🇮🇶,
,,"RT @briantylercohen: If it infects Trump’s colon, then Lindsey Graham should probably quarantine too.",,
,,"RT @NPR: Kellyanne Conway, the longtime adviser to President Trump who left the White House in late August, says she has tested positive fo…",umich ‘23 • he/him,"Ionia, MI"
,,RT @UnrealisticCase: @dreamwastaken2 IN THIS VIDEO GEORGE AND I TESTED NEGATIVE 📉 FOR COVID-19 🤭🦠CAN WE BEAT 🤜🏽 COVID-19 TOGETHER 🤝? ALSO 😁…,Lol. I'm Romy You guys love 💕💕💕,
,,RT @TheSolariReport: Excellent point. Slavery and transhumanism is the goal. https://t.co/1AP2oax3Co,,
,,"RT @ZaidZamanHamid: This is just to give you a perceptive idea on the number of people who will die because of covid lockdowns..
How on ear…",,
,,RT @AmyKremer: President @realDonaldTrump will get more done while having COVID and in quarantine than Joe Biden did in 47 years.,,
,,"@KayH_ What do you think he'll gain from feigning Covid-19? The chance to say the election was rigged, unfair because he could not go on campaign? Will he boast abouthis excellent  health and recovery skills? Will he make Covid Great (better covid than any doctor has ever seen)?","Verknocht aan de VS en het woordje verknocht. Veganist, kattenvader, igtheïst, introvert. Liefhebber van boeken, burgers, bluegrass en coöperatieve bordspellen.","Rotterdam, The Netherlands"
,,"RT @DiamondandSilk: Here's a question, why are people who's wearing masks catching COVID?",patriot #MAGA,
,,"RT @Mikel_Jollett: NOW THAT THE PRESIDENT HAS IT, it's called the ""coronavirus"" not the ""China-virus.""

NOW THAT THE PRESIDENT HAS IT, it's…",narcissist with low self-esteem,Private Idaho
,,"RT @seyiamakinde: OYO STATE COVID-19 TASK FORCE UPDATES (for October 01, 2020)

1. The COVID-19 confirmation tests for six suspected cases…","Historian📖 C. E. O. HumbleDigital🔈🔉🔊 Unibadan Almnus https://t.co/6Nsj5WBJ0s
kXBabm",🇳🇬 
,,RT @neeratanden: Holding hearings on a lifetime appointment to the Supreme Court while multiple members of the Judiciary Committee test pos…,The Resistance ✊🏿✊🏾✊🏽✊🏼Proud Democrat #NastyWoman #KeepResistingItWorks,
,,"RT @MakkkTruck: Nicki gave birth, 69 is in the hospital, trump got corona... october coming to outsell all the other months purr  https://t…",+=+,
,,RT @oxminaox: TRUMP TESTED POSITIVE FOR COVID DAYS AFTER MAKING FUN OF BIDEN FOR WEARING “THE BIGGEST MASK HES EVER SEEN” OMFG!!!!,Snap: steph_naomi Insta: stephanie_naomi,"California, USA"
FoxNews,,Joe Biden says he and Jill Biden tested negative for coronavirus https://t.co/wktmJ27scF #FoxNews. But not for STUPIDITY,,
,,"RT @ChuckCallesto: ""Americans voted IN PERSON during the 1918 pandemic""..  EVERYONE can vote in person in 2020...",❤️Married. Dadx2 ✝️ Christian. 🇺🇸USAF Vet. 🎬 SAG. Actor. Fmr Stuntman 🛰 25+ yrs IC. NO DM or Trains (CloutHub & Parler @chucksteele) #MAGA #2020,Hawaii
,,RT @carolecadwalla: A reminder to all Americans that the net effect of our prime minister catching COVID-19 was that it prompted a surge of…,Lounge Lizard with red cred,
,,"RT @VodafoneGhana: Join Patricia Obo-Nai this afternoon at 1:30pm as she speaks at the Global Town Hall Summit, a gathering of internationa…",,🇬🇭 | Portside
,,"RT @ezraklein: People keep calling this an ""October surprise"" but nothing could possibly be less surprising than the president who keeps mo…",I'd rather have a mind opened by wonder than one closed by belief. #obama #ImWithHer #Biden2020,
,,RT @josh_emerson: What? Twitter let’s people advocate for Obama and Clinton to get killed!!! And they have for years!,,
,,"@IvankaTrump You instructed Hope Hicks 2 hide her positive Covid fr the public. She was sick before she got on the plane. You &amp; the rest of the disgusting Trumps took off your masks in violation of a medical center policy. The best policy is 2 avoid any contact w the lot of you.

Disgusting.",Writer and Editor,
,,RT @IngrahamAngle: Beware all those using a positive presidential Covid test to gloat and score political points.  Using fear to push fundi…,"Patriot, MAGA #Buildthewall #Termlimits , No DM., now at Parler @steelgateaus.    LEAVING for PARLER, @steelgateaus. See you there!!",United States
,,you had it coming https://t.co/iNyZTySKvk,hi?,outerspace🪐
,,RT @ForrestBrung: There’s more cases of Covid in the White House than in all of New Zealand,,
,,"@williamadler78 Wow, how did you miss ""everybody gets coronavirus""?","Program Director @SSRC_org #JustTech / @SSRC_mtp Media & Democracy | Board @firstdraftnews | Public Fellow '18 - '20 @ACLS19 | PhD, Political Science @GC_CUNY",more than 6 feet away
,,RT @AymanM: Just a reminder that everyone who physically attended and participated in Tuesday night’s debate had to test negative for COVID…,"Gramma, former GOP, current progressive, fighter for kids and animals, equal justice, people of color, LGBTQ, the poor, women, attitude of gratitude.","Alexandria, VA & Goodyear, AZ"
,,"RT @MarkedByCovid: ""I’ve now been exposed to COVID by The Donald himself as I sat about 15 feet away from him, in the very first row of the…","A Mom, wife, hard working employee, free thinking open minded human, believer that more love & less hate, greed & fear could change the world.",
hodl,,"That's the point, they don't care. It's all an excuse for manipulation. These are the shakeouts. Everyone stay strong and #hodl! https://t.co/IwSXABrkWt","#Cryptocurrency investor in projects with functional use cases, solid partnerships, strong leadership and proprietary technology. #Crypto and #Bitcoin believer.",Cryptolandia
ADMA,,"@JennieSTaer @realDonaldTrump @FLOTUS Regeneron has proven that blood plasma is successful in treating COVID-19 patients.  Adma Biologics (#ADMA) is a 100% American company working with plasma (antibody cocktail).  Huge upside for $ADMA 

https://t.co/U7zVk8e1qz

https://t.co/1OSFiPmMwO

https://t.co/nDgCeiWsWJ",Here to promote American businesses!,America
,,"RT @DiscussingFilm: ‘Home Alone 2: Lost In New York’ star Donald Trump has tested positive for COVID-19.

(Source: @realDonaldTrump) https:…","hermione granger. 🌙 aitana ocaña.                         
     𝔥𝔞𝔯𝔯𝔶 𝔭𝔬𝔱𝔱𝔢𝔯.       𝔰𝔱𝔞𝔯 𝔴𝔞𝔯𝔰.       𝔪𝔞𝔯𝔳𝔢𝔩.",pop's 🍨 // avv 📍
,,"RT @abbybroyles: Due to COVID-19, 90,000 more Oklahomans now have a pre-existing condition, and @jiminhofe continues to support a lawsuit t…","Born and raised in the Bay Area, CA but now call Oklahoma City home. Shay's husband and step dad to Jackson. Life is good!","Oklahoma City,OK"
,,RT @SJGrunewald: Someone once told me that I should die of AIDS and when I reported it Twitter said it didn’t violate their rules. https://…,"Data scientist, #1 Aunt, World Traveler, Book Lover (Politics, Economics, History), and Star Trek fan. Dislikes: mean people, raw sushi & ""reality"" shows/stars","North Carolina, USA"
,,"https://t.co/nYlFmv1smx
To gain your Knowledge about online events which is held during pandemic situation in all over the world so watch this video. Because online events are normal in today's digital world and don't forget to subscribe our channel. https://t.co/ia9lojxSzz","We are a communications agency in Kolkata with an unconventional innovation lab, run by smart brand builders and out-of-the-box storytellers.","Kolkata, India"
,,"RT @realDonaldTrump: Tonight, @FLOTUS and I tested positive for COVID-19. We will begin our quarantine and recovery process immediately. We…","Texan Conservative, Love President Trump, 2A. Daughter of Army veteran of WWII, survivor of Bataan Death March and POW","Texas, USA"
,,"RT @NelsonCanino420: @Weinsteinlaw Why they even covering this they know his results are going to be under audit. 

Like come on, he would…",#NotMyPresident #theResistance #LOCKHIMUP Let's make America great again and #impeach #Dotard,pdx 
,,"RT @OMGno2trump: Trump has COVID.

Pence was exposed.

I'm praying for Nancy Pelosi to stay safe.",🇺🇸 💙 i love america and the president elect,he/him 
,,RT @GravelInstitute: There are now more COVID cases in the White House than in the entire country of Vietnam.,"🔞 20 | 🏳️‍⚧️ F | it/its she/her
Internet shark girl, often made of vinyl. Gimme hugs!
BLM
cashapp: $cdmnky
i: FirstProgenitor",New York
,,"RT @laurenpeikoff: It's 4 a.m. ET:
-around 1a.m., President Trump tweeted he and FLOTUS tested positive for COVID
-WH physician Dr. Sean Co…","Outdoors nut, mountain bikes (29, fat & mid fat), snowshoeing, skiing, dirt bikes, road bikes, kayaks, backpacking, hiking",Colorado Front Range
,,RT @PimpNotSimp: me comforting ivanka trump while her dad has covid https://t.co/M88jNHjdsL,,ARCENE
,,"RT @stuartpstevens: If America had same COVID death rate as Germany, 160,000 more Americans would be alive. This body count is a direct res…",2 elections in Georgia in January are likely to determine if we can get anything done for 2 years.,
Covid19 COVID19 Maharashtra CoronavirusPandemic COVID19India coronavirus IndiaFightsCorona StayHome StaySafe,,"#Covid19 bot 
#COVID19 last 5 days stats #Maharashtra
Confirmed Cases trend
28-Sep - 180
29-Sep - 430
30-Sep - 481
01-Oct - 394
02-Oct - 424
#CoronavirusPandemic #COVID19India #coronavirus #IndiaFightsCorona #StayHome #StaySafe https://t.co/KuCpQqQmt6","Raspberry Pi bot, Covid 19 India Bot",
,,"RT @EmmaKennedy: In 2016, did @realDonaldTrump suspend his campaign when @HillaryClinton had pneumonia?

No. He did not. 

In fact he attac…","#TexasEx. Carillonneur. Composer, organist, teacher. Lover of music, gin, tea, architecture. All opinions are my own and do not reflect those of my employer.","Rochester, MN"
,,"RT @TheBrandonMorse: Donald Trump never referred to the Coronavirus itself as a ""hoax,"" and the fact that this is still being circulated as…",Passionate about my hunky hubby - and our 3 littles. I ❤️ God family food jokes honesty 🇺🇸MAGA USA #NeverHillary #AlwaysTrustYourGut ❤️All but take no 💩,
,,RT @SuzyNakamura: Oh NOW it’s called Covid ok,IG: Its_angel_ramos,"San Diego, CA"
,,"RT @SenSchumer: We now have two members of the Senate Judiciary Committee who have tested positive for COVID, and there may be more. I wish…",Roasting ya bums,
,,RT @mxmtoon: yes covid is fucking horrible but for a man who has purposely downplayed the reality of this pandemic and denied that we shoul…,welcome to pain central | she ¡ her,zahraa ✩ 
,,RT @cilantrodaddy: covid got dornald....good job miss thing https://t.co/g3ryvGk3Q4,I really like movies | @Bigpib 💘,(she/her)
,,RT @iteachspeech31: DO MASKS WORK? I am a healthcare worker who wears full PPE everyday and sanitizes myself and my equipment frequently. M…,Have the greatest wife and kids. Loving God and the path I'm on. KAG2020 Take America Back🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸#SaveTheChildren 2A,United States
,,"RT @7NewsMelbourne: The federal government has apologised for the aged care catastrophe in Victoria, after a royal commission report found…","RTs not endorsements, often they’re just bookmarks. Veteran, curious about the world. Eye on the Trump Sh*tshow ‘cos most Australians r oblivious to the threat.",Australia
,,"RT @KaitMarieox: In case you needed any more proof of how evil the Democrats are, Trump tests positive for COVID and they are celebrating.…","Love Jesus!, Retired U.S. Marine, Former Law Enforcement Officer, 1000% TRUMP Supporter! #MAGA #KAG #USMC #LEO #Christian. I DO NOT FOLLOW SODOMITES!!!","San Diego, CA"
,"Chicago, IL","To blame China for our Covid crisis is like blaming the arsonist for your house burning down, when the FD was on your property using your water to clean their equipment",Classic Rock Hip-Hop/Rap History Politics Gov Officials & Agencies poetry,"Chicago, IL"
,,RT @pauljasonklein: idk where y’all going first after quarantine but i’m beelining straight to therapy,"Everything will fall into place soon...
RMT💉, MD👩🏻‍⚕️ puhon✊😌",Pearl of the Orient Seas
,,"Covid doesn’t care how much money you have, where you live, or what race you are! It will infect you if you laugh at it &amp; refuse to follow protocols. Blame yourself if you engage in risky behavior!","Two CKC Spaniels - Brady 🐶 & Jasper 🐶, members of the #cavpack",Georgia 🍑
,,"@stevethefirst @LisaDNews If they don't have covid precautions, its not worth it! As entertaining as it would be, I would like to see Biden and Harris in the White House!",Love being a CDF Freedom School Sponsor! Sons Donz & Dez! Wifey of Rodney! God Chick! Card Maker! StrongPoint Church! Women4Biden!,"Pickerington, Oh"
,,UK Universities Grapple With COVID-19 Outbreaks as Students Return to Campus https://t.co/KcTKCAEP0u,Zyite is global retailer.,www.zyite.com
,,"RT @thatpetewoods: Cheer up, Mr. President. Herman Cain got Covid and he’s still managing to tweet.",,
,,"RT @GeorgeTakei: The Trump campaign has just advised all staff members who came in contact with infected individuals to self-quarantine.

I…",,"Fredericksburg, VA"
,,RT @voxdotcom: 3 of the world’s most powerful Covid-19 deniers have gotten the coronavirus https://t.co/2wgDsbLt5F,,"Westmont, IL"
,,"RT @Phil_Lewis_: Claudia Conway, Kellyanne Conway’s daughter, is going off on Tik Tok: “My mom has COVID” https://t.co/BZJRqbYkhh",🌊 Outraged Texan. 🌅 #Resistance 🌊,"Texas, USA"
,,RT @MeidasTouch: Trump should be charged and sentenced with the same crimes. It is what it is. https://t.co/VopDUAovKf,"Return decency, integrity, and leadership to White House. Democracy is at stake! 
( And I took snowy owl photo myself!😁) #WomanAgainstTrump",
,,RT @RitaPanahi: The most powerful man in the world &amp; the First Lady have been infected with coronavirus. Here’s to @realDonaldTrump &amp; Melan…,A Connecticut girl living in Godzilla's world!!!,
,,"RT @ProjectLincoln: The Lincoln Project wishes the President, First Lady, and the many White House, campaign staff, and those exposed to CO…","USN Vietnam Veteran ~ DD-729 Lyman K. Swenson ~ Life Long Dem/Progressive ~ #BlueWave2020 ~ Pro-UNION, Retired ~ U R LEFT or WRONG! SuperVet™🆘🇺🇸 🖕🏼 Tя☭mp",BLUE WA State - USA -
CCP covid19 coronavirus Xidemic Trump,,"US satellite imagery has confirmed reports of a drunk fat, old, yellow bear wearing a #CCP pin and carrying jar of maotai in one hand dancing in the middle of Wangfujing screaming: Yeah, I did it! 

#covid19/#coronavirus #Xidemic #Trump https://t.co/627MOp1O3w","Author, Documentary Photographer, Political Scientist, Visual Sociologist, PhD; Former Career NatSec Professional; Securing Tianxia LLC; Opinions My Own.","Counter-hegemonic Resistance in China's Hong Kong
Visualizing Protest in the City https://www.springer.com/gp/book/9789812872357"
,,"RT @netanyahu: Like millions of Israelis, Sara and I are thinking of President Donald Trump and First Lady Melania Trump and wish our frien…",War Eagle! Independent jumped on the Trump Train ❤️Alabama beaches 🏖 🏝 #TrumpTrainAL #MAGA #BuildThatWall #NRA,
,,RT @SBCounty: SATURDAY COVID-19 TESTING NOW AVAILABLE IN RIALTO AND VICTORVILLE. Make an appointment at https://t.co/wioonCbyIA NO SYMPTOMS…,Staying sane through it all,"California, USA"
,,"RT @tj_melon: @KellyannePolls @oliverdarcy All of a sudden, all these newly diseased @GOP members suddenly recognize that Covid is real.  T…","Apologies for any bad language, am no longer trying to curb it. I don't know how long I will be on here, but no more civility in the slightest. #Resistance",
,,"RT @_AlexHirsch: Trump on Tuesday: Joe looks so dumb in his big mask! Mask wearin Joe! I cough on my supporters all the time, we love it. J…",infj leo | doing my best | suga bias,Michigan
,,Ouch https://t.co/nIWYDErnkv,"Journalist. Ex-TS/AP correspindent @ Mint, ex-reporter with TNIE, The Hindu. Writing untold stories of Hyd's history @ProjectHyd . Views personal.",Hyderabad
,,RT @joshuaschaer1: Right now Fox News is explaining to its viewers what coronavirus is.,Mildly annoyed,Melbourne
,,"RT @NicholasGuyatt: Interesting that the immediate reaction this morning is that the positive Covid test is bad for Trump. Clearly it is, i…",Indie author and friendly monster. I make serial entertainment and games for people (and monsters) of all ages. Bit of a loudmouthed socialist. He/him.,United Kingdom
,,RT @MrAndyNgo: You mad?,"I'm a gateway drug to those you should follow.
Conservative Cat. Trump 2020. Save the Republic.
 Parler @tss701",
,,RT @AdielleSA: @CheriJacobus @JoeBiden Biden should def not do any more debates with this walking Petri dish and his band of COVID Marys,herbalist graphic designer mom working to bring Texas' first herbal conference to my hometown,Austin
,,"RT @realDonaldTrump: Hope Hicks, who has been working so hard without even taking a small break, has just tested positive for Covid 19. Ter…","“El amor no son sentimientos afectivos, sino el fuerte deseo del bien de la persona amada hasta donde sea posible.” C.S Lewis","Barranquilla, Atlántico"
,,"RT @dbongino: Liberal Ghouls React to Trump Coronavirus Diagnosis
https://t.co/lKHVXsfmFe",#MAGA #KAG2020 #M109A7 #ArtilleryRocks,
,,Donald Trump positivo en covid-19 https://t.co/BaTQkK1z06,Mood: 🤘😔,
,,RT @KellyannePolls: Tonight I tested positive for COVID-19. My symptoms are mild (light cough) and I’m feeling fine. I have begun a quarant…,"Pastor, Preacher, Kingdom Builder",
,,"@MSNBC I too never wore a mask and still dont. Many yelled at me for it. I got covid an kept getting the see i told you so, and the this what you get, an all that from people. Well I never got sick from it. Now i laugh at the whole mask thing. I hope Trump is able to do the same.",,
,,"RT @AndrewRTDavies: It’s been a very difficult period for many people, particularly those living on their own. I’m pleased @fmwales has lis…",#IAMYEADON,"Barry, Wales"
,,"RT @nicoletan19: 1. Why didn’t Sabah go on lockdown earlier? 
2. That minister that went to turkey. What’s up ? 
3. Why proceed with the el…",Music isn't about life but how you felt it is making your life into music.,Malaysia
,,"If Biden gets COVID, I give him a 1% chance of making it",Man of leisure. Sophisticate. Master Ace stock trader. Champion of Champions.,United States
,,SNP MP breaks lockdown rules: Is there one rule for them and another for... https://t.co/pIBffETHn8 via @YouTube,,
,,"Lol what an asshole
Now can all of those in the same hall for that debate WILL HAVE TO GO IN QUARANTINE TOO will also have to get tested and run the risk of having brought home the virus to their loved ones! WTF",fanaccount♥︎Travel/Design ※ 천국의 비친 그대 ✨✨✨ #동방신기 ※ 89년생 ※2003.12.26 /2006.08.19 /2008.05.25 /2012.04.08 /위너 ☁︎ #WANGXIAN shop: @candysky / @candyskycases 🏳️‍🌈,
,,https://t.co/QoDXdQiggD Swab test pa more! False positive pa more! Cases pa more! 🤪,MNL 🇵🇭,
,,RT @TheBDA: ICYMI: The Scottish Dental Clinical Effectiveness Programme (SDCEP) has recently published its report on aerosol generating pro…,Teeth Team is a children’s education initiative where we strive to educate children about oral health. #DCby1 #teethteam,"Hull, England"
,,Why does he get this it average Americans can’t? https://t.co/WQGsVntEL4,Currently reading Ball Four:The Final Pitch,Upstate NY
,,"i see a lot of people joking about trump having covid and joking about him dying and yes the jokes are funny but in all honesty i don’t think a bullet between the eyes could take him out much less rona, his cockroach ass will never die i’m convinced",pillsbury doughgirl,"Austin, TX"
,,"RT @realDonaldTrump: Tonight, @FLOTUS and I tested positive for COVID-19. We will begin our quarantine and recovery process immediately. We…","En @AAP_Peru creemos en la movilidad sostenible y el respeto al peatón. #OpiniónPersonal #EducaciónVial - Antes: Gestión, Fundación Romero, CPN, Radio Libertad.","Lima, Perú"
,,RT @TheDemCoalition: This bloviating idiot stood there on the debate stage mocking @JoeBiden for wearing masks while he quite possibly was…,cybersecurity engineer / dreamer,
,,"RT @BookwormFrust: Sometimes I think this must be a parody account. It must be. 

Otherwise it just condems us all that our system has allo…",shock of the lightning,
,,RT @tonyposnanski: The biggest plot twist of 2020 is Coronavirus is going to save democracy.,"Gone 30 years, now marooned back in  deep-red Trumpistan.  Daniel Webster's ghost is seriously pissed at us right now. Trump voters will not be forgiven.","North Dakota, USA"
,,"RT @CNN: A small group of White House officials knew by Thursday morning that President Trump's aide Hope Hicks had contracted Covid-19, ac…","Lefty.. Can spot a good headline and story at 20 paces , I don't bite...Unless of course, I have to ;-) Feel free to chat if I am around I'll chat back!",London
,,"RT @JenniferJJacobs: BREAKING: Trump, who revealed early this morning he has coronavirus, is leaving the White House for Walter Reed Milita…","grateful mom, wife, barefoot creatrix, word wanderer, believer of miracles, developing picture, she/her/hers/ella... 🌎🌿🌈✌🏾🌊 | #BlackLivesMatter","SF Bay Area, CA"
,,RT @MeidasTouch: Donald Trump and Melania have tested positive for COVID-19,Native San Franciscan,"San Francisco, CA"
,,RT @dannywallace: You lose all sense of taste with Covid so how long has he had it https://t.co/3h5I5drCjz,Instagram - kurt__ward,Essex 
,,"RT @realDonaldTrump: Tonight, @FLOTUS and I tested positive for COVID-19. We will begin our quarantine and recovery process immediately. We…","Jason Warri
☆ Delta/Bayelsa Ijaw 
☆ unphotogenic.
☆ Engineer
☆ Academic
☆I smile sometimes",
,,RT @sarahcpr: Breaking: Trump says he cannot release the results of his Covid test because they are under audit,"Petroleum Engineer
| Writer
| Manchester United
| Optimist 💞
| Email: sam_o_aina@yahoo.com
| Instagram: @ainoorhh
| Temi's Loyal Husband 😍",West of Westeros 
,,I'm getting tested today for Covid because I work a wedding tomorrow and now I'm scared I'm gonna test positive since I giggled at Trump getting it. 🥴🤐 karma please be good to me I've been a good person this year otherwise 🙏🏼,I got a twitter just to complain about my life.,
,,RT @murray_nyc: @realDonaldTrump Maybe this will finally mark the end of Trump’s insane coronavirus rallies!! The universe (karma) has spok…,"Proud mom of an educated, successful son, Believer in equal rights 4 EVERYONE. #Resistance #MeToo #Cult45 threatened me at work. Forced 2 change Twitter name",USA
,,RT @StefanoChase: Suddenly it’s the Coronavirus and not the China Virus. Suddenly we’re all in this together. Suddenly the Republican party…,"linguine, language & literature✨","California, USA"
,,RT @RMConservative: This is ridiculous. at this point its like tracing a cold. Everyone is getting regardless of what they do.,Conservative. Cat Fan: Artist: Digging up the TRUTH ☠☞  USA/CAN/UK/AUS/NED/IND/ #MAGA ISRAEL 👁https://t.co/DQF164u9C2,Rocky Mountains
Trump2020LandslideVictory Trump,,"RT @HeidiForLiberty: #Trump2020LandslideVictory
#Trump 
Approx. 80% of people infected experience mild symptoms or be completely asymptomat…",,
,,"RT @Expat_Indo: Indonesia has spent almost Rp 800T (US$ 54B) fighting Covid.

Early in the pandemic, it was estimated that a total lockdown…",tulisan yang berangkat dari sebuah keresahan,Everywhere can
,,"RT @schwarz: All leaders, parties, etc. lie. But it's scary when they start believing their own craziest lies, to the point where they're w…",High Crimes and Low Comedy in the American Imperium,Oxford UK via Tennessee
,,"RT @jonfavs: Trump and Republicans held a mask-less, crowded, superspreader event at the White House in order to jam through a Supreme Cour…","#Resist #PRU #FBR Wife, friend, lover, leader, mentor, student, caretaker, workaholic. Mommy to four fur children.","Minnesota, USA"
,,RT @spectatorindex: JUST IN: Oil prices fall as President Trump tests positive for coronavirus,"Resist people, resist!",
,,"RT @davidfolkenflik: These are great reporters. That said: 

How do we know it's only out of an abundance of caution? In the absence of WH…",Former blue check person. Stranded on a vacation that should have never happened.,Worldwide
,,"RT @Kevin_Maguire: Nobody spread more Fake News about the virus than Trump who called Covid-19 a hoax, shunned masks then pretended the pan…","#Erotica #audiobooks #paranormal, #taboo, #kinky, #OneHandedReading 😘 #NSFW #sex , #BDSM, #noncon, #dubcon, #monster #AlphaMale #submissive 🇨🇦 #liberal #BLM","Winnipeg, Manitoba, Canada"
,,RT @RepAndyBiggsAZ: Dr. Scott Atlas is 100% correct in his analysis of President @realDonaldTrump's positive COVID-19 test: there is no rea…,Sapere anche un granello di sabbia diventa una montagna,
,,"RT @RepThomasMassie: My wife and I, who both had COVID-19 and recovered, wish @realDonaldTrump and @FLOTUS a quick and full recovery!",#gop #trump2020 #economy #bordercrisis #kaga #capitalism #pa #humanrights vs #democrats #susanwild #socialism #islam #antisemitism #literallyhitler,
COVID data,,The #COVID-19 pandemic revealed a need for agility in healthcare. Find out how UnitedHealth Group harnesses #data for a better COVID-19 response @forbes  https://t.co/8CL6rNoNm4,"Digital marketer, tennis player, fantasy football guru and entertainment junkie. My motto's always been 'when it's right, it's right'...",San Diego
,,YASSSS BLACKPINKS IMPAXT https://t.co/vzjhe8hWq0 https://t.co/NfnKvkQEdv,#LISA #블랙핑크 | he/him ♡ | fan account,BILLIE
,,"RT @RaphaelBW: Covid, stand back and stand by.",,
,,"RT @rgcooke: Watching swathes of the worst people on earth reacquainting themselves with manners, feelings, empathy and the very real dange…",the world’s leading expert,
,,"RT @piersmorgan: Shocking &amp; shameful. 
This now deleted tweet was the reaction to President Trump testing positive for Covid-19 from @ZaraR…","@CNBC.com freelance editorial columnist, creator of @Varneyco on @FOXBusiness, fmr Executive Producer of the #KudlowReport, Host of #NovakNow on @NachumSegalNet","Merrick, NY"
,,RT @SuzyNakamura: Oh NOW it’s called Covid ok,writer from london. smiling at strangers (behind the mask),"West Hollywood, CA"
,,RT @delaneykingrox: Trump:  I tested positive for Covid... actually I tested more positive than anyone.  Doctors are amazed by how positive…,You've got your demons and darling they all look like me. (she/her),Kurdistan/Germany
,,RT @Aiekillu: Trump a le covid,,
,,I’m wondering if FLOTUS has already had COVID. She seems to have lost her sense of taste earlier this summer. https://t.co/gOd0GalxKd,Proud NC native & resident of the foothills. I’m tired of watching the state I love turn into the trailer park of the eastern seaboard. Esse Quam Videri,"North Carolina, USA"
TrumpCovid,,"RT @CBS_Herridge: #TrumpCovid NOW @MarkMeadows speaking to reporters, “Good morning, obviously we had a great jobs report this morning. Une…",#TrumpIsStillMyPresident  parler:oldyfan  #Veteran #NativeTexan #Wife/Mom/Grams #Retired #LLNL Donate: https://t.co/ax8gkKUrc4 John 3:16  Matthew 18:20,
,,"RT @PositivelyJoan: Witchcraft or Vaccines? Covid-19 vaccine will contain GMOs and “continuous” aborted human fetal cells, which develop in…",My only response is Fuck that it’s pure GOVT corruption. No list- #MedicareForAll Always a Typo in my tweets #FreeAssange 🎶🎶Fuck Trump Fuck Biden too 🎶🎶,Dying Earth
,,RT @joncoopertweets: It’s absolutely despicable that nobody from the Trump campaign or White House reached out to the Biden campaign to war…,"Marine, Father, Husband, Veteran Democrat","Colorado, USA"
,,RT @thomaskaine5: 'Super spreader events'? Trump and Hicks may have exposed dozens of others to COVID-19 in recent days https://t.co/6NwCEK…,,
TrumpKnew,,"RT @Isellmpls: #TrumpKnew back in February that Coronavirus was highly contagious &amp; deadly.  He blew it off called it a hoax.  

Since this…",She/Her • photographer • writer • activist • feminist • @Capitals super fan • rescue dog mom • #FuckTrump #FBR #DemVoice1 Senior Photo Editor for @maxnewstoday1,"Washington, DC"
,,"RT @OleMurica: If Joe Biden ends up getting the Chinese Virus and dies from it, Democrats will try to charge President Trump with murder.",🐸💯 Deplorable 🇺🇸🥂🇺🇸💋🇺🇸 I Follow back ALL PATRIOTS 🐸#RemoveEveryDemocrat #RED NOW ON PARLER - (We The People Have Had Enough) Patriots follow us! 🇺🇸,"Florida, USA"
,,"RT @JessicaHuseman: The president has his own doctor, immediate access to tests, security to keep him away from people and an army of staff…","Proud Cubs fan, political junkie, animal lover! #BlackLivesMatter✊🏾",Watching wrestling...
coronavirus,,"RT @TomFitton: Reminder that no ""Fauci standard"" studies exist that masks curtail spread of #coronavirus.","11th Generation American Patriot / Constitutional Centrist / 2A /  Term Limits  / RT's not endorsements, Opinions my own 🇬🇧🇮🇪          Parler: @mike1776","California, USA"
,,RT @NickKristof: Worth pondering,Haunted shell hanging around where American democracy used to be. Black Lives Matter!,"Fairfax, VA"
,,RT @SaqibIslam: An estimated 2.5 million girls globally are at risk of being forced into child marriage in the next five years due to mount…,"CEO/Director HR HuB | Working for innovation in business, learning & education.🌿🏆

Comments are not my beliefs! RT2share
https://t.co/CX3h0hVJZv",Pakistan 
,,"RT @Amy_Siskind: Well Claudia Conway says her mother has tested positive for coronavirus.  I've updated our photo to circle 6.

Note: this…","dental hygienist, mom, wife, and animal lover. #ZetaTauAlpha 🦷💜👑🍓🐶😻🌈🌻🦋","Indianapolis, IN"
